Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,235.7,118.4,106.21,2.6,2.06,121.99,0.0,0.0953356832527255
2005,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,284.21,153.41,130.12,0.0,2.53,106.4,0.0,-0.017387218045112982
2006,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,377.64,208.06,142.21,0.0,4.82,89.72,0.0,0.2513374944271063
2007,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,462.87,260.37,146.38,0.12,7.59,120.49,0.0,0.4037679475475144
2008,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,553.29,274.57,202.45,0.0,19.46,421.31,0.0,0.1348413282381144
2009,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,407.99,193.89,194.6,0.0,8.96,377.18,0.0,0.027944217614931936
2010,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,524.28,224.33,270.01,0.0,10.1,203.26,0.0,0.09760897372822956
2011,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,537.21,239.4,247.93,0.0,10.16,210.38,0.0,0.18880121684570803
2012,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,595.92,298.42,257.33,0.0,5.09,188.36,0.0,0.18623911658526202
2013,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,718.87,378.47,349.39,0.0,4.51,250.8,0.0,-0.05382775119617228
2014,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,828.51,408.29,441.81,0.0,4.19,246.52,0.0,-0.1045756936556873
2015,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1146.05,630.35,517.2,0.0,4.44,297.25,0.0,-0.019983179142136633
2016,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1120.17,572.73,530.42,0.0,3.69,320.98,0.0,0.04152906723160351
2017,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,951.48,472.0,523.03,0.0,4.34,281.01,0.0,-0.1704209814597344
2018,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1067.68,534.66,568.72,0.0,3.97,265.14,0.0,-0.14961906917100373
2019,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,988.18,530.56,454.96,0.0,1.44,263.9,0.0,0.004622963243652994
2020,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,941.71,552.6,385.22,0.0,5.039999999999999,366.06,0.0,-0.0031415614926515126
2021,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,981.34,560.1,460.47,0.0,1.11,498.19,0.0,-0.0809731227041892
2022,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1372.39,850.96,552.51,0.0,2.03,507.21,0.0,-0.06527868141400983
2023,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1342.4,805.27,532.02,0.0,6.919999999999999,474.85,-1.91,-0.003827123948069251
2024,STRO.OL,Strongpoint ASA,"Computers, Phones & Household Electronics",Information Technology,1309.07,779.11,523.69,0.0,12.789999999999996,465.2,-3.53,-0.014122641713778515
