Year,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2020,6229.0,1678.0,1461.0,0.0,948.0,-248.0,114.0,-15.985074626865671
2021,6345.0,1911.0,1628.0,0.0,971.0,-693.0,91.0,-3.048172757475083
2022,9257.0,3148.0,2577.0,0.0,1380.0,284.0,81.0,5.895890410958904
2023,11912.48,4020.07,3323.6800000000003,0.0,1129.0,10388.48,91.22,0.32822790728742235
2024,14880.15,5157.02,3964.45,0.0,1117.35,20140.02,0.0,0.23045309786186904
