Year,CompanyName,Industry,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2020,Petronor E&P ASA,Oil & Gas,635.64,487.2,253.3,0.0,14.05,67.99,123.26,-0.6217516339869281
2021,Petronor E&P ASA,Oil & Gas,915.02,594.5,178.9,0.0,17.52,522.27,57.36,0.21410209961527177
2022,Petronor E&P ASA,Oil & Gas,1403.32,887.92,332.44000000000005,0.0,10.01,956.23,120.65,0.16060285268553592
2023,Petronor E&P ASA,Oil & Gas,1976.58,1491.3,360.03,0.0,8.58,1686.39,206.38,0.0616398188897753
2024,Petronor E&P ASA,Oil & Gas,2197.46,2260.26,388.55,0.0,3.79,2229.84,280.65,-0.18129528498420633
