Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2013,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1883.36,1616.75,234.56,0.0,10.92,71.52,2.8,0.28431108719052606
2014,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2106.63,1811.23,245.43,0.0,15.97,73.13,2.68,0.44848964516554657
2015,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2311.43,2004.28,269.07,0.0,18.9,76.51,0.81,0.2480600103466098
2016,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2287.42,1973.44,264.43,0.0,14.03,138.83,0.66,0.25464190981432366
2017,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2324.62,2005.77,267.45,0.0,37.19,173.19,1.27,0.08145133554969576
2018,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,3321.89,2872.3,361.61,0.0,58.260000000000005,559.31,28.63,0.05054937578664434
2019,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4412.38,3806.13,470.44,0.0,64.8,752.18,37.44,0.08992933309693273
2020,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,3965.88,3432.44,452.31,0.0,87.45,787.95,1.09,-0.008009733346851807
2021,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4563.09,3868.08,513.96,0.0,79.0,895.4,23.0,0.11111716027874585
2022,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4247.02,3529.24,532.09,0.0,71.37,832.46,20.63,0.13400696292302175
2023,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4904.1,4169.32,606.32,0.0,192.34,794.19,19.31,-0.07852489244007302
2024,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,5149.57,4373.11,567.16,0.0,315.95,870.87,25.97,-0.11891753267026439
