Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2005,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,15.37,2.41,5.13,0.0,1.17,-11.6,0.0,-0.5741379310344827
2006,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,15.47,1.56,4.85,0.0,1.14,17.61,0.0,0.44974446337308355
2007,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,24.39,4.1,6.49,0.0,0.97,42.16,0.0,0.3043168880455408
2008,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,30.28,3.73,10.84,0.0,0.17,55.59,0.0,0.2795466810577442
2009,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,37.45,3.61,10.6,0.0,0.08,68.25,0.0,0.3393406593406594
2010,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,36.33,2.42,10.55,0.0,0.2699999999999999,56.16,0.0,0.4111467236467236
2011,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,39.53,3.44,8.88,0.0,0.25,55.2,0.0,0.48840579710144927
2012,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,40.41,4.37,9.16,0.0,0.21,43.46,0.0,0.6136677404509894
2013,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,41.38,4.43,9.49,0.0,0.5700000000000001,45.76,0.0,0.587631118881119
2014,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,49.62,5.03,12.31,0.0,0.68,50.13,0.0,0.6303610612407738
2015,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,70.21,10.33,15.32,0.0,1.06,54.27,0.0,0.8015478164731894
2016,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,106.62,16.18,20.63,0.0,3.38,70.99,0.0,0.9357656007888436
2017,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,111.37,12.49,24.85,0.0,2.8,82.56,0.0,0.8627664728682171
2018,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,144.38,16.93,25.95,0.0,1.64,93.23,0.0,1.071114448139011
2019,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,227.43,21.89,31.22,0.0,1.75,225.3,0.0,0.7659565024411896
2020,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,296.81,27.98,37.75,2.08,3.01,293.9,0.0,0.7830894862198027
2021,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,394.7,39.01,33.88999999999999,0.98,7.1,363.4,0.0,0.8686846450192625
2022,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,577.86,59.71,57.09,1.22,4.06,495.65,0.0,0.9244830021184304
2023,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,639.35,70.85,65.65,1.01,5.5,837.35,0.0,0.5951633128321491
2024,CHEMM.CO,Chemometec A/S,Healthcare Equipment & Supplies,Health Care,628.31,62.12,72.79,1.54,2.24,866.2,0.0,0.5688062803047794
