Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2012,Vow ASA,Professional & Commercial Services,Industrials,135.98,83.7,0.0,0.0,3.55,-26.52,0.0,-1.8374811463046754
2013,Vow ASA,Professional & Commercial Services,Industrials,169.97,116.98,0.0,0.0,4.4,-21.36,0.0,-2.274812734082397
2014,Vow ASA,Professional & Commercial Services,Industrials,145.63,99.31,0.0,0.0,2.89,45.11,0.0,0.962757703391709
2015,Vow ASA,Professional & Commercial Services,Industrials,200.3,136.4,0.0,0.0,0.7,49.83,0.0,1.2683122616897453
2016,Vow ASA,Professional & Commercial Services,Industrials,171.6,123.6,0.0,0.0,1.2,45.4,0.0,1.0308370044052864
2017,Vow ASA,Professional & Commercial Services,Industrials,247.0,171.2,0.0,0.0,1.5,57.9,0.0,1.283246977547496
2018,Vow ASA,Professional & Commercial Services,Industrials,329.6,229.8,15.6,0.0,1.1,93.3,0.0,0.8906752411575566
2019,Vow ASA,Professional & Commercial Services,Industrials,380.8,259.3,20.9,0.0,3.4,230.7,1.0,0.41950798446266724
2020,Vow ASA,Professional & Commercial Services,Industrials,459.8,295.6,23.1,0.0,8.0,320.0,0.9,0.41477095668432534
2021,Vow ASA,Professional & Commercial Services,Industrials,454.1,282.5,29.3,0.0,10.9,522.6,1.1,0.2509070078289097
2022,Vow ASA,Professional & Commercial Services,Industrials,782.8,487.2,65.0,0.0,16.6,529.5,1.1,0.40331699962306816
2023,Vow ASA,Professional & Commercial Services,Industrials,918.5,686.4,83.1,0.0,41.7,392.6,3.8,0.27068617558022207
2024,Vow ASA,Professional & Commercial Services,Industrials,1018.2,721.7,80.3,0.0,59.1,500.3,4.2,0.3113974231912785
