Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2002,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1353.94,935.22,344.74,0.0,158.02,286.24,4.57,-0.2889859358343936
2003,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1373.57,957.59,334.23,0.0,2.55,329.32,3.13,0.23823131297939507
2004,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1557.77,1054.07,434.68,0.0,1.86,354.47,4.62,0.18702832159068766
2005,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1722.44,1116.1,489.87,0.0,1.36,414.74,4.51,0.27456171735241536
2006,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1966.89,1251.47,516.64,0.0,2.46,524.85,4.93,0.37056891539884496
2007,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2346.91,1454.91,598.22,0.0,130.20999999999998,560.64,10.39,0.2864472969896499
2008,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2640.3,1646.04,661.87,0.0,273.63,675.46,13.03,0.08534619239204667
2009,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2816.64,1765.39,780.07,0.0,181.35,830.89,15.04,0.10619081957135902
2010,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2649.01,1416.69,1008.96,0.0,73.42,938.91,13.13,0.157493382630982
2011,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2983.36,1846.31,835.05,0.0,83.02,1103.24,0.09,0.19847189870664286
2012,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3422.11,2181.06,965.27,0.0,124.76,1190.97,0.09,0.1267946199183922
2013,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3945.36,2534.53,1098.82,0.0,78.78999999999999,1402.67,0.0,0.1662686162818054
2014,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,4876.31,3230.77,1351.35,0.0,101.84,1720.87,0.0,0.11177485806597856
2015,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,5384.81,3531.41,1525.67,0.0,60.42,1882.57,0.0,0.14199206404011563
2016,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6031.3,3963.54,1712.94,0.0,64.44,2110.54,0.0,0.13758564158935635
2017,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,6581.07,4313.8,1805.3,0.0,67.7,2308.61,0.0,0.17078241885810058
2018,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7088.78,4751.13,1903.37,0.0,74.75999999999999,2400.5,0.0,0.14976879816704844
2019,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,7727.53,5200.04,2007.5,0.0,90.85,2581.22,0.0,0.16625471676184123
2020,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8487.89,5558.18,2222.11,0.0,108.73,3217.22,20.89,0.18494430393037883
2021,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,8754.17,5715.92,2325.21,0.0,81.27,3245.47,24.65,0.19319474514696708
2022,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,9450.78,6198.11,2442.81,0.0,79.65,3639.45,36.63,0.19863822332484632
2023,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,11634.74,7673.8,2795.82,0.0,211.61,5460.86,7.05,0.17438289949907723
2024,SYSR.ST,Systemair AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,12290.01,8070.24,3051.5,0.0,279.15,5689.41,8.36,0.1560470148847708
