Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1999,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,49207.36,29461.54,1766.4100000000003,1482.23,739.23,30989.57,197.85,0.6003192954082127
2000,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,51962.9,31744.43,219.13999999999965,1503.22,1692.56,52158.9,298.11,0.3776423780158267
2001,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,49800.84,35206.95,406.6200000000001,1134.53,1958.22,51273.42,174.66,0.25974885748894805
2002,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,48791.73,31319.3,178.0,957.25,1998.98,86853.85,4086.15,0.178718935561909
2003,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,72362.61,40988.36,20333.52,0.0,0.0,104196.98,3190.07,0.10281248996038163
2004,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,75186.93,39553.04,19606.76,0.0,0.0,110640.71,6333.39,0.13701434762054157
2005,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,75715.85,40843.43,4145.92,2483.24,1629.87,107884.62,7340.97,0.2740699353329413
2006,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,79237.27,42324.85,5272.33,1598.49,1822.99,108549.77,7739.44,0.2701505152541667
2007,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,83505.93,46974.25,6350.66,1501.21,3197.4300000000003,98627.25,8227.49,0.266574978330395
2008,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,88597.75,49482.51,21724.99,0.0,0.0,115943.52,9835.73,0.13826008662001082
2009,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,89839.57,50174.23,20342.93,0.0,0.0,109531.04,5766.54,0.16758729888346316
2010,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,89842.17,48449.55,5525.11,635.74,1872.78,109244.0,5863.62,0.30085297567615416
2011,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,90518.78,99086.64,33341.25,438.76,5739.26,100297.51,6380.26,-0.44254402768261847
2012,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,90151.37,100294.24,39070.060000000005,328.3,7360.059999999999,90011.61,3386.46,-0.6022039855855694
2013,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,91939.58,104480.98,35198.219999999994,265.34,6770.700000000001,102090.49,4344.72,-0.509652585831324
2014,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,74525.44,88775.4,28973.91,209.44,6125.1,106760.79,4774.3,-0.4405746209556113
2015,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,82701.19,100792.6,34295.5,140.55,6324.639999999999,102441.84,4519.06,-0.5475926249685633
2016,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,82659.1,99552.66,32210.120000000003,169.88,5217.13,85190.29,4775.73,-0.6019042522943663
2017,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,77264.33,95219.4,18997.02,276.95,7991.76,101291.41,5294.42,-0.41906977691124603
2018,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,78250.36,97696.12,18599.19,153.58,4848.1,95036.04,4928.09,-0.4275480614896563
2019,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,79997.63,100655.66,19816.78,141.45,5610.49,85371.39,1321.17,-0.5299630095131578
2020,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,91285.39,116959.44,46695.350000000006,305.0,6770.33,65135.15,1167.42,-1.1890146943021969
2021,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,88537.98,116879.4,36621.66,359.79,5388.87,78654.49,2739.67,-0.8599162396909066
2022,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,81313.38,0.0,27728.07,0.0,6125.58,60465.94,3232.3,0.745071292393636
2023,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,88365.63,0.0,30032.48,1107.74,8214.02,53829.69,3549.85,0.892772406331595
2024,TELIA1.HE,Telia Company AB,Telecommunications Services,Communication Services,90641.94,0.0,29986.17,902.08,9590.29,56996.59,4028.08,0.851582810689513
