Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,5048.02,13.39,1255.94,82.0,78.65,2210.22,0.0,1.7111599750251107
2005,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,5498.43,3211.76,1396.84,0.0,83.3,3758.23,0.0,0.2146036831167864
2006,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,6723.91,2771.13,1459.17,0.0,393.35,4577.07,0.0,0.45886560616289457
2007,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,8211.15,3652.16,1681.49,0.0,540.74,5651.55,0.0,0.413472410223744
2008,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,8901.78,4057.64,1919.7,0.0,1699.82,7519.92,0.0,0.16285013670358214
2009,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,6968.67,4171.6,1926.1,0.0,1257.59,6283.4,0.0,-0.061530381640513124
2010,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,8467.97,4833.81,1891.11,0.0,985.97,7298.76,0.0,0.10372720845732686
2011,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,11351.61,6278.92,1991.67,117.66,871.16,9174.18,0.0,0.2537033282538603
2012,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,12050.66,6731.6,2357.97,126.31,875.18,10545.86,0.0,0.20977141740929614
2013,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,11876.88,6402.27,2494.84,0.0,1382.12,11610.8,0.0,0.1376003376167016
2014,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,11608.15,6431.24,2764.36,138.72,2639.85,10923.5,0.0,-0.008109122533986395
2015,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,12165.63,6562.7,3155.68,167.27,1991.98,11919.39,0.0,0.05222918286925753
2016,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,12921.7,6726.49,3536.0100000000007,188.55,1409.94,13242.43,0.0,0.10857599398297747
2017,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,14671.78,7826.19,3692.91,203.4,1411.66,14456.59,0.0,0.13450059799717645
2018,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,15320.08,8310.06,3658.16,199.71,902.54,14723.8,0.0,0.17991483176897274
2019,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,15608.11,9980.76,2546.88,0.0,462.71,17414.9,0.0,0.15031725706148183
2020,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,14088.16,9794.59,3058.26,0.0,1376.86,15937.42,0.0,-0.008881613209666333
2021,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,17418.14,11808.89,2913.36,0.0,876.95,16294.69,0.0,0.11162777567416132
2022,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,13631.63,10579.28,2787.9,298.78,2892.87,15023.96,0.0,-0.15506164819395163
2023,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,13387.73,10637.41,2704.7000000000003,277.2,984.46,15071.84,0.0,-0.0438990859775582
2024,TYRES.HE,Nokian Renkaat Oyj,Automobiles & Auto Parts,Consumer Discretionary,14986.97,12270.3,3012.97,288.17,815.7,14972.27,0.0,-0.05502372051799758
