Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2013,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,783.04,477.94,221.31,0.0,2.68,261.9,0.9,0.3086377473363774
2014,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,903.96,559.29,250.18,0.0,2.39,250.53,0.74,0.3665379870259086
2015,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,967.45,605.12,264.93,0.0,2.84,245.62,0.28,0.3845465636437577
2016,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,1439.74,945.1,383.38,1.84,5.14,679.85,0.0,0.1587997352357137
2017,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,2259.44,1445.16,652.27,17.04,6.29,748.48,0.0,0.23081445061992298
2018,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,2323.94,1490.67,672.95,18.26,8.33,909.5,0.0,0.18719076415612965
2019,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,3237.87,2122.85,941.85,22.61,13.03,1375.46,8.72,0.13202762646476612
2020,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,5397.13,3536.03,1189.0800000000002,24.46,19.450000000000003,1965.29,8.56,0.34299972135673923
2021,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,8010.24,5147.34,1930.86,33.57,56.23,4174.98,5.55,0.21752744269267288
2022,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,8631.11,5374.97,2618.6,76.96,105.47,4676.21,2.82,0.13016159332169283
2023,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,9639.25,6057.25,3067.4400000000005,166.21,289.62,4991.54,2.01,0.0783310470506953
2024,ALIFb.ST,AddLife AB,Healthcare Equipment & Supplies,Health Care,10460.84,6536.24,3156.76,77.29,302.04999999999995,5455.08,3.08,0.09949873217347974
