Year,CompanyName,Industry,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2019,Haugesund Sparebank,Banking Services,271.73,0.0,117.18,0.0,147.28,1289.04,0.0,0.005639856016880788
2020,Haugesund Sparebank,Banking Services,297.08,0.0,108.82,0.0,104.53,1545.25,0.0,0.05418540689208865
2021,Haugesund Sparebank,Banking Services,295.34,0.0,117.52,0.0,66.94,1650.81,0.0,0.06716702709578934
2022,Haugesund Sparebank,Banking Services,315.09,0.0,132.51,0.0,151.23,1783.7,0.0,0.01757582553119919
2023,Haugesund Sparebank,Banking Services,394.71,0.0,157.26,0.0,370.53,1930.64,0.0,-0.06893051008991835
2024,Haugesund Sparebank,Banking Services,427.39,0.0,200.83,0.0,531.78,2087.07,0.0,-0.14624329802067013
