Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2015,Bewi ASA,Containers & Packaging,Materials,1522.99,968.54,176.70000000000002,0.0,17.96,280.1,0.93,1.2802547770700636
2016,Bewi ASA,Containers & Packaging,Materials,1577.93,796.04,106.87,0.0,12.86,313.42,0.99,2.106039884227601
2017,Bewi ASA,Containers & Packaging,Materials,1816.16,1075.13,243.47,0.0,26.54,379.78,10.33,1.2074030401681577
2018,Bewi ASA,Containers & Packaging,Materials,3657.19,1996.83,595.87,0.0,59.93,1489.84,10.44,0.6695816780867574
2019,Bewi ASA,Containers & Packaging,Materials,4232.32,1950.27,792.51,0.0,105.34,1482.98,-5.9,0.9371191810870094
2020,Bewi ASA,Containers & Packaging,Materials,4960.56,1941.97,926.49,0.0,110.45,2039.71,4.19,0.9695435197416704
2021,Bewi ASA,Containers & Packaging,Materials,7602.97,3098.3,1172.66,0.0,129.05,2526.9,98.11,1.2201705898263244
2022,Bewi ASA,Containers & Packaging,Materials,10602.49,4364.54,1507.0,0.0,208.94,4401.3,104.84,1.0035218612826056
2023,Bewi ASA,Containers & Packaging,Materials,9367.76,3826.04,2028.24,0.0,482.53,4509.81,139.81,0.6518704754367024
2024,Bewi ASA,Containers & Packaging,Materials,8984.28,3491.69,2075.26,0.0,546.12,4363.19,162.38,0.6344416283473684
