Year,CompanyName,Industry,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Itera ASA,Professional & Commercial Services,238.89,32.15,186.14,0.0,0.34,127.17,0.0,0.15931430368797667
2005,Itera ASA,Professional & Commercial Services,281.98,40.53,206.72,0.0,0.27,134.25,0.0,0.25668528864059603
2006,Itera ASA,Professional & Commercial Services,357.99,64.7,245.42,0.0,0.26,129.74,0.0,0.3669646986280255
2007,Itera ASA,Professional & Commercial Services,420.13,79.02,284.53000000000003,0.0,0.03,102.04,0.0,0.5541944335554683
2008,Itera ASA,Professional & Commercial Services,448.85,74.94,318.02,0.0,0.35,87.24,0.0,0.6366345712975704
2009,Itera ASA,Professional & Commercial Services,411.46,67.02,304.89,0.0,0.26,84.03,0.0,0.4675711055575391
2010,Itera ASA,Professional & Commercial Services,383.7,74.47,283.64,0.0,0.16,76.98,0.0,0.33034554429722046
2011,Itera ASA,Professional & Commercial Services,431.14,91.69,324.84,0.0,1.02,68.92,0.0,0.19718514219384814
2012,Itera ASA,Professional & Commercial Services,438.21,80.22,332.13,0.0,1.05,72.44,0.0,0.3424903368304806
2013,Itera ASA,Professional & Commercial Services,465.19,90.63,330.67,0.0,0.55,86.94,0.0,0.49850471589602013
2014,Itera ASA,Professional & Commercial Services,439.85,75.93,338.68,0.0,0.95,53.87,0.0,0.4509003155745315
2015,Itera ASA,Professional & Commercial Services,435.39,67.36,328.11,0.0,0.95,54.4,0.0,0.7163602941176462
2016,Itera ASA,Professional & Commercial Services,424.79,63.53,305.68,0.0,0.94,54.32,0.0,1.0058910162002943
2017,Itera ASA,Professional & Commercial Services,475.03,73.36,342.0,0.0,0.72,50.64,0.0,1.1640995260663498
2018,Itera ASA,Professional & Commercial Services,531.32,87.28,380.09,0.0,0.62,47.44,0.0,1.334949409780778
2019,Itera ASA,Professional & Commercial Services,560.32,77.31,391.0,0.0,0.51,46.37,0.0,1.9732585723528153
2020,Itera ASA,Professional & Commercial Services,615.39,71.82,438.5,0.0,0.39,34.34,0.0,3.048340128130458
2021,Itera ASA,Professional & Commercial Services,592.96,45.7,445.63,0.0,0.29,39.54,0.0,2.562974203338391
2022,Itera ASA,Professional & Commercial Services,735.84,51.69,575.1800000000001,0.0,0.53,49.44,0.0,2.193365695792881
2023,Itera ASA,Professional & Commercial Services,871.58,57.9,703.03,0.0,0.57,47.89,0.0,2.2986009605345603
2024,Itera ASA,Professional & Commercial Services,848.78,65.74,697.64,0.0,4.17,46.71,0.0,1.7390280453864264
