Year,CompanyName,Industry,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2020,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",154.27,79.24,94.67,0.0,0.0,128.7,0.0,-0.1526029526029525
2021,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",183.83,102.12,144.91,0.0,4.3,529.06,1.47,-0.127231259306731
2022,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",198.33,129.37,198.0,20.15,1.88,0.0,-4.4,25.174999999999994
2023,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",319.71,177.17,214.17,18.66,5.54,0.0,-9.16,6.387554585152838
2024,Tekna Holding ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",291.44,165.96,187.47,20.62,19.26,0.0,0.0,
