Year,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,Yara International ASA,Chemicals,Materials,33188.0,25114.0,4143.0,0.0,284.0,11035.0,63.0,0.3286177689673815
2005,Yara International ASA,Chemicals,Materials,46171.0,36843.0,4985.0,0.0,371.0,13219.0,77.0,0.29873646209386284
2006,Yara International ASA,Chemicals,Materials,46969.0,38749.0,4935.0,0.0,378.0,15460.0,575.0,0.1812909260991581
2007,Yara International ASA,Chemicals,Materials,56631.0,44905.0,5883.0,0.0,480.0,20948.0,193.0,0.2536776879050187
2008,Yara International ASA,Chemicals,Materials,87926.0,70636.0,7445.0,126.0,1302.0,29475.0,164.0,0.2924862512230507
2009,Yara International ASA,Chemicals,Materials,60867.0,47366.0,6646.0,88.0,757.0,28705.0,158.0,0.21432283546408898
2010,Yara International ASA,Chemicals,Materials,64006.0,49247.0,6325.0,1515.0,707.0,35185.0,149.0,0.26156110262070525
2011,Yara International ASA,Chemicals,Materials,77726.0,60331.0,8028.0,2306.0,682.0,44623.0,157.0,0.24544439481911567
2012,Yara International ASA,Chemicals,Materials,83997.0,62331.0,9120.0,110.0,941.0,47594.0,1745.0,0.23743894282413505
2013,Yara International ASA,Chemicals,Materials,84668.0,64772.0,11344.0,128.0,904.0,53621.0,2152.0,0.13942230111344198
2014,Yara International ASA,Chemicals,Materials,95047.0,71581.0,12762.0,154.0,909.0,63765.0,4196.0,0.14639278409676137
2015,Yara International ASA,Chemicals,Materials,108011.0,79941.0,13719.0,268.0,1291.0,73890.0,1837.0,0.1760006338558242
2016,Yara International ASA,Chemicals,Materials,95245.0,68644.0,14190.0,312.0,901.0,74444.0,2326.0,0.1539924449654813
2017,Yara International ASA,Chemicals,Materials,93882.38,71101.97,15043.66,371.96,677.79,75709.58,2297.96,0.0952589967585185
2018,Yara International ASA,Chemicals,Materials,105241.32,82187.22,17542.93,350.04,1245.51,75009.83,1960.98,0.0599668887465262
2019,Yara International ASA,Chemicals,Materials,113125.66,81971.68,17921.69,527.88,1601.25,77513.27,693.49,0.1554714707526563
2020,Yara International ASA,Chemicals,Materials,109081.1,73583.4,18031.18,856.39,1552.79,69832.68,677.65,0.23783919320757702
2021,Yara International ASA,Chemicals,Materials,142817.8,110037.69,18736.39,807.9,1409.53,62562.8,114.49,0.2144650797761037
2022,Yara International ASA,Chemicals,Materials,229636.76,173683.09,22606.28,912.71,2497.93,84122.55,127.35,0.37699949792225285
2023,Yara International ASA,Chemicals,Materials,163662.12,120760.3,23054.71,1192.3,2595.63,76540.28,182.43,0.24039531450335883
2024,Yara International ASA,Chemicals,Materials,148994.86,109586.64,24270.23,1117.35,2417.35,79423.51,181.85,0.17383239018076152
