PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.048778297256710026,0.07182173013560672,0.04560160521770876,0.12076320501290017,0.01807420021496764,0.01664875937634358,1.5585661403855136,2.3847610952290283,2.4157665716613357,0.023043432878896673,-0.003176692039001277,0.5957865913438867,0.9312747412508797,0.5309167973226318,-0.08629830164237075
LongShort,FF3,0.045229429265370276,0.06866452596262163,0.0459894086531084,0.1512725080750299,0.023629368956843422,0.024077674540987637,1.440913683451252,2.281670262583686,2.2742967989588196,0.02343509669725613,0.0007599793877416947,0.5901513342619249,0.9838661748227964,0.5390790770634397,0.0202355848813797
LongShort,FF3+MOM,0.040536674232423624,0.05028562847385726,0.03422246616592874,0.18965148855102498,0.09519096204876476,0.07081259309522525,1.3163986085458461,1.6771139097779209,1.8170352718310923,0.009748954241422397,-0.006314208066499436,0.8202794309283545,0.8622939129246414,0.22734535665310912,-0.17357433089676474
LongShort,FF5,0.03437513118454872,0.06023662658745883,0.04246644027291599,0.3022942750417432,0.056141977039537494,0.03848229669901593,1.034395592264461,1.921937365584381,2.0844805527151986,0.025861495402916823,0.008091309088371895,0.5719959397197969,0.8367129454133253,0.565615854245122,0.20624426070126115
LongShort,FF5+MOM,0.03779779263024596,0.04793655190937621,0.03158866705585188,0.23767516766114882,0.11774877633167802,0.1015526111456202,1.1846509056729226,1.5716141100070924,1.6455584705820296,0.010138759279128034,-0.006209125574382679,0.8182485450151586,0.8687787839211984,0.2299617852384545,-0.1653246047102517
Q4,CAPM,0.025488391743836818,0.02736599256177114,0.02731760494770739,0.2837640173903053,0.30145241230648123,0.30433720053743474,1.0749416535912342,1.036142857304661,1.0299619521901322,0.0018776008179343315,0.001829213203870604,0.9581600230642882,0.9594248541684671,0.052497311880697194,0.05090891053250729
Q4,FF3,0.025862567501960476,0.028173464183370515,0.029099698065207572,0.25698903269230255,0.25113650294770307,0.24544608686516334,1.1369913027840943,1.151140205291276,1.1651213364300925,0.0023108966813926365,0.0032371305632286143,0.9454153222287789,0.9245271409128932,0.06851094991204403,0.09479627810266371
Q4,FF3+MOM,0.022881871322874402,0.015385905398449671,0.022674647162390114,0.28453968561504683,0.5007682369146718,0.31085072883435316,1.0732551012550715,0.6745918704125502,1.016192417850874,-0.0074959659244092855,-0.00020722416046479314,0.8115752902245961,0.9946923366478957,-0.23856277747555837,-0.006656666925833657
Q4,FF5,0.023897044673152863,0.02630057035819033,0.028422806677111105,0.29823102747930497,0.28122610165472195,0.25636326763191764,1.0431536783102886,1.0807083951969854,1.1385306494379015,0.0024035256850159017,0.004525762003933745,0.9432573637390673,0.8948733606527437,0.07122449251392211,0.13223063641991561
Q4,FF5+MOM,0.019987296546373295,0.012740381532130985,0.02076481433396153,0.3585648584027008,0.5740760485632026,0.35034402587313984,0.9203952351275255,0.5630596127642851,0.936290944580124,-0.007246915014244536,0.0007775177875916847,0.8186375406121171,0.9801994849142457,-0.22946084433994743,0.024835598665625295
