PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.022453438566848193,0.019660561676480302,0.03830969668046853,0.019856320134662212,0.4354107810909822,0.5331324367776604,0.23931282925855446,0.4921736197443678,0.7822285335515842,0.6247911020501308,1.1817750010645232,0.6886782444765334,-0.0027928768903679,0.015856258113620347,-0.002597118432185991,0.9477506437050396,0.713918156866586,0.9490987809069393,-0.06559094151367682,0.36697323690586797,-0.06389622084690705
LongShort,FF3,0.04387101263969685,0.03931754869154549,0.060122598171475236,0.04075416712814571,0.08499441074846903,0.13654753375799245,0.03643442112869466,0.12016430275997969,1.7349733137097918,1.497562082484034,2.1127691328001164,1.5638308571622628,-0.004553463948161229,0.016251585531772104,-0.0031168455115600895,0.9004125861350729,0.6683821585233987,0.9314210171206809,-0.12525618825757842,0.42883238716335437,-0.08613624938279874
LongShort,FF3+MOM,0.006143585106983965,0.006572797817282835,0.006622357266453065,0.004345376775027766,0.8283523479992272,0.833350414460472,0.8233115590117799,0.8810535890776847,0.21723297232022545,0.21081084412603043,0.22371914770492426,0.149915239282067,0.00042921271029881455,0.00047877215946881546,-0.0017982083319564683,0.9919142483729622,0.990684663724466,0.9646351661381305,0.010143479992772353,0.011686045248273791,-0.04437861934522764
LongShort,FF5,0.011621698758143015,0.008175146576222748,0.02667030520645302,0.006813507322675003,0.5591660934936407,0.7170804922472405,0.26503294980861236,0.7407234067902646,0.5855342322045326,0.36312361762250966,1.1192218101403253,0.3315762872801655,-0.0034465521819209196,0.015048606448309501,-0.004808191435468682,0.9089869061489002,0.6280964430440543,0.8667883329490891,-0.11442378027184748,0.4849621163072109,-0.16789912302113383
LongShort,FF5+MOM,-0.01181471904232928,-0.009984881372114746,-0.012175676338244169,-0.01484091858436885,0.6602945279154104,0.7505090395989789,0.6742752189435186,0.5892629943450833,-0.4404865240375183,-0.31862228347242005,-0.4212118837589856,-0.5412077879149635,0.001829837670212095,-0.00036095729591720943,-0.003026199542042061,0.9646538702738736,0.9926916877259966,0.9371316275503143,0.044355742112044995,-0.009168288394462603,-0.07894960005494105
Q5,CAPM,0.01837254466562687,0.01756276140665518,0.017601154412395237,0.0163084250862641,0.13923037610437428,0.178063231359884,0.15962698048256163,0.20953115114298715,1.4871868952420586,1.3535930312976245,1.4139003099055363,1.2606940859729436,-0.0008097832589715609,-0.0007713902532315853,-0.0020641195793627692,0.963680154702365,0.9646414154842358,0.9074519561434253,-0.045576960277253026,-0.04436989009198433,-0.11635910489849094
Q5,FF3,0.02039648060645316,0.01853245831284133,0.018939167303691103,0.0179769276340621,0.059143751664439304,0.13196333881499456,0.10357854285101964,0.11697762672919998,1.9029606013554836,1.5154461343749495,1.6386605188305177,1.5775399347882073,-0.001864022293647724,-0.0014573133027979412,-0.0024195529724275328,0.9077382411309216,0.9255571587029745,0.8761103904768381,-0.1159990798549753,-0.09352207825224138,-0.1560476222951996
Q5,FF3+MOM,0.025354622802316457,0.02420121939264264,0.02459566558812455,0.023387442586334708,0.06460490698597221,0.079177656986541,0.06872271091523219,0.09970507617148372,1.8631016936950435,1.7687483420433017,1.834785053756435,1.657590723588695,-0.001153403409673355,-0.0007589572141918008,-0.0019671802159818425,0.9525671279818235,0.9684602081097888,0.9203791909516505,-0.05953823960136281,-0.0395759822857063,-0.1000489172236857
Q5,FF5,0.01637465388303762,0.01376184444936594,0.014175628181087672,0.014014857716770964,0.14762192386013595,0.27354680312544866,0.23035584078848936,0.2453842006216964,1.4563347336533867,1.099408116095423,1.2048844696313707,1.1667102991958989,-0.002612809433672897,-0.0021990257019512682,-0.002359796166267955,0.8762041054641398,0.8921995402548482,0.8856650025195325,-0.15593077555755988,-0.1356493843116081,-0.1439276040414322
Q5,FF5+MOM,0.02127229700722487,0.0195878972287252,0.020031094927745074,0.019488423051526788,0.11843772364588934,0.15239479680942125,0.13429660384983144,0.17490307974838792,1.5714444474939735,1.439309383868131,1.506484614042897,1.3638446386175993,-0.0016843997785016274,-0.0012412020794815848,-0.0017838739557003158,0.9303671377356348,0.9480485160285208,0.9280123441571053,-0.08746510527094649,-0.06521867280715006,-0.09043090938739905
