PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.0009944305589339106,8.286921324449255e-05,0.026346274860357604,0.9790000477518057
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.005247510895083285,-0.00043729257459027373,-0.13739911018598858,0.8908147931947075
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.003128606501976534,-0.0002607172084980445,-0.08540111506903085,0.9320039782176834
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.0010324415055725797,8.603679213104831e-05,0.037418303121261556,0.9701787260623715
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.004564938089707592,-0.0003804115074756327,-0.1612466687998547,0.8720179537213297
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.003231417202372313,-0.0002692847668643594,-0.11539898181648803,0.9082134107669881
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.004640637327194587,0.0003867197772662156,0.13691259948023568,0.8912011650017353
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.010328995000437127,-0.0008607495833697605,-0.3221072244861138,0.7476188863634219
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0023441946887137917,-0.00019534955739281597,-0.07381956126161758,0.941208219161175
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.001497597506186014,0.00012479979218216783,0.053401563413917816,0.9574514494046171
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0036286736073440724,-0.0003023894672786727,-0.12740977999892195,0.8987109141784935
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0036151146200034388,-0.00030125955166695323,-0.1331781936468204,0.8941516600768504
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.006248002953876612,0.000520666912823051,0.17745301664760485,0.8592866108090449
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.010587542036367486,-0.0008822951696972905,-0.306566414024719,0.7594114630611459
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,-0.0023303698681960763,-0.0001941974890163397,-0.06978826666712291,0.9444142308813048
