Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.04170702878307127,0.18261254700093357,0.2283908168854249,-0.34223235511809286
Method1_Raw,Q2,0.03407379106575103,0.16672504298835694,0.20437116377370215,-0.422346103688706
Method1_Raw,Q3,0.07493817064485604,0.13969943022181036,0.5364243112936937,-0.2928738832683034
Method1_Raw,Q4,0.07893355336553659,0.1443736101594948,0.5467311739197753,-0.290700861221453
Method1_Raw,Q5,0.07240244740891387,0.12772100976216366,0.5668796977391461,-0.2325769750176624
Method2_PostMean,Q1,0.049135128946017986,0.18256576721731685,0.2691365949648713,-0.3419178813918954
Method2_PostMean,Q2,0.025272228949141388,0.1680601901352736,0.15037605829672976,-0.4385991497893693
Method2_PostMean,Q3,0.0811422888484909,0.1436027459321239,0.5650469169081493,-0.2637413126430017
Method2_PostMean,Q4,0.09170136344173066,0.14642662834471165,0.6262615241392503,-0.2873838147954572
Method2_PostMean,Q5,0.06774546312508609,0.12884037567022869,0.525809264158643,-0.23115949827477725
Method3_ProbQ5,Q1,0.0742699520660029,0.14058249204778556,0.5283015757094256,-0.20641954379511215
Method3_ProbQ5,Q2,0.02762214402849247,0.1761077422441425,0.15684798224372903,-0.3330080226840148
Method3_ProbQ5,Q3,0.06077656634125128,0.15120466376309455,0.4019490194857693,-0.335782575007285
Method3_ProbQ5,Q4,0.08253931121059195,0.15374584559962784,0.5368555546244415,-0.3112349330217431
Method3_ProbQ5,Q5,0.07142520337725657,0.12729158875369612,0.5611148707984259,-0.23034190798504967
