Year,n_obs,r2,adj_r2,coef_const,coef_CFO_t-1,coef_CFO_t,coef_dREV,coef_PPE,t_CFO_t-1,t_CFO_t,t_dREV,t_PPE,p_CFO_t-1,p_CFO_t,p_dREV,p_PPE
2009,356,0.02585609609986761,0.014754741069666677,-0.035438463476566,0.07896886195973413,-0.11167041589871882,0.0354797777695125,0.012766842944116848,1.0783301885882506,-1.5651703866815059,0.24230795295004576,0.9897633779059762,0.28088642942446795,0.11754296312133973,0.8085415518071808,0.32228978888140725
2010,372,0.037172017310970085,0.026677979352506598,0.01240863008519548,0.13477905734796922,-0.13853567516027765,0.03775552454806475,-0.00762995004902433,1.9304531257464594,-1.9294770583495566,1.4046537564126513,-0.9559682011767282,0.053550717821656116,0.05367166546659297,0.16012426312416383,0.3390883001649241
2011,386,0.021798204652152986,0.011528369530390714,0.015337782962824065,-0.0780984417405058,0.08836159921000467,0.013614015108124837,-0.04993722027496798,-0.5405499441122409,0.49065918569343503,0.635434583168182,-1.0496073322837953,0.5888178275001366,0.6236675180877509,0.5251450189234727,0.2938986845599293
2012,405,0.07325643803880277,0.06398900241919081,-0.02341081165210323,0.13533647582190567,-0.020764220967891482,0.06924261480590277,-0.007992470857692082,0.7033266216716371,-0.10955607345777074,1.16213859854407,-0.30824776584115177,0.4818522238625713,0.9127614491805162,0.24517917094703878,0.757893808852812
2013,434,0.03764352892774059,0.028670508218442192,-0.008474652806601937,0.10490578066869014,-0.11697520290392718,0.08889841400875495,0.01929272938341699,0.6834822706385603,-1.2223121829784267,1.8406914522320212,0.9868608540355377,0.49430214949107654,0.22158959385294885,0.06566678726732365,0.32371085713289105
2014,447,0.16308975952093008,0.15551591119080277,0.00797333157707519,0.409257033900837,-0.3722148928296597,0.11588704523457141,-0.027808641291518853,1.661345311693846,-1.8997855371956156,2.44226152954703,-2.319614749994009,0.09664411455375792,0.05746126966997467,0.014595568854543666,0.020361727214162243
2015,482,0.031892642556841766,0.023774341865494653,0.010197835961709934,0.10969017490928927,-0.0546300405853571,0.08399028504467752,-0.015624939123601583,0.3295284098940481,-0.22150547298701856,1.566013088754387,-1.0144789087628858,0.7417563239562713,0.8246988756090027,0.11734555299420896,0.3103542884605799
2016,509,0.20403755567913273,0.19772039342261793,-0.0165181507733848,0.5153888980533381,-0.3150889231164493,0.050042292325408105,0.0021183060919964976,2.6017544794930383,-1.7651335133423072,0.8915279038194469,0.10203931369669245,0.009274822533536353,0.07754132942313192,0.37264602865965757,0.918725470107372
2017,529,0.05653089522274524,0.049328840987804434,0.021823454268524146,0.20024970055994232,-0.19477939362872204,0.015388070749468567,-0.031859316918229554,2.1355161798122966,-2.3078310616329363,0.4130334262853136,-2.267278328304248,0.03271886999932131,0.021008534571838537,0.6795821238612931,0.02337322849420044
2018,547,0.03635542096707067,0.029243652856126623,0.00870741923175261,0.16749786817489287,-0.21734820454979292,0.017613887060239718,0.002631930866447426,0.7092646895509171,-1.2258608580813022,0.2299733181683978,0.2340873275472552,0.4781602363212817,0.22025104065537138,0.8181125030881763,0.8149171838026188
2019,571,0.010692155609281162,0.0037005807372618715,-0.010073832397239324,0.062560592641383,-0.006890328202536343,0.005049741356275533,-0.013625260617726658,0.45114475261384374,-0.05372928034050206,0.08422593672333094,-1.0399214160234214,0.6518852249593091,0.9571508541508185,0.9328767969297123,0.29837641179864405
2020,591,0.12653359812427112,0.12057137012511931,-0.020263168237989515,0.24650094312364623,-0.0657394601857191,0.022842154173458605,0.00428070477373588,0.6764499275827953,-0.3463525679439668,0.5327842106957749,0.25041276649225147,0.4987550270767922,0.729077766895082,0.5941829648991985,0.802268157827932
2021,617,0.05216323738730877,0.04596822586696436,0.03210072384821085,0.03936533738193332,-0.19218577736069192,0.05110840296848865,-0.011064244392049824,0.2251186129912507,-1.3951105355369309,1.630183231158475,-0.6781597524456694,0.8218870015166901,0.16298250962203376,0.10306277691952513,0.49767040826018294
2022,631,0.03330251331025824,0.02712553256463679,0.01618677398165356,-0.03708973338394139,-0.03719788026937177,0.09632109748420449,-0.0005577424145884868,-0.8740055648152787,-0.6311900990375625,3.306680784325844,-0.03942155056284742,0.382115223215318,0.527916234957888,0.0009440840903523996,0.9685542983979558
2023,630,0.05058095298428211,0.04450467108338152,0.006160243630467836,0.044232738551691284,-0.11465404701904343,0.06222658897973241,-0.01337201167360165,1.4284877173657573,-2.112994535370688,1.7484219815489717,-1.46987849563502,0.153151527444159,0.034601235606533574,0.08039098433763794,0.14159466469347365
2024,632,0.01774829397018829,0.011481935399025311,-0.0018303263811581924,0.09102469487890097,-0.07878360603423651,0.029794924185354545,0.004442394521249336,1.232481819882393,-0.5102217020101559,0.6394474267410465,0.5308437459097961,0.21776915370798333,0.6098961497496405,0.5225319043264873,0.5955270626972478
