FormationYear,Method,PortfolioNum,Portfolio,MethodLabel,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Method1_ObservedQuality,1,Q1,Observed Quality,63,501070.10000000003,-0.5379163118699314,-0.4439107043839606,-0.6003068327554661,0.012685258677921469,0.8023107379699408,0.16409678207257616
2010,Method1_ObservedQuality,2,Q2,Observed Quality,62,477072.39,0.03459740512129471,0.042178259453440246,-0.01392375556067851,0.0548346091418361,0.30521554003177526,0.13762187269074733
2010,Method1_ObservedQuality,3,Q3,Observed Quality,62,988980.02,0.14222386428949813,0.1403610785700458,0.10058810077578643,0.09621715079940281,0.11995760121573322,0.12341086261764503
2010,Method1_ObservedQuality,4,Q4,Observed Quality,62,689406.95,0.26763504026353463,0.2576066525673095,0.23556611006567355,0.2573154432594264,0.033043945788148114,0.10935631332820778
2010,Method1_ObservedQuality,5,Q5,Observed Quality,63,2103071.69,0.6704510193622414,0.6040649523306633,0.6146072173055398,0.7989818942067286,0.013898932466880847,0.15111592942254937
2010,Method2_LatentQuality,1,Q1,Latent Quality,63,685227.3400000001,-0.5370985240702669,-0.4447387291392954,-0.5945625844866363,0.008425069377346932,0.7999289589715673,0.15526442181418604
2010,Method2_LatentQuality,2,Q2,Latent Quality,62,295393.18,0.03378957875855142,0.043014129361392345,-0.01899812953907012,0.05796197979202789,0.3065950018042175,0.1454694098471085
2010,Method2_LatentQuality,3,Q3,Latent Quality,62,986501.99,0.14220071272677587,0.14036658865541776,0.09982557731972186,0.09741868218043996,0.1209983342319608,0.1245381431431964
2010,Method2_LatentQuality,4,Q4,Latent Quality,62,513559.02,0.26866523959091465,0.2534495692578046,0.22615898919850036,0.2596049233473401,0.04172091209321705,0.1266245632815586
2010,Method2_LatentQuality,5,Q5,Latent Quality,63,2278919.62,0.6694371724051373,0.6081560501908111,0.623865018793869,0.7967287550725913,0.005359695785701892,0.1341217786748073
2010,Method3_ConservativeQuality,1,Q1,Conservative Quality,63,469004.86,-0.529207320637894,-0.4335988174701479,-0.6053088167479386,0.02976437572120593,0.7880727150728639,0.1865180917004964
2010,Method3_ConservativeQuality,2,Q2,Conservative Quality,62,483486.16,0.03219561459564428,0.03782810830105238,-0.019790522259963,0.07005386049130616,0.35458406953957244,0.14659597023037393
2010,Method3_ConservativeQuality,3,Q3,Conservative Quality,62,504458.12,0.14949839208670757,0.1411519323429429,0.10779789738616462,0.11343055144320054,0.10518487774640113,0.12457885889927435
2010,Method3_ConservativeQuality,4,Q4,Conservative Quality,62,1021699.81,0.2579570413796848,0.24683537305383907,0.22932628317255885,0.21428677191949705,0.02339118688040214,0.09958324502631191
2010,Method3_ConservativeQuality,5,Q5,Conservative Quality,63,2280952.2,0.666471015748649,0.6078561728353203,0.6244282713438106,0.7923306057268253,0.0035898296162660335,0.1283314518231954
2010,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,62,498383.66000000003,-0.5459168381814536,-0.45053559833335943,-0.6088658338380575,0.012824329684896267,0.807182539858794,0.16495412200148724
2010,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,62,2098966.48,0.6755652571434015,0.6097018550130121,0.6221642402580921,0.8038020585827724,0.011440328075595689,0.14734295293907215
2011,Method1_ObservedQuality,1,Q1,Observed Quality,65,535274.47,-0.6651320626156536,-0.5516046561457694,-0.7255498397018059,0.04627209731304211,0.7538998946697741,0.15077275075530233
2011,Method1_ObservedQuality,2,Q2,Observed Quality,64,380291.48,0.05819580131910903,0.06431755441395114,0.011482784483045553,0.12116755301485778,0.34702706523325827,0.12803363194003664
2011,Method1_ObservedQuality,3,Q3,Observed Quality,65,646445.24,0.16369084887467747,0.16050687930358976,0.1253385604436274,0.1850869651677682,0.18977174267067165,0.1136759677171814
2011,Method1_ObservedQuality,4,Q4,Observed Quality,64,1497818.03,0.2784963967247076,0.26898968647806154,0.24799709767269174,0.33432076819252327,0.09091089355227912,0.10096699707807888
2011,Method1_ObservedQuality,5,Q5,Observed Quality,65,2678959.44,0.7730820381510342,0.7079057731826,0.721197904475067,0.7726695624255878,0.0378757890974795,0.1367596126027266
2011,Method2_LatentQuality,1,Q1,Latent Quality,65,545294.63,-0.6631472679747984,-0.5523369362717173,-0.7162980654727672,0.03588768335052517,0.751199983370419,0.13922457606746874
2011,Method2_LatentQuality,2,Q2,Latent Quality,64,370271.32,0.056179994261990496,0.06506127641686694,0.0020864512816781648,0.13171422344553904,0.34976916264666574,0.13976224685736766
2011,Method2_LatentQuality,3,Q3,Latent Quality,65,669636.04,0.16390662340488812,0.16033263467543854,0.12361285467822675,0.19361403131557287,0.1968419582792656,0.11768195087066304
2011,Method2_LatentQuality,4,Q4,Latent Quality,64,1555818.71,0.27945055279450615,0.26835409238196006,0.24711872635210688,0.32795939262098045,0.09095139094411146,0.10370799056956528
2011,Method2_LatentQuality,5,Q5,Latent Quality,65,2597767.96,0.7719267868751757,0.7087058335361434,0.7237884681561204,0.7704060045328408,0.03076569913385064,0.1300548050883968
2011,Method3_ConservativeQuality,1,Q1,Conservative Quality,65,488791.65,-0.6607256954923337,-0.5449823368377024,-0.7336404190235122,0.06483186250060012,0.748194354198354,0.17038283653993386
2011,Method3_ConservativeQuality,2,Q2,Conservative Quality,64,397158.06,0.05864509876066918,0.06181219551732214,0.01417655879713423,0.13162131981561048,0.37203852199698073,0.12613812631084437
2011,Method3_ConservativeQuality,3,Q3,Conservative Quality,65,502068.24000000005,0.16192248874174248,0.15779183263908686,0.12704139025439357,0.18502960792980802,0.19214021927616237,0.10938630573659305
2011,Method3_ConservativeQuality,4,Q4,Conservative Quality,64,1696132.27,0.28426272215879306,0.2676516366916217,0.24760405119086615,0.31663518200313845,0.08721469158943246,0.10903291728290418
2011,Method3_ConservativeQuality,5,Q5,Conservative Quality,65,2654638.44,0.7643240332523213,0.7077827798577498,0.7253203219665482,0.761287715104797,0.020225525159469574,0.11536370367806015
2011,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,64,535140.04,-0.6750890900978906,-0.5599719793935767,-0.7358339793317202,0.04571348149340199,0.7578192646629712,0.15113886760870462
2011,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,64,2603264.44,0.7795746847725935,0.7137415902618576,0.7276452885528178,0.7769222341694805,0.03679870623128248,0.1366569515720955
2012,Method1_ObservedQuality,1,Q1,Observed Quality,68,555169.86,-0.5854224991858419,-0.4714254692762256,-0.6480847499471262,0.009645561683976692,0.8465631412756838,0.13969660798024688
2012,Method1_ObservedQuality,2,Q2,Observed Quality,67,678040.76,0.05342148372392234,0.05804657892716234,0.0045849191066285695,0.04939805076488122,0.29070120638365016,0.11731395054760012
2012,Method1_ObservedQuality,3,Q3,Observed Quality,67,390199.69,0.16338115279749116,0.15826870914897412,0.12377392987217753,0.1084340095519127,0.11587800675900484,0.10822825615707236
2012,Method1_ObservedQuality,4,Q4,Observed Quality,67,509730.08,0.2772685364469602,0.26244433685592544,0.23437318078252103,0.3020242753736302,0.04297213533753583,0.1118112875793601
2012,Method1_ObservedQuality,5,Q5,Observed Quality,68,2684795.22,0.5866131410508617,0.5352033588260823,0.5360454920038878,0.8273805743895783,0.008963948283602469,0.12347619081953587
2012,Method2_LatentQuality,1,Q1,Latent Quality,68,553352.18,-0.5851620404090346,-0.47187289148875733,-0.6448076406905828,0.0069511324480989525,0.8450750208557636,0.1350804777776315
2012,Method2_LatentQuality,2,Q2,Latent Quality,67,673282.84,0.05316267136553237,0.058494296853587736,0.000775771810409667,0.05323008001585313,0.29331277820492074,0.12272683504534403
2012,Method2_LatentQuality,3,Q3,Latent Quality,67,367234.65,0.16413372041814922,0.15659396953086868,0.116244263185516,0.12050968221418364,0.1255467132553363,0.11973999537268552
2012,Method2_LatentQuality,4,Q4,Latent Quality,67,510061.56,0.2781509058388289,0.26244362352146355,0.23820965031882896,0.2930621392355146,0.03613168768068791,0.10870039744986887
2012,Method2_LatentQuality,5,Q5,Latent Quality,68,2714004.38,0.5849967947471842,0.5368604611379011,0.5401603985991146,0.8232315785234924,0.005092235552485514,0.1144817305792246
2012,Method3_ConservativeQuality,1,Q1,Conservative Quality,68,550130.04,-0.5778198390927438,-0.46169431393086835,-0.6580972632017963,0.02788423046699273,0.8237477390749844,0.16536827582478142
2012,Method3_ConservativeQuality,2,Q2,Conservative Quality,67,635798.72,0.05700818913284807,0.055877984196027713,0.0074632214800699846,0.067300257580072,0.33830598865842554,0.11910935247458715
2012,Method3_ConservativeQuality,3,Q3,Conservative Quality,67,307031.52999999997,0.1597377592007793,0.15170607932661545,0.12107269276547776,0.10986794572194146,0.11165388408092362,0.10521395718492277
2012,Method3_ConservativeQuality,4,Q4,Conservative Quality,67,693053.84,0.27150177380541185,0.2597250491222025,0.24015979164398907,0.26932073200774787,0.02679471778355514,0.0966328312074321
2012,Method3_ConservativeQuality,5,Q5,Conservative Quality,68,2631921.48,0.5847482928043137,0.5367543258813646,0.5401820302498808,0.8223127265698623,0.004976156118687043,0.11396073884184056
2012,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,67,554317.36,-0.5939925761093072,-0.47833359749250615,-0.6574100425982897,0.009789112280227991,0.8517330601161094,0.14085117790884036
2012,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,67,2681719.36,0.5902168803753121,0.5382126523843955,0.5392448515251047,0.8322341856619283,0.009069477989782117,0.12400569455277201
2013,Method1_ObservedQuality,1,Q1,Observed Quality,71,352310.49,-0.6098100105073614,-0.4950891423715639,-0.6813540577956347,0.015473800738640006,0.8420846723693052,0.13941579582722657
2013,Method1_ObservedQuality,2,Q2,Observed Quality,70,622446.8200000001,0.02938019936175508,0.03405450971833775,-0.016099000131424204,0.05105119379619848,0.33514988301780996,0.10460272103126984
2013,Method1_ObservedQuality,3,Q3,Observed Quality,70,413042.69,0.1236315916905404,0.11922752300909628,0.07946195163666145,0.10762859369792989,0.1518152040790294,0.10139200599750005
2013,Method1_ObservedQuality,4,Q4,Observed Quality,70,607721.02,0.23682295295883143,0.2236525631029024,0.19489362906979335,0.3002314894634425,0.06789575419449556,0.10201655377106425
