Year,Ticker,firm_idx,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws
2009,AAB.CO,2,0.08852658154797712,0.08386400782579678,0.02981804429929599,0.04881632326068092,0.1436124581303768,8000
2009,AAK.ST,3,0.09835356646348907,0.09122413827661024,0.042854479596715074,0.042265214645644436,0.1777363941171276,8000
2009,ABB.ST,4,0.05861576991204708,0.054564779996253615,0.0226223607494243,0.03013996398580485,0.1005887697706624,8000
2009,ACG1V.HE,9,0.09567063628003575,0.08828688443974364,0.03996606104738854,0.045493385484692755,0.17028935858722033,8000
2009,ACTI.ST,11,0.08707306402718268,0.07732561665797508,0.04476111036627099,0.034217948500303734,0.1734138661619944,8000
2009,ADDTb.ST,12,0.033427935948249714,0.028710671828561393,0.018568105365566343,0.014098854610024128,0.06839599450830917,8000
2009,AFAGR.HE,13,0.17705378386861714,0.170597173455331,0.0539576720813462,0.0999913142862166,0.2741986180516864,8000
2009,AFGA.OL,14,0.045708532072328216,0.04092145322376084,0.022950309665080076,0.01798854200240268,0.09002766650893006,8000
2009,AFK.OL,15,0.12517231765930403,0.11734302550030112,0.045812907333909574,0.06729520703800834,0.2123848402641067,8000
2009,AFRY.ST,16,0.05101691198095,0.047086081794238066,0.020520964056831976,0.02567138132233117,0.09028051613621392,8000
2009,AGATE.CO,17,0.13962862586911684,0.13054271983734972,0.05365504669525796,0.0706402663847935,0.24064204756170868,8000
2009,AGFEb.CO,18,0.1672672127001852,0.16219032507214126,0.04919721254366207,0.097233057224502,0.25713134841352464,8000
2009,AKAST.OL,19,0.0587448495596627,0.053510895794578045,0.025585025045751976,0.027285687202512888,0.10728883492990055,8000
2009,AKVA.OL,24,0.03220168366368084,0.027965722436228413,0.01829115901788365,0.011895660203448453,0.06669222727087414,8000
2009,ALFA.ST,25,0.04565621350802863,0.04142035847622488,0.019956757835878247,0.02208767646407947,0.08469094142214023,8000
2009,ALIVsdb.ST,28,0.021689089408394487,0.01973916343916728,0.009344259619944728,0.010565106538721307,0.03942907730245709,8000
2009,ALKb.CO,29,0.08119602101377153,0.06986029561348554,0.05060528698051884,0.021763234850049194,0.17785387440771663,8000
2009,AMBUb.CO,34,0.046623538182029876,0.03998616230140442,0.026009529443854013,0.019901024459576668,0.09569967916107744,8000
2009,ANODb.ST,37,0.08547436028824548,0.07840890674393627,0.036487391394698365,0.0402264235387701,0.15457418393987488,8000
2009,ANOT.ST,39,0.16722892204575387,0.16037064500201342,0.05453173854072147,0.09160092197935414,0.26731688400298353,8000
2009,AOJb.CO,40,0.10541220118328452,0.10099705224993821,0.03637989505596596,0.054772702316664625,0.17103215383514253,8000
2009,APETIT.HE,41,0.10881568667205986,0.10377604118716863,0.03655078331144207,0.0589165131982227,0.17747820192313002,8000
2009,AQ.ST,43,0.07706165699851088,0.07235322057379992,0.029096648457670175,0.03921518802955842,0.13231371363533412,8000
2009,ARRA.OL,48,0.10474914936057553,0.10021687412510863,0.03661779994337808,0.05479772616670568,0.17213043913935033,8000
2009,ASPO.HE,51,0.10737373909879404,0.10257644233192885,0.03507356827959446,0.058851199182690675,0.1715574185602058,8000
2009,ASSAb.ST,52,0.024914251629269638,0.021977477204631432,0.012755983707554186,0.010748451682282535,0.048829065974094116,8000
2009,ATCOa.ST,53,0.07254436684513459,0.0663624428340075,0.030305213269904596,0.0353834274480324,0.12943760021995807,8000
2009,ATEA.OL,54,0.04599388874459647,0.04099999767115038,0.022363580202353385,0.020557940111608258,0.08789769610605287,8000
2009,ATLA.CO,56,0.08960235552212635,0.0839554196233612,0.03326656921259552,0.045184509628096885,0.1533401501932787,8000
2009,ATRAV.HE,58,0.04433948211737919,0.040007875503441676,0.020602048664006105,0.021004993951906893,0.08140512214633501,8000
2009,ATRLJb.ST,59,0.0786877386290582,0.07105478667725493,0.03746161186082345,0.033026549656309474,0.15000057737676037,8000
2009,AUSS.OL,61,0.0915872297176044,0.08634601218450595,0.03189203562545726,0.04949364428832811,0.15044450405515905,8000
2009,AXFO.ST,63,0.09294887142774473,0.08792705430860467,0.0386760875820446,0.03990786116675287,0.16392962962280494,8000
2009,AZN.ST,64,0.031018486338934694,0.026922072625874878,0.018334922123437406,0.011140464781842515,0.06468666383941597,8000
2009,AZT.OL,65,0.0829775045410536,0.07558991443493784,0.03596925703595654,0.03981244848045762,0.1515824813440923,8000
2009,BAVA.CO,70,0.05982118184594073,0.05400603430648416,0.029543271506346135,0.024323514707598,0.11436321645070019,8000
2009,BEIAb.ST,72,0.06748183602002197,0.06303013439758158,0.0252282440291947,0.034860817196563774,0.11365208293396567,8000
2009,BEIJb.ST,73,0.10118650551375458,0.09568311539395827,0.034380606433303776,0.0557632137947075,0.16395141936096091,8000
2009,BERGb.ST,75,0.08264668614471377,0.07783284574853,0.029773686421722588,0.04361571591822163,0.1377942472631566,8000
2009,BETSb.ST,80,0.05921625746903182,0.05471624245883991,0.02419304862474443,0.02891952783050449,0.10492955471402568,8000
2009,BIF.CO,84,0.0819911305178122,0.07722395246723096,0.029428328838130728,0.043366728563813794,0.1374997934422915,8000
2009,BILIa.ST,85,0.05541361240333077,0.05136957467880576,0.02160718227574149,0.028731238833536194,0.0959044157343489,8000
2009,BILL.ST,86,0.04451403487860788,0.04021362700401654,0.021073615330522686,0.019890110100604232,0.08582581730161593,8000
2009,BINV.ST,87,0.272213242791456,0.26528368118560935,0.07208982552808743,0.16787582022280476,0.39753560054563697,8000
2009,BIOBV.HE,89,0.10441898931989083,0.09634231459631547,0.043107230997967004,0.04998364559623575,0.18654251494136037,8000
2009,BIOGb.ST,90,0.07780864315200309,0.07021219797310956,0.035715062355027846,0.03581843784460589,0.14416045749777856,8000
2009,BIOPOR.CO,91,0.16556421176089728,0.1562255315969784,0.061160034005539425,0.08335075400580615,0.2790513721034044,8000
2009,BITTI.HE,92,0.12434524732076357,0.12035651606537631,0.03500021834314591,0.07413274316764835,0.1883964853042474,8000
2009,BNOR.OL,94,0.10219862318168489,0.09533241202820211,0.04224342221689068,0.04546624275933051,0.18111320147817006,8000
2009,BO.CO,95,0.04715213255242162,0.04051734992812723,0.026576909449480008,0.019816393192701214,0.09771474842565638,8000
2009,BOL.ST,96,0.09954182197638536,0.09398852135996424,0.03578668981776734,0.05218194788081394,0.16495542564369445,8000
2009,BOLJ.ST,97,0.057756439912285844,0.05314692570614145,0.024594372549025603,0.027660380559976144,0.10473911719410613,8000
