Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method,SignalUsed,PortfolioNum,Portfolio
AAB.CO,2010,-0.5286506469500928,-0.3351436721490636,7.762563414148715e-05,0.0946106992541783,46.67,Method1_Raw,theta_obs,1,Q1
ABB.ST,2010,-1.3306413948688984,-1.1367185009751202,0.0,0.0576483500431102,244254.6,Method1_Raw,theta_obs,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-0.8438594150758231,2.0626389485300933e-11,0.0941731867998758,53.81,Method1_Raw,theta_obs,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.0576615292625588,0.0061320940798401,0.0821942645736799,5221.41,Method1_Raw,theta_obs,1,Q1
AFAGR.HE,2010,-0.1006441223832528,0.0378150403254982,0.1105589265107636,0.1748981095719403,4536.01,Method1_Raw,theta_obs,1,Q1
AGFEb.CO,2010,-0.8359167404783003,-0.2943823934364978,0.0050562078389426,0.1655879921593815,248.02,Method1_Raw,theta_obs,1,Q1
AKVA.OL,2010,-0.1317019950124689,-0.1202082454042037,6.0602634022188795e-12,0.0312519298468258,344.46,Method1_Raw,theta_obs,1,Q1
ANOT.ST,2010,-0.0553134162770425,0.0512958514423342,0.1149678367395083,0.165153209882022,407.83,Method1_Raw,theta_obs,1,Q1
APETIT.HE,2010,-0.0459806452746017,0.0165456508360358,0.0440983703200272,0.1066121119229621,820.01,Method1_Raw,theta_obs,1,Q1
ARRA.OL,2010,-0.1187142145880011,-0.0292144791608229,0.0277932958724451,0.1085317237351874,18.04,Method1_Raw,theta_obs,1,Q1
AZT.OL,2010,-0.6333605887162715,-0.4606048027794732,1.7739162971874833e-07,0.0794507979202956,120.55,Method1_Raw,theta_obs,1,Q1
BAVA.CO,2010,-0.2646515597335269,-0.2162998613882109,5.805805326497548e-07,0.0546798491414939,1272.1,Method1_Raw,theta_obs,1,Q1
BIOPOR.CO,2010,-0.5029103608847496,-0.1555005425379085,0.0204019021782309,0.161103088816923,331.14,Method1_Raw,theta_obs,1,Q1
BNOR.OL,2010,-0.077674076223329,-0.0446528648882556,0.0013338621287006,0.0630535475127404,3409.22,Method1_Raw,theta_obs,1,Q1
BO.CO,2010,-1.0411098383606978,-0.9251248624625398,0.0,0.0488243221268984,1924.6,Method1_Raw,theta_obs,1,Q1
BOREO.HE,2010,-0.0453757680794075,0.0198066463003902,0.0493720956235518,0.110362370024884,59.42,Method1_Raw,theta_obs,1,Q1
CARLb.CO,2010,-0.3373168662278126,-0.2925044400696918,2.4350277350038136e-10,0.0477379050956178,65590.11,Method1_Raw,theta_obs,1,Q1
CRADb.ST,2010,-0.4199834162520729,-0.0794060557289854,0.0506012870210245,0.1854930535848616,132.63,Method1_Raw,theta_obs,1,Q1
