Method,Method1_Raw,Method1_Raw,Method1_Raw,Method1_Raw,Method1_Raw,Method2_PostMean,Method2_PostMean,Method2_PostMean,Method2_PostMean,Method2_PostMean,Method3_ProbQ5,Method3_ProbQ5,Method3_ProbQ5,Method3_ProbQ5,Method3_ProbQ5
Portfolio,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5
Date,,,,,,,,,,,,,,,
2010-01-31,-0.0165882940982102,-0.0012395339203163118,0.0033424735392135704,0.040661375877342615,0.015202488600057946,-0.015395005001437723,-0.009299393735131388,0.020299379670386655,-0.0036504799422190626,0.02377568396448024,-0.010956022954671307,0.02920232035374605,-0.03803927505431948,0.03780365019647439,0.02371850160771451
2010-02-28,0.028110797818735732,-0.0490861987940138,-0.02068233930433483,-0.025666038603220188,-0.020507640063807765,0.004401871506543294,-0.05134387600442881,-0.01892796190621757,-0.030019911180774194,-0.02060531403544902,0.005436340799816501,-0.06032771795613849,-0.016725649958944225,-0.04311955142175599,-0.020746138143531493
2010-03-31,0.10407679799009205,0.11929340704144469,0.0542866183331214,0.09039475979923421,0.0630143900352105,0.12896809682593124,0.07072127840258446,0.04934480141100455,0.09833326899839775,0.06343505927396298,0.08765913266436447,0.08892826051460942,0.10222786704552417,0.08703122925160948,0.06362468042628028
2010-04-30,-0.07564276955257392,0.0932987270198287,0.04521926493654734,0.06429286000257815,0.006852458533800286,0.01735650484060078,-0.02218393064244266,0.04819029311070139,0.04182564693583998,0.017788753012494683,-0.006037884020838814,0.08034871228691891,0.07341580555107845,0.026595379148985767,0.017684864207737336
2010-05-31,-0.05438092753191139,-0.09401378016256383,-0.05790004798199212,-0.061084867495748825,-0.040833493070619106,-0.07443889757414708,-0.08629046062066521,-0.05625924275833905,-0.06774446042526307,-0.041441160124287155,-0.05558534325595965,-0.07035132035938653,-0.10585108906454706,-0.06857729796448496,-0.04147629803876593
2010-06-30,-0.002080665137393842,-0.006120764446631741,0.02966423788022778,0.011725781602445938,0.028224782611604958,0.01850327303703666,-0.057717829128708015,0.02051339464256622,-0.014789739915458318,0.03451850794821189,0.027432731737429585,0.008313902187155095,-0.049107055676193494,-0.04031406315643648,0.0346671240452468
2010-07-31,0.07697749900925147,0.05138918901787104,0.0460573962799689,-0.02094038948090457,0.021299632893372965,0.051042543013805286,0.10776000004867686,0.027487052979830923,0.05131875420849971,0.007994397107990448,0.07290390055530001,0.023391144315227836,0.040931628690023404,0.011534298386737881,0.007971904078857738
2010-08-31,-0.00895139337772922,-0.044814713180797196,-0.03683641593239216,-0.070033138748845,0.0018222881165514664,-0.025289596500548527,-0.04117610467952852,-0.03957703124055594,-0.043461573766054085,-0.009250201186757847,-0.015239763793735423,-0.05075604945381243,-0.06798404880132279,-0.05753789035752146,-0.009370574803823918
2010-09-30,0.028535150048208,0.1259761229133567,0.04136753249049268,0.07865047897696001,0.02934466351102541,0.07623458098640132,0.09004206729586546,0.052559290576003594,0.0759126601160599,0.029730006560272304,0.041027953458206874,0.08483294289581879,0.11589036416415555,0.12244213984667272,0.02967116983278647
2010-10-31,-0.018086472376973566,-0.019471154346975897,0.01886656681794112,0.024956183823101878,0.015528777047662569,-0.03515211012377224,0.01775607230247709,0.02087302478989161,0.04044357341968104,0.01264009328756383,-0.009835435857269944,0.008826845376407426,0.028298622737876068,0.03730595750630244,0.012743771528694277
2010-11-30,-0.030364789950647033,0.06556479200815807,-0.011851435065568674,0.02176292827631177,-0.0004440064090138877,0.03696355231862901,-0.018762157541055917,-0.0018922059989440524,0.015765837791314498,-0.0015449311307781355,-0.0007358757914926892,0.01893023868290288,0.03834339906464018,0.030656435183726374,-0.0015585372112776495
2010-12-31,0.0983285690238846,0.1158465541973138,0.04668181784037566,0.08767515461074149,0.04101951585869519,0.11541883928922375,0.09156472146010933,0.04468549073286267,0.08612752852779454,0.0445015040971512,0.07461318746897641,0.10137035140588162,0.08323782872998448,0.09655534686358402,0.04453662858167183
2011-01-31,0.004897179164475414,-0.006479942941168006,-0.011352023340932141,0.0019900520784754067,-0.023427252465017926,0.0059543465026620414,-0.008207414140533074,-0.009579357334253512,0.0013242793639331818,-0.023801068871725357,-0.005127467150210495,-0.02387094025856732,0.00691909578503492,0.006427314883256693,-0.02361425077686069
2011-02-28,0.01436700978173007,-0.02272879836974354,0.009379626257901886,0.0045682739192810795,0.010191050863060064,0.01405718151840448,-0.02330816903432021,0.009032822938722096,0.001835149782754591,0.011829458067795878,0.00750720925649938,-0.010064463375681468,0.02062719873007793,-0.0017759097954395682,0.010195800899907905
2011-03-31,-0.01903864535826414,0.0050864183984829624,0.019853051760610516,-0.00781919092472539,0.00592209638524101,-0.018136611203459902,0.0043852357332463945,0.025022217765701772,-0.008297244277131095,0.005312870730591325,-0.006226962417568944,0.0045774576318327416,0.030859696590355694,-0.012609406325091041,0.005919676910900201
2011-04-30,0.06108058855313936,-0.023291630004469502,-0.04765558942064799,0.033916211049020296,0.019855875289726117,0.05967258781829365,-0.02394549883272342,-0.047143606503976844,0.034064491513709515,0.018733746387826333,-0.000989002643476054,-0.007893442996882029,-0.02466913539661185,0.04721209106868872,0.019804337119556738
2011-05-31,-0.02409738892603753,-0.026521692207851222,-0.018313246775935387,-0.04460830577691397,-0.0030949166705568315,-0.02306754353142643,-0.02793873145594867,-0.032701210041679134,-0.037064479691797894,-0.003079632146198007,-0.007282879724628026,-0.04054244044076731,-0.09453152962393091,-0.030032278560956357,-0.002947247754795061
2011-06-30,-0.03992207878551223,-0.044728530083348164,-0.04749214662496331,-0.045029701790393374,-0.02254608772012428,-0.03935819322098966,-0.04551372682767114,-0.05221342534882787,-0.042755310132321186,-0.02247349735860527,-0.0370289295938583,-0.04417815783908943,-0.04963163473171621,-0.05105014157820262,-0.022207989655502587
2011-07-31,-0.06907362822060086,-0.034199565717564474,0.00727919410235046,-0.08364089066544335,-0.03321791793782169,-0.0681753901691244,-0.03427129145832218,-0.003685448875460376,-0.07893501124136383,-0.031473540908425066,-0.026585051683651745,-0.01585883941237048,-0.04240977632884662,-0.0988746620163726,-0.03313242676355924
2011-08-31,-0.1293417745778764,-0.12539169945451242,-0.0653425128000913,-0.09128121085609878,-0.07367326204441002,-0.13339711239723281,-0.1194929948235704,-0.05865591685702096,-0.09445610498675877,-0.07312453077796072,-0.09021604334131701,-0.11237765619032654,-0.1074207894765549,-0.09638249303612749,-0.07349832654163461
2011-09-30,-0.13384323057838154,-0.09247792510580899,-0.02940463448472236,-0.0663955832395586,-0.032154686000805524,-0.13242149364001626,-0.09320453342053608,-0.028369134163153193,-0.07268180273302409,-0.028668566365677488,-0.06195967702226437,-0.08166200931044507,-0.11345331128346689,-0.06930410064871684,-0.031815432723393204
2011-10-31,0.060219964036252446,0.09211289212315735,0.04264099228539541,0.0858681507036774,0.08682069475579005,0.059342047602191306,0.09368711167876292,0.040192980414947704,0.08623522697262351,0.08664563815984065,0.05512216376320295,0.08888108391599,0.08130776592068788,0.07956789822474544,0.08688226428520045
2011-11-30,0.02957563609064026,-0.030926656472452876,-0.008930905433586355,0.0037363272429356,0.01830547692910045,0.029059891266639805,-0.03190054914131872,-0.004913044729009893,-0.0012876670152728018,0.01955995998153146,0.016661969054531902,-0.04916699329010238,-0.03352879021991186,0.01215479774740995,0.01829949027848217
2011-12-31,0.00983944851733003,-0.0018054600183995016,0.006418232361034091,0.0017519071581868087,0.018368782054501914,0.009306756933810048,-0.0013008695675747544,0.008525816171465287,-0.0007434950700548183,0.01910400014696602,0.00695787383617431,0.01552584771328087,-0.0006530388878445281,-0.0024435585363228075,0.018595231025492986
2012-01-31,0.06426917730997272,0.03667710557842212,0.08801382610720526,0.06986775447239532,0.02551206244501889,0.06486725807523606,0.03519622493086744,0.0950043314299724,0.06652887644651014,0.025666401873601655,0.04197191155079329,0.08162799774438154,0.09365504198795092,0.0755621701774795,0.025681811606704
2012-02-29,0.0056695231528915025,0.05829037536728917,0.05147060593869092,0.07208460437038054,0.05359296329098341,0.006253866699880546,0.059025850945692564,0.04116501134013879,0.07716325154617328,0.05340357285432148,0.026786249417153386,0.042342904434847214,0.058573417730469,0.059767937403420464,0.05356776828177594
2012-03-31,0.0071306920244666285,-0.025759794142116234,-0.023398407170803083,-0.010764889937593267,-0.01483670237282282,0.007736404426367613,-0.0267409094237462,-0.03972584512377977,0.0010429716549543,-0.0151184624085799,-0.0009346498651525576,-0.030683484824426812,-0.013163511655781467,-0.026264446865112926,-0.014907938579024534
2012-04-30,-0.05172993821212975,-0.030962558900250105,0.0026305232213743824,-0.031977992173029976,0.005452943708681378,-0.05054166121772433,-0.03335534430008465,0.014202671808226614,-0.034827829530006404,0.005467349616676267,-0.04153285266188214,0.002151460234763122,-0.03302476071111891,-0.022769123905692527,0.005421763997359635
2012-05-31,-0.09661417374681738,-0.05980638462389967,-0.06219630464737222,-0.10208742625815956,-0.07591181556537369,-0.09788853020482581,-0.05863383318996715,-0.07059984296883312,-0.08884938340666304,-0.07596190609469955,-0.083223132142889,-0.0861739277539909,-0.055276515225015206,-0.10642542620194739,-0.07603794600497772
2012-06-30,0.022371106960804136,0.013466702092575247,0.02970016532757203,0.0032314856705999867,0.03699454538053214,0.021407303591149188,0.014545069271195378,0.038662502027484454,-0.00044444509559215704,0.037089845946599476,0.016424726108888038,0.009873489115688958,0.02293736218078103,0.019097651030288296,0.03708374643810885
2012-07-31,0.05291339055571885,0.011433804357610825,0.025532935110233194,0.0504860931713152,0.04550668910741812,0.05288084711929214,0.011281068652578755,0.030856827282301543,0.042715046980239646,0.04542389055338981,0.0468132764530946,0.0035716790285767437,0.022834251818869535,0.0374457882173148,0.04571128034194901
2012-08-31,0.008298722792806142,0.010324693217328148,0.014644150672537494,0.00962755512977948,-0.014868006534591983,0.00819699285945687,0.011442586054710397,0.004438973538384934,0.018377182320358905,-0.015006321096051082,0.010311988828766461,-0.010653491175984032,0.008628774963879895,0.026044111924015,-0.014891216957682798
2012-09-30,0.049113680405794814,0.02809803603778661,0.026525518168164702,0.04587123078079326,0.006064742758169759,0.04900179206234499,0.0272625745512673,0.0428998310839757,0.033129327483319024,0.005911026630375339,0.04039450211539801,0.038895147912552094,0.029234468096115247,0.04679754740702591,0.005921075073868017
2012-10-31,-0.015066837677949427,-0.04681261860482701,0.006864966136046997,0.0008541663201388805,-0.009980687994686504,-0.015231985009801434,-0.04782848863922838,0.00442807399116666,0.005380400465310356,-0.01020017355006431,-0.03091941848236013,-0.015810470581106028,0.013101647434248024,-0.00773681957911666,-0.01000083869288688
