PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
Q5,Method1_ObservedQuality,Observed Quality,0.09886820277478005,0.07934236166366943,0.12485964398114963,0.12523276890222962,0.6335591104402774,-0.25000886025688296,189
Q5,Method2_LatentQuality,Latent Quality,0.0963533809600273,0.07682753984891666,0.12649405553578758,0.12681231456933373,0.6058365870052135,-0.2338564414350286,189
Q5,Method3_ConservativeQuality,Conservative Quality,0.09996629784226278,0.08044045673115216,0.1248691007026578,0.12523150340895245,0.642334033701313,-0.24032726895518874,189
Q5,Method4_ProbabilisticQuality,Probabilistic Quality,0.09891469856083948,0.07938885744972884,0.12497290190117862,0.12534238936986983,0.6333759700037486,-0.25014880029975195,189
LongShort,Method1_ObservedQuality,Observed Quality,0.009553578072855225,0.009553578072855225,0.14050759844900565,0.14050759844900565,0.06799331977994415,-0.40166951732960987,189
LongShort,Method2_LatentQuality,Latent Quality,0.008632593316165857,0.008632593316165857,0.13312823170535135,0.13312823170535135,0.0648441972494017,-0.39543036534747367,189
LongShort,Method3_ConservativeQuality,Conservative Quality,0.015347868540968455,0.015347868540968455,0.14106571541464308,0.14106571541464308,0.10879942370019198,-0.39280718508576584,189
LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,0.013531480471499035,0.013531480471499035,0.1416393248853504,0.1416393248853504,0.09553477102811708,-0.40295024311879724,189
