PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Q5,CAPM,Method1_ObservedQuality,0.006892556839067968,0.0005743797365889973,0.41353140102638847,0.6796911667325811,0.8628839840323982,189
Q5,FF3,Method1_ObservedQuality,0.012603587327722753,0.001050298943976896,0.9707343944736408,0.3329480114932606,0.9044279569363455,189
Q5,FF3+MOM,Method1_ObservedQuality,0.007611687520102982,0.0006343072933419152,0.5857449747769384,0.5587646625712102,0.9047612690069378,189
Q5,FF5,Method1_ObservedQuality,-0.0011961757003337557,-9.96813083611463e-05,-0.09139046429820301,0.9272822988355263,0.9255329757591995,189
Q5,FF5+MOM,Method1_ObservedQuality,-0.002014927767361104,-0.000167910647280092,-0.16018449683534602,0.8729133870837966,0.9255423441092564,189
Q5,CAPM,Method2_LatentQuality,0.006224930990814469,0.0005187442492345391,0.3715155037778708,0.7106742102909931,0.8738963195145671,189
Q5,FF3,Method2_LatentQuality,0.011727156208632992,0.0009772630173860827,0.8981382309233162,0.37027926151714086,0.9126590879161054,189
Q5,FF3+MOM,Method2_LatentQuality,0.008195886465391747,0.0006829905387826456,0.6091782421952601,0.5431577229409505,0.9128259131333226,189
Q5,FF5,Method2_LatentQuality,-0.0013407657882109096,-0.00011173048235090912,-0.10168035325233295,0.9191217207260272,0.9308772553249536,189
Q5,FF5+MOM,Method2_LatentQuality,-0.0010926193737553632,-9.10516144796136e-05,-0.08609180836075353,0.9314880735647815,0.930878116031074,189
Q5,CAPM,Method3_ConservativeQuality,0.005094555645399946,0.0004245463037833288,0.3187426660539373,0.7502773906413318,0.8810441312115992,189
Q5,FF3,Method3_ConservativeQuality,0.010539061809497274,0.0008782551507914395,0.8663222501250105,0.3874356243353989,0.9189126736006155,189
Q5,FF3+MOM,Method3_ConservativeQuality,0.007206014482868349,0.0006005012069056957,0.5611501291594488,0.5753779513274435,0.9190589531213487,189
Q5,FF5,Method3_ConservativeQuality,-0.001986129888763494,-0.0001655108240636245,-0.16412791707991836,0.8698115798947388,0.9358857429663187,189
Q5,FF5+MOM,Method3_ConservativeQuality,-0.001580873484989053,-0.0001317394570824211,-0.13179156143458426,0.8952947404722351,0.9358880023985018,189
Q5,CAPM,Method4_ProbabilisticQuality,0.006992385349874043,0.0005826987791561702,0.4121437453639369,0.6807061309086144,0.8606380134061128,189
Q5,FF3,Method4_ProbabilisticQuality,0.012764548071904545,0.0010637123393253789,0.9672245311996764,0.3346945395551355,0.9029311405911503,189
Q5,FF3+MOM,Method4_ProbabilisticQuality,0.00778303911352384,0.0006485865927936533,0.5856026129070425,0.558860145138147,0.9032624635442118,189
Q5,FF5,Method4_ProbabilisticQuality,-0.001225620784630897,-0.00010213506538590807,-0.09236569935036038,0.9265085268344047,0.9244419106998796,189
Q5,FF5+MOM,Method4_ProbabilisticQuality,-0.0020049840843476786,-0.0001670820070289732,-0.15703227888417823,0.8753934759455948,0.9244503839214679,189
