PortfolioStrategy,FactorModel,Method1_ObservedQuality_alpha_annualized,Method2_LatentQuality_alpha_annualized,Method3_ConservativeQuality_alpha_annualized,Method4_ProbabilisticQuality_alpha_annualized,Method1_ObservedQuality_p_value,Method2_LatentQuality_p_value,Method3_ConservativeQuality_p_value,Method4_ProbabilisticQuality_p_value,Method1_ObservedQuality_t_stat,Method2_LatentQuality_t_stat,Method3_ConservativeQuality_t_stat,Method4_ProbabilisticQuality_t_stat,Method2_LatentQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method3_ConservativeQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_alpha_difference_annualized,Method2_LatentQuality_minus_Method1_ObservedQuality_p_value,Method3_ConservativeQuality_minus_Method1_ObservedQuality_p_value,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_p_value,Method2_LatentQuality_minus_Method1_ObservedQuality_t_stat,Method3_ConservativeQuality_minus_Method1_ObservedQuality_t_stat,Method4_ProbabilisticQuality_minus_Method1_ObservedQuality_t_stat
LongShort,CAPM,0.03256538616230108,0.028536252071584965,0.03724167507325266,0.0357295464189508,0.458418988296446,0.49066786030078235,0.404668512823505,0.4240687391406768,0.7429918473632814,0.690608582335404,0.8352042596683055,0.801137591475643,-0.004029134090716032,0.004676288910951698,0.0031641602566498117,0.9466372170336761,0.9402223222794783,0.9595733681698113,-0.06697522271567405,0.07504086132770012,0.05072294879706259
LongShort,FF3,0.04957547255367015,0.04456584554910943,0.05400543413476537,0.052686297216306216,0.16691531944347826,0.19420732815537334,0.1419693252762091,0.14907478884612857,1.3876416577532034,1.3029615576980302,1.4747879364909713,1.4488412385916236,-0.005009627004563175,0.00442996158109326,0.0031108246626339875,0.9193987007016684,0.9308063946232532,0.9512621446201446,-0.10126027356187141,0.08688944212436248,0.06116334626641427
LongShort,FF3+MOM,0.0016748088900966401,0.0033281432381203364,0.0027641366033550416,0.003651252066457087,0.9687841373742574,0.9348550918825449,0.9499827711626698,0.9332675108279027,0.039186555637572174,0.08184983629982669,0.06281403650893248,0.08384916669939994,0.001653334348025259,0.0010893277132577716,0.0019764431763597823,0.9780147097084828,0.9862084177479922,0.9746890268668462,0.02757670487063039,0.017297796568458205,0.03174950619337712
LongShort,FF5,-0.02939203457761891,-0.03159623904180809,-0.02697092510816433,-0.027139426703241723,0.43748681445965687,0.3464341481438584,0.4845585401345802,0.47462960684746536,-0.7781477790988294,-0.943961041113063,-0.7004136519606302,-0.71644551081729,-0.002204204464189334,0.0024211094694547575,0.0022526078743769704,0.9650631474399587,0.9641646352929567,0.9665113819648541,-0.04383083892951683,0.04495884050754415,0.04201282719270402
LongShort,FF5+MOM,-0.035945750983201075,-0.03283264563512461,-0.03639093069125221,-0.03456624875061499,0.37440654047014643,0.36733003544781884,0.375300548037663,0.3955972804345773,-0.8904375543226901,-0.9037360090303185,-0.8887687081966672,-0.8515241339846418,0.003113105348074241,-0.0004451797080535433,0.0013795022325837208,0.9543391031703845,0.9938124796194285,0.9807617183560591,0.057298188510857495,-0.007760312867009894,0.02413052422380484
Q5,CAPM,0.01034677014248909,0.004664138055081038,0.010455446286385596,0.010542560545505609,0.5497304838613246,0.781894947003253,0.5398474946281806,0.5499621815742513,0.5992515178131257,0.2772492809960729,0.6141729909537829,0.5989033114180529,-0.005682632087408185,0.00010867614389648006,0.0001957904030165658,0.8136795187886379,0.9964251313466543,0.9936691615752318,-0.23584825693041556,0.004483444422653698,0.007939918542703286
Q5,FF3,0.01882710445010905,0.012921506496319343,0.018672617886808154,0.019110645123129006,0.19368552454320853,0.3350164161657272,0.19158045064749296,0.19488423121955667,1.3044945546084588,0.966578980531552,1.310710249675239,1.300977431251003,-0.005905597953825503,-0.00015448656333628963,0.00028354067298468066,0.7645980166936495,0.9939393929503597,0.9890413208087017,-0.29966887059747954,-0.007601051941651808,0.013744384756934406
Q5,FF3+MOM,0.006092950693823283,0.0032352572892013765,0.005469297817418234,0.006182653154852187,0.6496515004483339,0.8087872542499097,0.6850812883948301,0.6514546674602091,0.4549918257509806,0.24233918746543856,0.4061814345251294,0.4524821964635398,-0.0028576934046215113,-0.0006236528764050897,8.970246102842083e-05,0.8824263614694756,0.9743679031371584,0.9962649771258694,-0.14799678564765437,-0.03215245479923604,0.004684355359802521
Q5,FF5,0.0012856738818669868,-0.0035709725696422053,0.001325595299055436,0.0013410335585771409,0.9294688209579554,0.7829266327497071,0.9258845709507899,0.9274084722881777,0.08863511784346706,-0.2759124572670378,0.09315217571886411,0.09123144802149667,-0.004856646451510002,3.992141718783815e-05,5.535967670948494e-05,0.801798369192209,0.9984258880629433,0.9978622247605682,-0.251202702982705,0.0019742060687506827,0.0026811378995245426
Q5,FF5+MOM,-0.0031995460273257217,-0.005807442406765935,-0.003918023286966514,-0.0032610309097563686,0.8173995429456362,0.6507391143242021,0.7723447660627261,0.8162743360116913,-0.23122526772356494,-0.45348591766682594,-0.28974027016717707,-0.23267615660475446,-0.0026078963794424065,-0.0007184772596429967,-6.14848824326969e-05,0.890448948838154,0.9704992747957153,0.997511981477148,-0.13783257842316413,-0.037007547445026635,-0.0031204162674715106
