FormationYear,Method,PortfolioNum,Portfolio,MethodLabel,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Method1_ObservedQuality,1,Q1,Observed Quality,63,501070.10000000003,-0.5379163118699314,-0.47303961235146075,-0.5724802931485761,0.006794060335243628,0.8211350596136099,0.16409678207257616
2010,Method1_ObservedQuality,2,Q2,Observed Quality,62,477072.39,0.03459740512129471,0.039758152014323006,0.008032541364411274,0.03757417090013524,0.28008883332328405,0.13762187269074733
2010,Method1_ObservedQuality,3,Q3,Observed Quality,62,988980.02,0.14222386428949813,0.14097901367586932,0.11921866118193794,0.07162263748536403,0.09209542818936249,0.12341086261764503
2010,Method1_ObservedQuality,4,Q4,Observed Quality,62,689406.95,0.26763504026353463,0.26088691942433906,0.25039514322086476,0.2269165870439736,0.019484516645866822,0.10935631332820778
2010,Method1_ObservedQuality,5,Q5,Observed Quality,63,2103071.69,0.6704510193622414,0.6239325365067863,0.6390769068671245,0.8153948347077492,0.009354832843555828,0.15111592942254937
2010,Method2_LatentQuality,1,Q1,Latent Quality,63,685333.28,-0.5373414105517287,-0.4733970800868572,-0.5696841132036226,0.0045754656203474105,0.8193739890861518,0.15722914857309478
2010,Method2_LatentQuality,2,Q2,Latent Quality,62,292809.21,0.034013231201185545,0.040121385358354855,0.005191261742926214,0.039828549400755586,0.28187830821408827,0.1446002744724784
2010,Method2_LatentQuality,3,Q3,Latent Quality,62,988980.02,0.14222386428949813,0.14097901367586932,0.11921866118193794,0.07162263748536403,0.09209542818936249,0.12341086261764503
2010,Method2_LatentQuality,4,Q4,Latent Quality,62,514646.48,0.2683088598469876,0.25800693526636953,0.2453281177424516,0.228603589445713,0.02591590187210258,0.12481975158139372
2010,Method2_LatentQuality,5,Q5,Latent Quality,63,2277832.16,0.6697878953277321,0.6267668066305023,0.6440635033696899,0.8137346101219105,0.0030255330971015906,0.13589794257020768
2010,Method3_ConservativeQuality,1,Q1,Conservative Quality,63,473612.67000000004,-0.5349353731443613,-0.46960847303417264,-0.573540148589226,0.013111151946297953,0.8174941420833942,0.17479303033566504
2010,Method3_ConservativeQuality,2,Q2,Conservative Quality,62,490036.34,0.03397110901334683,0.03865971866043525,0.0043975830295119355,0.048048979648580396,0.3061753213607674,0.14785194089940154
2010,Method3_ConservativeQuality,3,Q3,Conservative Quality,62,873066.1100000001,0.14152611010533805,0.1396241664099638,0.1235826179555052,0.06419159556863542,0.0741043877831011,0.10893167604882065
2010,Method3_ConservativeQuality,4,Q4,Conservative Quality,62,643966.41,0.2669602715005885,0.2569758219908059,0.24547663471076336,0.22019690989548293,0.02198739168200824,0.12000491324536429
2010,Method3_ConservativeQuality,5,Q5,Conservative Quality,63,2278919.62,0.6694371724051373,0.6267647533689623,0.6442597722193439,0.8126953056306631,0.0025656550503345248,0.1341217786748073
2010,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,62,498383.66000000003,-0.5459168381814536,-0.4800855938192775,-0.5808042319971395,0.006892904652672617,0.8263095920221086,0.16495412200148724
2010,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,62,2098966.48,0.6755652571434015,0.6294955610284755,0.6456979687521988,0.8204794483335012,0.0072979814237129955,0.14734295293907215
2011,Method1_ObservedQuality,1,Q1,Observed Quality,65,535274.47,-0.6651320626156536,-0.5865496747139565,-0.6986737125839084,0.03132109452714005,0.7751949661290887,0.15077275075530233
2011,Method1_ObservedQuality,2,Q2,Observed Quality,64,380291.48,0.05819580131910903,0.0625109209107558,0.032115355511709305,0.09292404948109735,0.32195046103930586,0.12803363194003664
2011,Method1_ObservedQuality,3,Q3,Observed Quality,65,646445.24,0.16369084887467747,0.1615280938612789,0.14288670460530772,0.15144957737824008,0.1570567779794268,0.1136759677171814
2011,Method1_ObservedQuality,4,Q4,Observed Quality,64,1497818.03,0.2784963967247076,0.27212235363568893,0.26215851849002014,0.30742842668888376,0.06381342991066602,0.10096699707807888
2011,Method1_ObservedQuality,5,Q5,Observed Quality,65,2678959.44,0.7730820381510342,0.7280910216707026,0.7441837535875478,0.7930972459128613,0.0256598654669795,0.1367596126027266
2011,Method2_LatentQuality,1,Q1,Latent Quality,65,541600.73,-0.6644306404348128,-0.586833665132279,-0.6956021907783435,0.02560530726537474,0.7740535638470414,0.14427367012943257
2011,Method2_LatentQuality,2,Q2,Latent Quality,64,373965.22,0.05748341941669264,0.0627993486793646,0.028995841177932392,0.09872914591882774,0.32310969773201004,0.13463426070068563
2011,Method2_LatentQuality,3,Q3,Latent Quality,65,650549.0900000001,0.1637225874259219,0.16146889791949273,0.14254258937808645,0.15464580594099236,0.15969118991108688,0.11510869134572517
2011,Method2_LatentQuality,4,Q4,Latent Quality,64,1569391.14,0.2788384348388137,0.2718885088797832,0.2618080736755961,0.30481764600151806,0.06437089466738403,0.10294047101025774
2011,Method2_LatentQuality,5,Q5,Latent Quality,65,2603282.48,0.772713523610516,0.7283804647567651,0.7448729221705097,0.792471632180746,0.02247656515947399,0.13338377617942213
2011,Method3_ConservativeQuality,1,Q1,Conservative Quality,65,488591.45,-0.6612688750201007,-0.5810645751789648,-0.702196720535589,0.047365374845256415,0.7694022377336,0.16943261504126367
2011,Method3_ConservativeQuality,2,Q2,Conservative Quality,64,407382.02999999997,0.056746544668469366,0.05913404601715157,0.03395467259744018,0.09501305516215125,0.34389048819311985,0.12190477679064116
2011,Method3_ConservativeQuality,3,Q3,Conservative Quality,65,695462.0700000001,0.16282033166315507,0.1601211015374897,0.1434633140701514,0.15166810837539904,0.15424010797507126,0.11020160924503056
2011,Method3_ConservativeQuality,4,Q4,Conservative Quality,64,1549585.15,0.27807952459361,0.27114416871687813,0.26236022830177064,0.2915933199693544,0.056288239062681475,0.0984826430170643
2011,Method3_ConservativeQuality,5,Q5,Conservative Quality,65,2597767.96,0.7719267868751757,0.7283009733517242,0.7451205255907107,0.7903690571585464,0.020076194273391582,0.1300548050883968
2011,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,64,535140.04,-0.6750890900978906,-0.5954005208014089,-0.7088287704044344,0.03108437420195928,0.7794371592386166,0.15113886760870462
2011,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,64,2603264.44,0.7795746847725935,0.7341212302906313,0.7506322684162909,0.7976675182373046,0.025009298460619174,0.1366569515720955
2012,Method1_ObservedQuality,1,Q1,Observed Quality,68,555169.86,-0.5854224991858419,-0.5024159734981697,-0.6205967601331726,0.0052777146282196145,0.8638336394346492,0.13969660798024688
2012,Method1_ObservedQuality,2,Q2,Observed Quality,67,678040.76,0.05342148372392234,0.05667452627880228,0.026094741429805397,0.034281330365883704,0.262483916378614,0.11731395054760012
2012,Method1_ObservedQuality,3,Q3,Observed Quality,67,390199.69,0.16338115279749116,0.15992937762591364,0.14202294739842208,0.0785741625193978,0.08641828670480076,0.10822825615707236
2012,Method1_ObservedQuality,4,Q4,Observed Quality,67,509730.08,0.2772685364469602,0.2671167932912559,0.2536512242588293,0.2736629059814561,0.02816855212091441,0.1118112875793601
2012,Method1_ObservedQuality,5,Q5,Observed Quality,68,2684795.22,0.5866131410508617,0.5508640413172841,0.558428037407324,0.8478539193828172,0.005373388194681697,0.12347619081953587
2012,Method2_LatentQuality,1,Q1,Latent Quality,68,553352.18,-0.5851620404090346,-0.5026623206878852,-0.6186065783143511,0.003295619040236891,0.8620317678229332,0.1350804777776315
2012,Method2_LatentQuality,2,Q2,Latent Quality,67,680757.41,0.053159528327760684,0.056921880235637726,0.023910834554373584,0.03684428101409048,0.264951741773903,0.12242475671741017
2012,Method2_LatentQuality,3,Q3,Latent Quality,67,256301.2,0.16405791284910567,0.1588001330480114,0.13767840085316171,0.09024888115548038,0.09526766296625569,0.11930557777493707
2012,Method2_LatentQuality,4,Q4,Latent Quality,67,613510.55,0.27791679564601723,0.2674049362824592,0.256493462359283,0.26516276108207043,0.0211829700213838,0.10811197307668399
2012,Method2_LatentQuality,5,Q5,Latent Quality,68,2714014.27,0.5853052517115225,0.551695404554071,0.5600698618599141,0.8441828659444978,0.0029073405367904554,0.11578716675604964
2012,Method3_ConservativeQuality,1,Q1,Conservative Quality,68,555530.86,-0.5826524710892214,-0.49854600519106024,-0.6248498722824104,0.014920771555482982,0.8587711926998476,0.1552179343347942
2012,Method3_ConservativeQuality,2,Q2,Conservative Quality,67,679624.5800000001,0.053082652019005576,0.054653476696851486,0.028945074173121865,0.03671320844560104,0.27762978122702203,0.1112205085106544
2012,Method3_ConservativeQuality,3,Q3,Conservative Quality,67,243386.95,0.16307340440237586,0.15761428234320707,0.1387063756475723,0.08769448771839163,0.08938960226500522,0.11460143590002486
2012,Method3_ConservativeQuality,4,Q4,Conservative Quality,67,625388.84,0.2767442156228111,0.26672148567700127,0.25665931726463126,0.25734764472080074,0.017944322896538172,0.10490726784696448
2012,Method3_ConservativeQuality,5,Q5,Conservative Quality,68,2714004.38,0.5849967947471842,0.5516559453055732,0.5601766757641502,0.8429038754671754,0.002658956556779865,0.1144817305792246
2012,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,67,554317.36,-0.5939925761093072,-0.5097726114580902,-0.6295989710605646,0.0053564799106586205,0.8692607421227979,0.14085117790884036
2012,Method4_ProbabilisticQuality,5,Q5,Probabilistic Quality,67,2681719.36,0.5902168803753121,0.5540465874746928,0.5617933134572969,0.8530061019765027,0.0054503178272263895,0.12400569455277201
2013,Method1_ObservedQuality,1,Q1,Observed Quality,71,352310.49,-0.6098100105073614,-0.5273894356962096,-0.6502766549465653,0.009224599049947126,0.8601773178881176,0.13941579582722657
2013,Method1_ObservedQuality,2,Q2,Observed Quality,70,622446.8200000001,0.02938019936175508,0.03260965701992242,0.004468989758502771,0.03325929123257587,0.3123054327402911,0.10460272103126984
2013,Method1_ObservedQuality,3,Q3,Observed Quality,70,413042.69,0.1236315916905404,0.12063909898607815,0.09909272007676063,0.08176498662810697,0.12029049047950657,0.10139200599750005
2013,Method1_ObservedQuality,4,Q4,Observed Quality,70,607721.02,0.23682295295883143,0.22794948166897153,0.21416147719724232,0.26926180239286224,0.046118732528013455,0.10201655377106425
2013,Method1_ObservedQuality,5,Q5,Observed Quality,70,3099639.09,0.5837856338416234,0.5419010735373923,0.5574128973075639,0.8495159044626506,0.005897077211144063,0.10786799941943792
2013,Method2_LatentQuality,1,Q1,Latent Quality,71,351852.92,-0.6097023657731447,-0.5275150078650723,-0.6492220944931967,0.007765339684784319,0.8599320381710873,0.13735689468811682
2013,Method2_LatentQuality,2,Q2,Latent Quality,70,620457.2000000001,0.029286676472535782,0.032701209980740754,0.0006448385918515631,0.038880979827057925,0.3183695843079404,0.11264626033179073
2013,Method2_LatentQuality,3,Q3,Latent Quality,70,421317.58999999997,0.12376263088389844,0.12066459477467809,0.10142580385916065,0.08068632013424569,0.11672691204619327,0.09688904669750047
2013,Method2_LatentQuality,4,Q4,Latent Quality,70,527850.96,0.23865995960097883,0.22756871169949774,0.21351013454112314,0.2699545563196513,0.04686549074421159,0.10754187714387249
2013,Method2_LatentQuality,5,Q5,Latent Quality,70,3173681.44,0.5818019283792032,0.5422921608144373,0.5584856817452318,0.8457602343627629,0.002898529573597815,0.10089041005863396
2013,Method3_ConservativeQuality,1,Q1,Conservative Quality,71,334122.33999999997,-0.6065260797365585,-0.5232972092504928,-0.6545228078108883,0.020939803677727152,0.8492141130006029,0.15558751551816608
2013,Method3_ConservativeQuality,2,Q2,Conservative Quality,70,632467.0900000001,0.028052845072248134,0.02991917040919196,0.0018199560807287717,0.041701753003592516,0.34950836046672407,0.10870975593351322
2013,Method3_ConservativeQuality,3,Q3,Conservative Quality,70,394801.77999999997,0.12413202509625419,0.11993285948043941,0.10304939290414421,0.08516552385164115,0.10995985976902552,0.09415138339553356
2013,Method3_ConservativeQuality,4,Q4,Conservative Quality,70,575409.28,0.23707543255586203,0.22700105745699878,0.21607424277265339,0.25119476016506476,0.03414138939854039,0.0977159308076439
2013,Method3_ConservativeQuality,5,Q5,Conservative Quality,70,3158359.62,0.5810292310608572,0.5420955370422215,0.5584993047734994,0.8438573830020061,0.0021219454248586535,0.09889946582462845
2013,Method4_ProbabilisticQuality,1,Q1,Probabilistic Quality,70,345921.77,-0.6182166733066811,-0.5346741876714012,-0.659020417295882,0.009302749169887778,0.8653227081436621,0.1400544380642255
