Ticker,FormationYear,theta_obs,theta_post_mean,theta_conservative,p_q5,p_q1,sigma_acc,MarketCap,Method1_ObservedQuality_PortfolioNum,Method1_ObservedQuality_Portfolio,Method2_LatentQuality_PortfolioNum,Method2_LatentQuality_Portfolio,Method3_ConservativeQuality_PortfolioNum,Method3_ConservativeQuality_Portfolio,Method4_ProbabilisticQuality_PortfolioNum,Method4_ProbabilisticQuality_Portfolio
AAB.CO,2010,-0.5286506469500928,-0.4851839757405704,-0.5421551930363455,7.591641648652114e-08,0.9981255847221596,0.153863723090073,46.67,1,Q1,1,Q1,1,Q1,1,Q1
AAK.ST,2010,0.452191260105529,0.4250071775411316,0.4360634418844502,0.7050939042447367,0.0035605517985777,0.1693402362974249,5195.33,5,Q5,5,Q5,5,Q5,5,Q5
ABB.ST,2010,-1.3306413948688984,-1.287010633355234,-1.3366772276678585,0.0,1.0,0.1008644706241507,244254.6,1,Q1,1,Q1,1,Q1,1,Q1
ACG1V.HE,2010,-1.2423343224530168,-1.136996486980443,-1.2578546511524715,0.0,0.9999999999869632,0.1658465973293492,53.81,1,Q1,1,Q1,1,Q1,1,Q1
ACTI.ST,2010,-0.1178012186332962,-0.1029320968191602,-0.1305707443380642,0.0019639230366699,0.6791762845620908,0.149323953856049,5221.41,1,Q1,1,Q1,1,Q1,1,Q1
ADDTb.ST,2010,0.4013059207623751,0.3984284454868981,0.3992952656389717,0.7708717911679236,4.054756530535997e-12,0.0576206627662323,1193.13,5,Q5,5,Q5,5,Q5,5,Q5
AFAGR.HE,2010,-0.1006441223832528,-0.0533553667039856,-0.1444853396630278,0.0668426626226332,0.5770997948059142,0.3029622104533748,4536.01,1,Q1,1,Q1,1,Q1,1,Q1
AFGA.OL,2010,0.3347653090225401,0.3306865107206585,0.331051943857913,0.4169585863207078,9.548633928546655e-06,0.0786445860689503,2107.01,4,Q4,4,Q4,4,Q4,,
AFK.OL,2010,0.056797323631971,0.0639949716016066,0.0320996069608396,0.0959429062395959,0.3321431053382458,0.2146174259902784,2736.16,2,Q2,2,Q2,2,Q2,,
AFRY.ST,2010,0.2271955287605978,0.2245742918561068,0.2225194358007198,0.101121126090677,0.0032500470343374,0.088469634476213,2566.5,4,Q4,4,Q4,4,Q4,,
AGATE.CO,2010,0.0901279155578415,0.0938585521166914,0.0602294202260678,0.1462307055667786,0.2988133985825187,0.2397181706847722,726.11,2,Q2,2,Q2,2,Q2,,
AGFEb.CO,2010,-0.8359167404783003,-0.6438071662701494,-0.8763183332626325,2.1282559647173294e-05,0.9968660063755668,0.2876837514086129,248.02,1,Q1,1,Q1,1,Q1,1,Q1
AKAST.OL,2010,0.3014359311629946,0.2956934073300791,0.295272859969589,0.3240207509097109,0.0012441269945056,0.1019555093019951,4308.16,4,Q4,4,Q4,4,Q4,,
AKVA.OL,2010,-0.1317019950124689,-0.1294222509292148,-0.1335495479092896,2.997602166487923e-15,0.9260892068133808,0.055211441592982,344.46,1,Q1,1,Q1,1,Q1,1,Q1
ALFA.ST,2010,0.442248977475661,0.4360406114008477,0.4384537350142194,0.841266522912034,2.7259081603059343e-08,0.0795234773647992,33806.22,5,Q5,5,Q5,5,Q5,5,Q5
ALKb.CO,2010,0.2651136606835459,0.2569834292258293,0.2542755484957645,0.2790672792325525,0.0206974155248188,0.1368643589282804,4193.19,4,Q4,4,Q4,4,Q4,,
AMBUb.CO,2010,0.296143174760671,0.2925326387300642,0.2921549523238718,0.2658399830727892,0.0001068994997259,0.0815603289737617,1268.2,4,Q4,4,Q4,4,Q4,,
ANODb.ST,2010,0.1014981890023048,0.1023509864809283,0.0889432697439384,0.0600492067149982,0.1881526396949591,0.1479790737337817,435.05,3,Q3,3,Q3,3,Q3,,
ANOT.ST,2010,-0.0553134162770425,-0.0207974047379211,-0.0958259566270821,0.0801138806382575,0.5185423100167137,0.2881786710308343,407.83,1,Q1,2,Q2,1,Q1,1,Q1
AOJb.CO,2010,0.8479012879513235,0.7800865844344375,0.8293933634397496,0.994059233780791,3.0265175858801285e-06,0.1825914310464645,283.52,5,Q5,5,Q5,5,Q5,5,Q5
APETIT.HE,2010,-0.0459806452746017,-0.0304174790526348,-0.0653060999673352,0.0234719141591562,0.5083261637294717,0.1870022110149839,820.01,1,Q1,1,Q1,1,Q1,1,Q1
AQ.ST,2010,0.1390188392970034,0.1377960233877449,0.1288012798987807,0.0712982639681368,0.1079467979809171,0.1326709802843239,672.99,3,Q3,3,Q3,3,Q3,,
ARRA.OL,2010,-0.1187142145880011,-0.0977124873146918,-0.1366799579072138,0.0074243600592122,0.6543441431406499,0.1796289780537302,18.04,1,Q1,1,Q1,1,Q1,1,Q1
ASPO.HE,2010,0.0557998702328599,0.0614430283449608,0.0367619645550678,0.0679278336449278,0.3123067164750425,0.1854582445689735,1142.93,2,Q2,2,Q2,2,Q2,,
ASSAb.ST,2010,0.2857785758439517,0.2848127556265485,0.2846469452254442,0.082672182489437,8.090195180443516e-12,0.0431320256350031,38660.27,4,Q4,4,Q4,4,Q4,,
ATCOa.ST,2010,0.4152508100352901,0.401711496564427,0.4062296393167994,0.6742742930740901,0.0004355393992063,0.1242708313300114,70074.61,5,Q5,5,Q5,5,Q5,5,Q5
ATEA.OL,2010,0.0809811589050835,0.0816213970816051,0.0772263278727252,0.0010563688491291,0.0828535396315983,0.0790908200038099,4322.57,2,Q2,2,Q2,2,Q2,,
ATLA.CO,2010,0.1290395189555933,0.1280857545303381,0.1153716073603229,0.0922964990675458,0.1560266815915543,0.1548594173733749,474.39,3,Q3,3,Q3,3,Q3,,
ATRAV.HE,2010,0.2776042299073878,0.2747314233379646,0.2740689241459347,0.1894248050943805,0.0001010369234748,0.0767011010607623,1698.75,4,Q4,4,Q4,4,Q4,,
ATRLJb.ST,2010,0.1145559804733623,0.1145838421177949,0.1039879486676255,0.054103018668152,0.1463556928491275,0.1350519272842378,7005.12,3,Q3,3,Q3,3,Q3,,
AUSS.OL,2010,0.146994988358786,0.1447365904685956,0.1328409568838965,0.1151967937083437,0.1361397848146799,0.1577952306102749,7318.1,3,Q3,3,Q3,3,Q3,,
AXFO.ST,2010,0.3508895361654028,0.333962493389953,0.336532799609718,0.4946004688629597,0.0116840018310847,0.1590078753655822,8893.74,4,Q4,4,Q4,4,Q4,,
AZN.ST,2010,0.781804557254512,0.7761612784000722,0.7801117123145465,0.9999999999997132,0.0,0.0528286805663386,394961.01,5,Q5,5,Q5,5,Q5,5,Q5
AZT.OL,2010,-0.6333605887162715,-0.5885820691725154,-0.6453263546172318,2.1882295975217403e-10,0.9999085605162426,0.1442388178982989,120.55,1,Q1,1,Q1,1,Q1,1,Q1
BAVA.CO,2010,-0.2646515597335269,-0.2528937302404119,-0.2708442125098396,2.781598795742468e-08,0.9749655496274552,0.1022076993229459,1272.1,1,Q1,1,Q1,1,Q1,1,Q1
BEIAb.ST,2010,0.2386938755107905,0.2337675511598123,0.2307231613227209,0.1873753904625874,0.0148696541967088,0.1164917718982953,1784.29,4,Q4,4,Q4,4,Q4,,
BEIJb.ST,2010,0.1497060076693651,0.1468118555049456,0.1329877947378309,0.1380686821165259,0.152766234485441,0.1726893826756569,2717.8,3,Q3,3,Q3,3,Q3,,
BERGb.ST,2010,0.0721706269522535,0.0746851999377554,0.0604511276603621,0.036228445547231,0.2332190624780631,0.1426534313347851,677.17,2,Q2,2,Q2,2,Q2,,
BETSb.ST,2010,0.7788891734329573,0.7582631201246294,0.7726746902667638,0.9999063974402788,2.955413691552167e-13,0.1023934594837676,1447.76,5,Q5,5,Q5,5,Q5,5,Q5
BIF.CO,2010,0.1673374856654599,0.1643251129626685,0.1558078044392376,0.1155018421178212,0.0889189280947981,0.1414221820001684,160.37,3,Q3,3,Q3,3,Q3,,
BILIa.ST,2010,0.1199240229665749,0.1197888780257311,0.1143403990584052,0.0153795625751267,0.0671636680020768,0.0968996087412927,1350.41,3,Q3,3,Q3,3,Q3,,
BILL.ST,2010,0.0313203811409479,0.0328147868072703,0.0277521999862284,9.632571280449032e-05,0.1985696628107404,0.0770633518853088,4596.59,2,Q2,2,Q2,2,Q2,,
BINV.ST,2010,0.8262608309264607,0.5414779954935282,0.7461731431501071,0.8762464239239248,0.0169127783015621,0.4672844780435261,1143.91,5,Q5,5,Q5,5,Q5,5,Q5
BIOBV.HE,2010,0.8539952718676123,0.7874738861543608,0.8359900466627335,0.9950876714793588,1.930983299758271e-06,0.1798457525589876,93.48,5,Q5,5,Q5,5,Q5,5,Q5
BIOGb.ST,2010,0.4629885057471263,0.444800348456255,0.452532694791455,0.7711403752663271,0.0003185152245813,0.1342931899942532,1026.75,5,Q5,5,Q5,5,Q5,5,Q5
BIOPOR.CO,2010,-0.5029103608847496,-0.382108955963136,-0.5420050700955953,0.0013689573537912,0.9466835725573888,0.2818410171533477,331.14,1,Q1,1,Q1,1,Q1,1,Q1
BITTI.HE,2010,0.072443090390268,0.0777194869137806,0.0476946134808873,0.108438710230708,0.3077052350038978,0.2148689709345519,778.37,2,Q2,2,Q2,2,Q2,,
BNOR.OL,2010,-0.077674076223329,-0.0611933275529184,-0.0947740723269182,0.0113091678979162,0.5752946837308911,0.1748322370447402,3409.22,1,Q1,1,Q1,1,Q1,1,Q1
BO.CO,2010,-1.0411098383606978,-1.0182061840782468,-1.0450717465010488,0.0,1.0,0.0812853600643427,1924.6,1,Q1,1,Q1,1,Q1,1,Q1
BOL.ST,2010,0.2228038912186057,0.2139186383803506,0.2063070457952849,0.241161405977038,0.0770437054653467,0.1714387736704515,17939.47,4,Q4,4,Q4,4,Q4,,
BOLJ.ST,2010,0.0469253657327048,0.0489948852024517,0.0408526446530427,0.003269506369902,0.2154653514987417,0.1011818420355907,223.07,2,Q2,2,Q2,2,Q2,,
BONHR.OL,2010,0.2640777094561875,0.2626044435331501,0.2621000976067897,0.0827123342496964,9.75034212591375e-07,0.0571404619527105,6689.45,4,Q4,4,Q4,4,Q4,,
BOR.OL,2010,-0.0253126787179551,-0.0127261682008063,-0.0432426992652573,0.025239429299425,0.4660834991661839,0.1794326983668162,346.22,2,Q2,2,Q2,2,Q2,,
BOREO.HE,2010,-0.0453757680794075,-0.0289562839910287,-0.0658414085249811,0.0269435144119214,0.5069241235108909,0.1930497518695032,59.42,1,Q1,2,Q2,1,Q1,1,Q1
BORG.ST,2010,0.4971183487468168,0.4889195632370231,0.492826185123039,0.9356773812250976,6.3148791196177e-09,0.0846767913860252,572.49,5,Q5,5,Q5,5,Q5,5,Q5
BOUV.OL,2010,0.4474950690335308,0.4094224987219797,0.4245881989909004,0.6667255505650342,0.0126558596216754,0.2056422681493258,524.76,5,Q5,5,Q5,5,Q5,5,Q5
BRIMH.IC,2010,0.2342223978096489,0.2338244942951068,0.2335544333962162,0.0007216409224817,7.416289804496048e-14,0.0330992747643042,409.54,4,Q4,4,Q4,4,Q4,,
BTSb.ST,2010,0.3185756450537942,0.3125893092363457,0.3126920481051168,0.3772903373146881,0.0005762803633911,0.0995452875820917,538.4,4,Q4,4,Q4,4,Q4,,
CARLb.CO,2010,-0.3373168662278126,-0.3280696080712533,-0.3414049544389988,3.941291737419306e-14,0.9993076820318756,0.0825962012938858,65590.11,1,Q1,1,Q1,1,Q1,1,Q1
CAST.ST,2010,0.1753692659058826,0.175339846190733,0.1752716654238899,0.0,0.0,0.012634188256135,10090.02,3,Q3,3,Q3,3,Q3,,
CATE.ST,2010,-0.0017503570728428,0.0088885369493931,-0.0199623992890172,0.0343882940869901,0.4186871214840728,0.1809785627821551,821.07,2,Q2,2,Q2,2,Q2,,
CBRAIN.CO,2010,0.3214398484370066,0.2931417255590467,0.2940134179277699,0.4471668632838362,0.064579625485994,0.227943844897114,131.55,4,Q4,4,Q4,4,Q4,,
CEMAT.CO,2010,0.2427117834870049,0.2209521840417614,0.2086134499688761,0.3394036867362792,0.143228089955495,0.2592218281317773,568.5,4,Q4,4,Q4,4,Q4,,
CEVI.ST,2010,0.3640118968935888,0.3367003298117872,0.3420686061160846,0.5200742644077301,0.0290274392533329,0.2007252807160889,192.99,5,Q5,5,Q5,5,Q5,5,Q5
CHEMM.CO,2010,0.0467399267399267,0.0560750377952518,0.0194216490830919,0.0997550220375841,0.3554815544761525,0.2274227138849633,248.2,2,Q2,2,Q2,2,Q2,,
CLASb.ST,2010,0.3479708019575213,0.340166398025003,0.3412685078485875,0.4822626907575091,0.0004942140698035,0.1064703684843301,4572.67,4,Q4,5,Q5,5,Q5,,
CMBT.OL,2010,-0.0318182843189366,-0.0301653198287799,-0.034068722834491,9.79117653621131e-09,0.4422047935401231,0.0609966772361133,5105.55,2,Q2,1,Q1,2,Q2,,
COLOb.CO,2010,0.5878556806867167,0.5839879478917894,0.5862194884543522,0.9999700204520552,0.0,0.0519297595054418,19988.83,5,Q5,5,Q5,5,Q5,5,Q5
COLUM.CO,2010,1.6884441525325504,1.659022140021884,1.6847041317033336,1.0,0.0,0.0789317083409253,124.63,5,Q5,5,Q5,5,Q5,5,Q5
CONTX.OL,2010,0.1270130659374051,0.1243428237754551,0.082247163732785,0.2297321433261686,0.2904856483179948,0.3070509716702727,141.11,3,Q3,3,Q3,2,Q2,,
COREa.ST,2010,0.1031891420987925,0.1085949088934495,0.01229100421173,0.2830544173808917,0.3696861778316162,0.5219053850278133,129.36,3,Q3,3,Q3,2,Q2,,
CRADb.ST,2010,-0.4199834162520729,-0.2905647535920027,-0.4683581956576146,0.0075028916501258,0.8829098358633778,0.3229640199758208,132.63,1,Q1,1,Q1,1,Q1,1,Q1
CTH1V.HE,2010,-0.2510521175530496,-0.2395854204279466,-0.2573157554108866,6.369978522435815e-08,0.9663269193399072,0.1028106526525021,596.54,1,Q1,1,Q1,1,Q1,1,Q1
CTY1S.HE,2010,0.0760601068783085,0.0765599421269214,0.0734983701560367,7.569577410992956e-05,0.0536021283160828,0.0651301310552217,4696.58,2,Q2,2,Q2,2,Q2,,
DANT.CO,2010,-0.2057528617552099,-0.1939722590254957,-0.2130965502330248,3.1969068079451546e-06,0.9072096897728504,0.1116338411441339,32.0,1,Q1,1,Q1,1,Q1,1,Q1
DEMANT.CO,2010,1.321725532339953,1.3038520746827122,1.318763020898426,1.0,0.0,0.0701109662852163,25797.37,5,Q5,5,Q5,5,Q5,5,Q5
DFDS.CO,2010,0.1939108099298991,0.1922185881424391,0.1896173317390532,0.0462612379611754,0.0064113469933142,0.0846900418655348,3188.39,4,Q4,4,Q4,4,Q4,,
DIGIA.HE,2010,0.3779140850032122,0.3700995614934751,0.3719676564807911,0.5876218239711751,8.30979632065465e-05,0.1000916036725735,246.77,5,Q5,5,Q5,5,Q5,5,Q5
DIGIGR.HE,2010,0.2926123860421256,0.2810727065872598,0.2796120633931789,0.3564952757837327,0.0212242780244296,0.150760303513404,210.1,4,Q4,4,Q4,4,Q4,,
DIOS.ST,2010,0.1130677742926573,0.1131074761825278,0.1091280937905882,0.0040574523788656,0.0439204108223411,0.0810524253270892,769.55,3,Q3,3,Q3,3,Q3,,
DNO.OL,2010,-0.0682206879077721,-0.0609220851465337,-0.0761840763250535,0.0005425040897062,0.5811905877424205,0.1164360056702767,4587.62,1,Q1,1,Q1,1,Q1,1,Q1
DNORD.CO,2010,0.049532551191765,0.0519723612518097,0.0420885127468943,0.007439267344938,0.2320011310859202,0.1124232627960916,10416.57,2,Q2,2,Q2,2,Q2,,
DOV1V.HE,2010,0.2895746009096591,0.2644544140478716,0.260782126702522,0.3976022699255901,0.0883370374112805,0.2344814191379186,148.03,4,Q4,4,Q4,4,Q4,,
DSV.CO,2010,0.6085852810313757,0.5996053845666462,0.6049460268358295,0.9982970529595944,4.363176486776865e-14,0.0778411467717799,21917.53,5,Q5,5,Q5,5,Q5,5,Q5
DUNI.ST,2010,0.2586943005181346,0.2531810068390047,0.2510162087231821,0.2276980703954634,0.0088342589171189,0.1142464296064058,2224.61,4,Q4,4,Q4,4,Q4,,
EIOF.OL,2010,0.210122481606723,0.2085028581171815,0.2067141550279416,0.044946122052843,0.0014165039352841,0.0752867252659985,801.83,4,Q4,4,Q4,4,Q4,,
EKTAb.ST,2010,0.5488510035964814,0.5421906483544647,0.5457800720334876,0.9927016048393428,8.28226376370367e-14,0.0714020238895604,6749.47,5,Q5,5,Q5,5,Q5,5,Q5
