Method,Portfolio,Date,n_firms,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
Method1_ObservedQuality,Q2,2010-09-30,58,1.0,1.0,0.3841656513634224,0.1,0.3816641916759925,4,2,False
Method1_ObservedQuality,Q3,2010-09-30,57,1.0000000000000002,1.0,0.20930219829990085,0.1,0.4,4,3,False
Method1_ObservedQuality,Q4,2010-09-30,59,1.0,1.0,0.09903461198749422,0.09370989043539191,0.35801214794810277,4,0,False
Method1_ObservedQuality,Q5,2010-09-30,62,0.9999999999999999,1.0,0.18024896432229137,0.1,0.4,4,4,False
Method2_LatentQuality,Q1,2010-09-30,62,0.9999999999999999,1.0,0.4437855821107234,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2010-09-30,57,0.9999999999999999,0.9999999999999999,0.3305172394065276,0.10000000000000002,0.4000000000000001,4,2,False
Method2_LatentQuality,Q3,2010-09-30,58,1.0,1.0,0.232313130707026,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2010-09-30,58,1.0000000000000002,1.0,0.11093843732014076,0.1,0.3932985363193766,4,1,False
Method2_LatentQuality,Q5,2010-09-30,63,1.0,1.0,0.1767969833013183,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-09-30,62,0.9999999999999998,1.0,0.4495001086118303,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2010-09-30,58,1.0,1.0,0.17302718483343055,0.1,0.39010908287225665,4,2,False
Method3_ConservativeQuality,Q3,2010-09-30,57,1.0,1.0,0.17156729173741472,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2010-09-30,59,0.9999999999999999,1.0,0.10011686561759543,0.0947692215674018,0.36184165165744275,4,1,False
Method3_ConservativeQuality,Q5,2010-09-30,62,0.9999999999999999,1.0,0.18024896432229137,0.1,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-09-30,55,0.9999999999999999,1.0,0.47952733673489323,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2010-09-30,55,0.9999999999999999,0.9999999999999999,0.1801941734694693,0.1,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-10-31,62,1.0,1.0,0.4261488395044766,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2010-10-31,58,0.9999999999999999,1.0,0.3659046613769652,0.1,0.37942211561719585,4,1,False
Method1_ObservedQuality,Q3,2010-10-31,57,0.9999999999999999,1.0,0.20459710754666677,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2010-10-31,59,1.0,1.0,0.10362784488745694,0.09690592252215927,0.3674974061840453,4,1,False
Method1_ObservedQuality,Q5,2010-10-31,62,0.9999999999999999,1.0,0.1637241076430856,0.1,0.4,4,4,False
Method2_LatentQuality,Q1,2010-10-31,62,1.0,1.0,0.42010853918480806,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2010-10-31,57,1.0,0.9999999999999999,0.3095278823699537,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2010-10-31,58,1.0,1.0,0.23021458833588518,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2010-10-31,58,1.0,1.0,0.11582548841670556,0.1,0.39927700610976113,4,2,False
Method2_LatentQuality,Q5,2010-10-31,63,0.9999999999999998,0.9999999999999999,0.16043364712168115,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-10-31,62,1.0,1.0,0.4261488395044766,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2010-10-31,58,1.0,1.0,0.16146479294952584,0.1,0.3894097547911617,4,2,False
Method3_ConservativeQuality,Q3,2010-10-31,57,0.9999999999999999,1.0,0.16654783603480494,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2010-10-31,59,1.0,0.9999999999999998,0.10468354301890109,0.09775828807515632,0.37054113737129973,4,1,False
Method3_ConservativeQuality,Q5,2010-10-31,62,0.9999999999999999,1.0,0.1637241076430856,0.1,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-10-31,55,1.0000000000000002,1.0,0.45491291979358023,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2010-10-31,55,0.9999999999999998,1.0,0.1636572176585148,0.1,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-11-30,62,1.0,1.0,0.42504871446442843,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2010-11-30,58,1.0,0.9999999999999999,0.3702394397197656,0.1,0.3751917283529276,4,1,False
Method1_ObservedQuality,Q3,2010-11-30,57,0.9999999999999999,1.0,0.207112356784036,0.1,0.4,4,3,False
Method1_ObservedQuality,Q4,2010-11-30,58,1.0,1.0,0.102174889807535,0.0957549820779265,0.36344195397975193,4,1,False
Method1_ObservedQuality,Q5,2010-11-30,62,1.0,0.9999999999999999,0.1557683105900886,0.1,0.4,4,4,False
Method2_LatentQuality,Q1,2010-11-30,62,0.9999999999999999,1.0,0.4186965803407377,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2010-11-30,57,0.9999999999999999,1.0,0.3166936618080492,0.10000000000000002,0.4000000000000001,4,2,False
Method2_LatentQuality,Q3,2010-11-30,58,0.9999999999999999,1.0,0.23146953570432247,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2010-11-30,57,1.0,1.0,0.11426534028501939,0.1,0.39550529340524854,4,2,False
Method2_LatentQuality,Q5,2010-11-30,63,1.0,1.0,0.15263079498630192,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-11-30,62,1.0,1.0,0.42504871446442843,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2010-11-30,58,0.9999999999999999,1.0,0.1652583668070659,0.09615887203228995,0.4,5,2,False
Method3_ConservativeQuality,Q3,2010-11-30,57,0.9999999999999999,1.0,0.16804550519861106,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2010-11-30,58,1.0,1.0,0.10329321671961522,0.09665517154251842,0.3666575322263855,4,1,False
Method3_ConservativeQuality,Q5,2010-11-30,62,1.0,0.9999999999999999,0.1557683105900886,0.1,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-11-30,55,0.9999999999999998,1.0,0.4541792917499212,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2010-11-30,55,1.0,1.0,0.15567517573819523,0.1,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-12-31,63,1.0,1.0,0.4193750641378104,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2010-12-31,58,1.0,1.0,0.37344401779443887,0.1,0.3735260647105395,4,1,False
Method1_ObservedQuality,Q3,2010-12-31,57,0.9999999999999998,0.9999999999999999,0.20084046846961828,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2010-12-31,58,1.0,1.0,0.11193279338138531,0.09827000426655523,0.3580957549646077,4,1,False
Method1_ObservedQuality,Q5,2010-12-31,62,0.9999999999999999,1.0,0.153603762267017,0.1,0.4,4,4,False
Method2_LatentQuality,Q1,2010-12-31,63,0.9999999999999999,1.0000000000000002,0.4120902359305253,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2010-12-31,57,1.0,1.0,0.3103591749599447,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2010-12-31,58,1.0,1.0,0.2290430262922196,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2010-12-31,57,1.0,1.0,0.12568386432657475,0.1,0.3943610778646889,4,1,False
Method2_LatentQuality,Q5,2010-12-31,63,0.9999999999999999,1.0,0.15033745808009827,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-12-31,63,1.0,1.0,0.4193750641378104,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2010-12-31,58,1.0,1.0,0.1557002393610513,0.09432334592359311,0.4000000000000001,5,2,False
Method3_ConservativeQuality,Q3,2010-12-31,57,0.9999999999999999,1.0,0.16557999872772142,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2010-12-31,58,1.0,1.0,0.11324064189411122,0.09930832687467742,0.36149650868572625,4,1,False
Method3_ConservativeQuality,Q5,2010-12-31,62,0.9999999999999999,1.0,0.153603762267017,0.1,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-12-31,55,0.9999999999999999,1.0,0.446891670465441,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2010-12-31,55,0.9999999999999999,1.0,0.153311793627368,0.1,0.4,4,4,False
Method1_ObservedQuality,Q1,2011-01-31,63,1.0,1.0,0.4181374821085695,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2011-01-31,58,1.0,0.9999999999999999,0.36656358925278526,0.1,0.3759292796324576,4,1,False
Method1_ObservedQuality,Q3,2011-01-31,57,1.0,1.0,0.18879976211763533,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2011-01-31,58,1.0,1.0,0.10798760112199858,0.0995161745749621,0.3740731556696155,4,1,False
Method1_ObservedQuality,Q5,2011-01-31,62,0.9999999999999999,1.0,0.16083036186120594,0.1,0.4,4,4,False
Method2_LatentQuality,Q1,2011-01-31,63,1.0,1.0,0.4107865801186241,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2011-01-31,57,1.0,1.0,0.30410233071160603,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2011-01-31,58,1.0,1.0,0.21681836179100406,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2011-01-31,58,1.0,1.0000000000000002,0.11577371325283699,0.1,0.39436879605306424,4,2,False
Method2_LatentQuality,Q5,2011-01-31,62,1.0,1.0,0.15870308941839617,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q1,2011-01-31,63,1.0,1.0,0.4181374821085695,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2011-01-31,58,1.0,1.0,0.15728303474375396,0.1,0.3800195085831465,4,2,False
Method3_ConservativeQuality,Q3,2011-01-31,57,0.9999999999999999,1.0,0.16775107666214778,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2011-01-31,58,1.0,1.0,0.10955912794784395,0.1,0.37855244709757807,4,1,False
Method3_ConservativeQuality,Q5,2011-01-31,62,0.9999999999999999,1.0,0.16083036186120594,0.1,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2011-01-31,55,0.9999999999999999,1.0,0.443927797619913,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2011-01-31,54,0.9999999999999998,1.0,0.1619058054155727,0.1,0.4,4,4,False
Method1_ObservedQuality,Q1,2011-02-28,63,1.0,1.0,0.4287553237237622,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2011-02-28,58,0.9999999999999999,1.0,0.37791165831785684,0.1,0.3726968070459379,4,1,False
Method1_ObservedQuality,Q3,2011-02-28,57,1.0,1.0,0.19202975592170385,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2011-02-28,59,1.0000000000000002,1.0,0.09451288582737748,0.08248717278011317,0.4000000000000001,5,0,False
Method1_ObservedQuality,Q5,2011-02-28,62,1.0,1.0,0.1619726809033104,0.1,0.4,4,4,False
Method2_LatentQuality,Q1,2011-02-28,63,0.9999999999999999,1.0,0.42133813810754694,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2011-02-28,57,0.9999999999999999,1.0,0.3165577544359237,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2011-02-28,58,1.0,1.0,0.21941275183360223,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2011-02-28,58,1.0,1.0,0.10525206192097428,0.08248717278011317,0.4000000000000001,5,2,False
Method2_LatentQuality,Q5,2011-02-28,63,0.9999999999999999,1.0,0.15847949419681662,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q1,2011-02-28,63,1.0,1.0,0.4287553237237622,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2011-02-28,58,1.0,1.0,0.1657978737868096,0.09667585504463932,0.4,5,2,False
Method3_ConservativeQuality,Q3,2011-02-28,57,1.0,1.0,0.17496341198429124,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2011-02-28,59,1.0000000000000002,1.0,0.0956016277380793,0.08248717278011315,0.4,5,0,False
Method3_ConservativeQuality,Q5,2011-02-28,62,1.0,1.0,0.1619726809033104,0.1,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2011-02-28,55,1.0,1.0,0.4559480760693601,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2011-02-28,55,0.9999999999999999,1.0,0.16168399382369522,0.1,0.4,4,3,False
Method1_ObservedQuality,Q1,2011-03-31,63,0.9999999999999998,1.0,0.43299764262913326,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2011-03-31,58,1.0000000000000002,1.0000000000000002,0.3834790675435191,0.1,0.3741209762583535,4,1,False
Method1_ObservedQuality,Q3,2011-03-31,57,1.0,1.0,0.1889950026780423,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2011-03-31,59,1.0000000000000002,1.0,0.0969313994946038,0.08358033911382448,0.4,5,0,False
Method1_ObservedQuality,Q5,2011-03-31,62,1.0000000000000002,1.0,0.1726550023684445,0.1,0.4,4,3,False
Method2_LatentQuality,Q1,2011-03-31,63,0.9999999999999998,1.0,0.425850776086993,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2011-03-31,57,1.0,1.0,0.3222645639424658,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2011-03-31,58,1.0,1.0,0.2143712794008798,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2011-03-31,58,1.0,1.0,0.10728417834029715,0.1,0.3909522670592026,4,1,False
Method2_LatentQuality,Q5,2011-03-31,63,1.0,1.0,0.16923017039177263,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q1,2011-03-31,63,0.9999999999999998,1.0,0.43299764262913326,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2011-03-31,58,0.9999999999999999,1.0000000000000002,0.15961961396309385,0.1,0.38068739476295943,4,2,False
Method3_ConservativeQuality,Q3,2011-03-31,57,0.9999999999999999,1.0,0.1730791759500248,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2011-03-31,59,1.0000000000000002,1.0,0.09797021627980773,0.08358033911382448,0.4000000000000001,5,0,False
Method3_ConservativeQuality,Q5,2011-03-31,62,1.0000000000000002,1.0,0.1726550023684445,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2011-03-31,55,0.9999999999999999,1.0,0.4583101286236623,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2011-03-31,55,1.0,1.0,0.17257876699218397,0.1,0.4,4,3,False
Method1_ObservedQuality,Q1,2011-04-30,63,1.0,1.0,0.4274986262587346,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2011-04-30,58,1.0,1.0,0.363075330323636,0.1,0.3756761379273905,4,1,False
Method1_ObservedQuality,Q3,2011-04-30,57,0.9999999999999998,1.0,0.19022720697455042,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2011-04-30,59,1.0,1.0,0.09717178099362257,0.08379385542123413,0.4,5,0,False
Method1_ObservedQuality,Q5,2011-04-30,62,1.0,1.0,0.1788068084617009,0.10000000000000002,0.4,4,3,False
Method2_LatentQuality,Q1,2011-04-30,63,1.0,1.0,0.42011553317435746,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2011-04-30,57,0.9999999999999999,1.0,0.306091244639292,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2011-04-30,58,1.0,0.9999999999999998,0.21491729107030527,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2011-04-30,58,1.0,1.0,0.10771634385737568,0.1,0.3880473820070687,4,2,False
Method2_LatentQuality,Q5,2011-04-30,63,0.9999999999999998,1.0,0.17514554777760588,0.10000000000000002,0.4,4,3,False
Method3_ConservativeQuality,Q1,2011-04-30,63,1.0,1.0,0.4274986262587346,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2011-04-30,58,0.9999999999999999,1.0,0.16288204064794704,0.1,0.37975084358393607,4,2,False
Method3_ConservativeQuality,Q3,2011-04-30,57,1.0,1.0,0.16323510770781965,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q4,2011-04-30,59,1.0,1.0,0.0981313441752507,0.08379385542123413,0.4,5,0,False
Method3_ConservativeQuality,Q5,2011-04-30,62,1.0,1.0,0.1788068084617009,0.10000000000000002,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2011-04-30,55,1.0,1.0000000000000002,0.452347726202972,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2011-04-30,55,1.0,1.0,0.1787529051545344,0.10000000000000002,0.4,4,3,False
Method1_ObservedQuality,Q1,2011-05-31,63,1.0,1.0,0.4425464011270269,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2011-05-31,57,0.9999999999999999,1.0,0.3677134993501962,0.1,0.3860295245590838,4,1,False
Method1_ObservedQuality,Q3,2011-05-31,57,1.0,1.0,0.17487013982664748,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2011-05-31,59,1.0,1.0,0.09923686101813196,0.08458483565681846,0.4,5,0,False
Method1_ObservedQuality,Q5,2011-05-31,62,0.9999999999999999,1.0,0.1756964689785436,0.10000000000000002,0.4,4,3,False
Method2_LatentQuality,Q1,2011-05-31,63,1.0,0.9999999999999999,0.43558178397836816,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2011-05-31,56,1.0,1.0,0.3067550177463782,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2011-05-31,58,1.0,1.0,0.20078122436129725,0.1,0.4,4,4,False
Method2_LatentQuality,Q4,2011-05-31,58,1.0,1.0,0.11040803025094126,0.1,0.39007135403451826,4,2,False
Method2_LatentQuality,Q5,2011-05-31,63,1.0,1.0,0.17215261173040222,0.10000000000000002,0.4,4,3,False
Method3_ConservativeQuality,Q1,2011-05-31,63,1.0,1.0,0.4425464011270269,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2011-05-31,57,1.0,1.0,0.15090945620772134,0.1,0.3918414401288103,4,2,False
Method3_ConservativeQuality,Q3,2011-05-31,57,0.9999999999999999,1.0,0.17354915650454877,0.10000000000000002,0.4,4,4,False
Method3_ConservativeQuality,Q4,2011-05-31,59,1.0,1.0,0.1002528922380764,0.08458483565681846,0.4,5,1,False
Method3_ConservativeQuality,Q5,2011-05-31,62,0.9999999999999999,1.0,0.1756964689785436,0.10000000000000002,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2011-05-31,55,1.0,1.0,0.464222428966686,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2011-05-31,55,1.0,0.9999999999999999,0.17555376303586237,0.10000000000000002,0.4,4,3,False
Method1_ObservedQuality,Q1,2011-06-30,63,1.0,1.0,0.4547337172859458,0.1,0.4,4,3,False
Method1_ObservedQuality,Q2,2011-06-30,57,1.0000000000000002,1.0,0.37397328554071185,0.1,0.3882178871630788,4,1,False
Method1_ObservedQuality,Q3,2011-06-30,57,0.9999999999999999,1.0,0.17712468857890498,0.1,0.4,4,4,False
Method1_ObservedQuality,Q4,2011-06-30,59,0.9999999999999999,1.0,0.09604226810881746,0.08343124167335464,0.4,5,0,False
Method1_ObservedQuality,Q5,2011-06-30,62,1.0000000000000002,1.0,0.1669796664128657,0.1,0.4,4,4,False
Method2_LatentQuality,Q1,2011-06-30,63,1.0,1.0,0.4481597928996066,0.1,0.4,4,3,False
Method2_LatentQuality,Q2,2011-06-30,56,1.0,0.9999999999999999,0.3139940509961453,0.1,0.4,4,2,False
Method2_LatentQuality,Q3,2011-06-30,58,1.0,1.0,0.20193739942665231,0.1,0.4,4,3,False
Method2_LatentQuality,Q4,2011-06-30,58,0.9999999999999999,1.0000000000000002,0.1072894194272478,0.1,0.3913176501032819,4,2,False
Method2_LatentQuality,Q5,2011-06-30,63,1.0000000000000002,1.0,0.1634766840332119,0.1,0.4,4,4,False
Method3_ConservativeQuality,Q1,2011-06-30,63,1.0,1.0,0.4547337172859458,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q2,2011-06-30,57,0.9999999999999998,1.0,0.15154043522555188,0.1,0.3936430163620388,4,2,False
Method3_ConservativeQuality,Q3,2011-06-30,57,1.0,1.0,0.17463663754249986,0.10000000000000002,0.4,4,4,False
Method3_ConservativeQuality,Q4,2011-06-30,59,0.9999999999999998,1.0,0.09695024624519027,0.08343124167335465,0.4,5,0,False
Method3_ConservativeQuality,Q5,2011-06-30,62,1.0000000000000002,1.0,0.1669796664128657,0.1,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2011-06-30,55,1.0,1.0,0.47631042260552664,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2011-06-30,55,1.0000000000000002,1.0,0.16685386575933522,0.1,0.4,4,4,False
Method1_ObservedQuality,Q1,2011-07-31,64,0.9999999999999999,1.0,0.5984978478720816,0.1,0.38882379244116644,4,2,False
Method1_ObservedQuality,Q2,2011-07-31,62,1.0,1.0,0.33923022406771197,0.1,0.3974765024345116,4,3,False
Method1_ObservedQuality,Q3,2011-07-31,58,1.0,1.0,0.3083529700425842,0.1,0.3968366808494158,4,2,False
Method1_ObservedQuality,Q4,2011-07-31,62,1.0,1.0000000000000002,0.21113860804057347,0.1,0.3998834257533119,5,2,False
Method1_ObservedQuality,Q5,2011-07-31,62,1.0,1.0,0.15052963912527473,0.1,0.4,4,3,False
Method2_LatentQuality,Q1,2011-07-31,64,0.9999999999999999,1.0,0.5568394583027937,0.10000000000000002,0.4000000000000001,4,2,False
Method2_LatentQuality,Q2,2011-07-31,62,1.0,0.9999999999999999,0.3684092037321527,0.1,0.3995766558277183,4,2,False
Method2_LatentQuality,Q3,2011-07-31,59,1.0000000000000002,1.0,0.3387665186006608,0.10000000000000002,0.30000000000000004,3,2,False
Method2_LatentQuality,Q4,2011-07-31,60,1.0,1.0,0.20251653102526168,0.1,0.35773736537962286,4,2,False
Method2_LatentQuality,Q5,2011-07-31,63,1.0,1.0,0.15035047322667414,0.1,0.4,4,3,False
Method3_ConservativeQuality,Q1,2011-07-31,64,0.9999999999999999,1.0,0.5984978478720816,0.1,0.38882379244116644,4,2,False
Method3_ConservativeQuality,Q2,2011-07-31,62,1.0,1.0,0.34717969614740307,0.10000000000000002,0.4,4,3,False
Method3_ConservativeQuality,Q3,2011-07-31,58,1.0,1.0,0.339165092186655,0.1,0.35116255873348823,4,2,False
Method3_ConservativeQuality,Q4,2011-07-31,62,0.9999999999999999,1.0,0.19551022197998522,0.1,0.34917347154139977,4,2,False
Method3_ConservativeQuality,Q5,2011-07-31,62,1.0,1.0,0.1513338833490709,0.1,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2011-07-31,58,0.9999999999999998,1.0,0.6111771848137875,0.1,0.39233689002420347,4,3,False
Method4_ProbabilisticQuality,Q5,2011-07-31,59,1.0,1.0,0.15977614669015983,0.1,0.4,4,3,False
Method1_ObservedQuality,Q1,2011-08-31,64,1.0000000000000002,1.0,0.594034253272083,0.1,0.39944741129513955,4,3,False
Method1_ObservedQuality,Q2,2011-08-31,62,0.9999999999999999,0.9999999999999999,0.3608949178626626,0.1,0.39599278862972687,4,3,False
Method1_ObservedQuality,Q3,2011-08-31,58,1.0,1.0,0.3295407091316549,0.1,0.39781566880862584,4,2,False
