PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
LongShort,Method1_ObservedQuality,Observed Quality,0.06689320417465291,0.06689320417465291,0.12088892715862394,0.12088892715862394,0.5533443446551499,-0.26495666361757575,189
LongShort,Method2_LatentQuality,Latent Quality,0.06807573773421646,0.06807573773421646,0.11985713585753965,0.11985713585753965,0.5679740071140215,-0.26263878269609575,189
LongShort,Method3_ConservativeQuality,Conservative Quality,0.07794534719887318,0.07794534719887318,0.12098204468783917,0.12098204468783917,0.6442720273077684,-0.26675243215446376,189
LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,0.0671338980999994,0.0671338980999994,0.12692549072491113,0.12692549072491113,0.5289236836239649,-0.2567608815399991,189
