PortfolioStrategy,Method,MethodLabel,annualized_return,annualized_excess_return,volatility_ann,excess_volatility_ann,sharpe_ratio,max_drawdown,n_obs
Q5,Method1_ObservedQuality,Observed Quality,0.1453161762921441,0.12579033518103347,0.11778190423149473,0.11811734064163856,1.064960779659562,-0.18422082127776862,189
Q5,Method2_LatentQuality,Latent Quality,0.1499313520267086,0.130405510915598,0.11827421811827463,0.11853525319133919,1.1001411597366555,-0.18866747300472708,189
Q5,Method3_ConservativeQuality,Conservative Quality,0.14773692047081582,0.1282110793597052,0.11735831249953389,0.1176607143842757,1.0896676943586487,-0.1810297381032131,189
Q5,Method4_ProbabilisticQuality,Probabilistic Quality,0.15208272033029524,0.13255687921918463,0.11653162496344431,0.11687940027364876,1.1341338072306182,-0.19505482599511514,189
LongShort,Method1_ObservedQuality,Observed Quality,0.08268793389520301,0.08268793389520301,0.12147326302447116,0.12147326302447116,0.6807089217529727,-0.25336077648243505,189
LongShort,Method2_LatentQuality,Latent Quality,0.072954788467882,0.072954788467882,0.11911670428606988,0.11911670428606988,0.6124648000054994,-0.2420315248217012,189
LongShort,Method3_ConservativeQuality,Conservative Quality,0.09218309691210136,0.09218309691210136,0.12175654339411439,0.12175654339411439,0.7571100028169608,-0.25150975495720607,189
LongShort,Method4_ProbabilisticQuality,Probabilistic Quality,0.08576848468959367,0.08576848468959367,0.12566737680016565,0.12566737680016565,0.6825039789442044,-0.21406321762565994,189
