PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,0.0038510909001709392,0.0003209242416809116,0.2595218009348033,0.7953754578598142
Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0028671369022671284,0.00023892807518892736,0.19491690769477651,0.8455638383046744
Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.008110751193960083,0.000675895932830007,0.5309425374484825,0.5957737448958262
Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,0.003178603880537645,0.0002648836567114704,0.23679075725025822,0.8129501632331384
Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0026141948917005747,0.00021784957430838123,0.1968190089483008,0.8440772408485502
Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.008118160519063167,0.0006765133765885972,0.5870494245602764,0.5575285452978429
Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.0041384531871566654,0.0003448710989297221,0.2627476202485318,0.7928921438514864
Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.004891849364475037,0.0004076541137062531,0.3166929976682159,0.7516561355516429
Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.004805047955696376,0.000400420662974698,0.3192555409809553,0.7497138894828228
Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,0.002683163889294543,0.00022359699077454526,0.19643223381090322,0.8443808927954279
Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.0025907766156192114,0.00021589805130160095,0.19087194986146538,0.848731749146836
Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.007420328052962527,0.0006183606710802106,0.515001106525452,0.6068631288093687
Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.0037189756476673913,0.00030991463730561594,0.24620768107113167,0.8056602476397536
Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.004623672542983057,0.00038530604524858805,0.3113400122862764,0.755720383470293
Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00453676810368428,0.00037806400864035666,0.3053118185582835,0.7603031876868092
