FormationYear,Sector,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2012,Energy,Method4_ProbabilisticQuality,1,Q1,5,3055.2799999999997,-1.1571324905780993,-1.0722394772275397,-1.166911955063909,4.884981308350689e-16,0.9999999209000092,0.08116934363745151
2012,Energy,Method4_ProbabilisticQuality,5,Q5,5,499890.15,0.40797303384818734,0.3832581630360005,0.3873722037957644,0.6487360684335415,0.040379377260295536,0.12509955089271843
2012,Health Care,Method1_ObservedQuality,1,Q1,7,2545.43,-0.5527580457916481,-0.4282286655222192,-0.5865982769431772,0.01222170104676654,0.8254184139706432,0.1785103176381537
2012,Health Care,Method1_ObservedQuality,2,Q2,7,11197.62,0.09235979113259318,0.09431464531612374,0.07137401676013817,0.0816205004278979,0.2716049902921878,0.12960603468118664
2012,Health Care,Method1_ObservedQuality,3,Q3,7,4004.4,0.2223160766315128,0.1933709635701369,0.17821565061461717,0.2996835382163064,0.1694915498934178,0.21101891370991052
2012,Health Care,Method1_ObservedQuality,4,Q4,7,52546.48,0.472166334906953,0.41434601895317424,0.4460537785849774,0.7164837591067041,0.011951751924019562,0.14454682560818147
2012,Health Care,Method1_ObservedQuality,5,Q5,7,764421.9999999999,0.7467089114299909,0.6838908716877642,0.7253700299166959,0.9661704873569646,0.007280670463846908,0.11804622807923382
2012,Health Care,Method2_LatentQuality,1,Q1,7,2545.43,-0.5527580457916481,-0.4282286655222192,-0.5865982769431772,0.01222170104676654,0.8254184139706432,0.1785103176381537
2012,Health Care,Method2_LatentQuality,2,Q2,7,11197.62,0.09235979113259318,0.09431464531612374,0.07137401676013817,0.0816205004278979,0.2716049902921878,0.12960603468118664
2012,Health Care,Method2_LatentQuality,3,Q3,7,4004.4,0.2223160766315128,0.1933709635701369,0.17821565061461717,0.2996835382163064,0.1694915498934178,0.21101891370991052
2012,Health Care,Method2_LatentQuality,4,Q4,7,51233.2,0.4824147515306233,0.38693870365076294,0.4432583608215771,0.6925800859561787,0.019221729828809344,0.18874136793979338
2012,Health Care,Method2_LatentQuality,5,Q5,7,765735.2799999999,0.7364604948063205,0.7112981869901753,0.7281654476800962,0.9900741605074901,1.0692559057126627e-05,0.07385168574762188
2012,Health Care,Method3_ConservativeQuality,1,Q1,7,2545.43,-0.5527580457916481,-0.4282286655222192,-0.5865982769431772,0.01222170104676654,0.8254184139706432,0.1785103176381537
2012,Health Care,Method3_ConservativeQuality,2,Q2,7,12363.76,0.10291471607726398,0.09439301949975014,0.06785745500199634,0.1375256342598363,0.30811863001746975,0.17976996225865793
2012,Health Care,Method3_ConservativeQuality,3,Q3,7,2838.26,0.21176115168684198,0.1932925893865105,0.181732212372759,0.24377840438436799,0.13297791016813582,0.16085498613243923
2012,Health Care,Method3_ConservativeQuality,4,Q4,7,51233.2,0.4824147515306233,0.38693870365076294,0.4432583608215771,0.6925800859561787,0.019221729828809344,0.18874136793979338
2012,Health Care,Method3_ConservativeQuality,5,Q5,7,765735.2799999999,0.7364604948063205,0.7112981869901753,0.7281654476800962,0.9900741605074901,1.0692559057126627e-05,0.07385168574762188
2012,Health Care,Method4_ProbabilisticQuality,1,Q1,7,2545.43,-0.5527580457916481,-0.4282286655222192,-0.5865982769431772,0.01222170104676654,0.8254184139706432,0.1785103176381537
2012,Health Care,Method4_ProbabilisticQuality,5,Q5,7,765735.2799999999,0.7364604948063205,0.7112981869901753,0.7281654476800962,0.9900741605074901,1.0692559057126627e-05,0.07385168574762188
2012,Industrials,Method1_ObservedQuality,1,Q1,20,267539.5,-0.3581207357278645,-0.30142843262646174,-0.3783529740135556,0.011145382385273035,0.7116656793925593,0.1243196882441708
2012,Industrials,Method1_ObservedQuality,2,Q2,19,83046.18000000001,0.0874175745279235,0.08789159931906593,0.07478459054300088,0.04178996040135373,0.21959909966259114,0.09669891041269627
2012,Industrials,Method1_ObservedQuality,3,Q3,19,66614.73,0.2091100449596331,0.200192964565887,0.19385153681442285,0.1536813206458504,0.06470508217463099,0.10533245638420044
2012,Industrials,Method1_ObservedQuality,4,Q4,19,207852.86000000002,0.3186744251960674,0.3061634554222021,0.30727005113051287,0.440815551111445,0.013634777719396644,0.09356936136678498
2012,Industrials,Method1_ObservedQuality,5,Q5,19,509191.38,0.6814524988629934,0.625390431574138,0.6653908021624355,0.9154310478567677,0.0003687265733212568,0.11189835028198326
2012,Industrials,Method2_LatentQuality,1,Q1,20,266912.33,-0.3578229736325612,-0.3016135365470414,-0.37671815307223633,0.007660300911020544,0.70094190219849,0.11816381011379054
2012,Industrials,Method2_LatentQuality,2,Q2,19,83673.34999999999,0.08710414074339365,0.08808644555125508,0.07306372639424372,0.04545846721635636,0.23088728618266421,0.10317878212888604
2012,Industrials,Method2_LatentQuality,3,Q3,19,66614.73,0.2091100449596331,0.200192964565887,0.19385153681442285,0.1536813206458504,0.06470508217463099,0.10533245638420044
2012,Industrials,Method2_LatentQuality,4,Q4,19,207852.86000000002,0.3186744251960674,0.3061634554222021,0.30727005113051287,0.440815551111445,0.013634777719396644,0.09356936136678498
2012,Industrials,Method2_LatentQuality,5,Q5,19,509191.38,0.6814524988629934,0.625390431574138,0.6653908021624355,0.9154310478567677,0.0003687265733212568,0.11189835028198326
2012,Industrials,Method3_ConservativeQuality,1,Q1,20,269323.13,-0.3565853574065297,-0.2995789033362436,-0.37837761441616846,0.016710881840453155,0.7147431570009259,0.13067336238165522
2012,Industrials,Method3_ConservativeQuality,2,Q2,19,45415.62,0.08664776980602833,0.08635981637694856,0.07466081705226331,0.044177096639722094,0.22249187247155966,0.0939592413218983
2012,Industrials,Method3_ConservativeQuality,3,Q3,19,102461.66,0.20826366197486001,0.19977787457093263,0.1940012475710687,0.1454357639283451,0.05857285925159239,0.10138404743554115
2012,Industrials,Method3_ConservativeQuality,4,Q4,19,207852.86000000002,0.3186744251960674,0.3061634554222021,0.30727005113051287,0.440815551111445,0.013634777719396644,0.09356936136678498
2012,Industrials,Method3_ConservativeQuality,5,Q5,19,509191.38,0.6814524988629934,0.625390431574138,0.6653908021624355,0.9154310478567677,0.0003687265733212568,0.11189835028198326
2012,Industrials,Method4_ProbabilisticQuality,1,Q1,19,267396.11,-0.3782145399902073,-0.3186149116287381,-0.39930715827569213,0.011730648191335421,0.7317588790080556,0.1279257533110095
2012,Industrials,Method4_ProbabilisticQuality,5,Q5,19,521759.05,0.6805765582008013,0.6252550387517369,0.664999936737735,0.931478084407174,0.0003483110502649989,0.10794002974349148
2012,Information Technology,Method1_ObservedQuality,1,Q1,9,7567.039999999999,-0.8666930970998671,-0.48036976534570525,-0.9228837350712098,0.025037625335016373,0.8892569572893255,0.24747429046635572
2012,Information Technology,Method1_ObservedQuality,2,Q2,9,5255.53,0.09613869772155005,0.09549540258811186,0.07965564378999364,0.06453391266709657,0.22301376384546673,0.11089530228054509
2012,Information Technology,Method1_ObservedQuality,3,Q3,9,25355.199999999997,0.18259978639899765,0.17469858806205174,0.16129619293181355,0.13671194167088352,0.11158298326108738,0.12634745714904616
2012,Information Technology,Method1_ObservedQuality,4,Q4,9,2830.2,0.27665480336621745,0.25057955069498533,0.24946433039472538,0.3359349917982003,0.07509105298476901,0.15176485075375815
2012,Information Technology,Method1_ObservedQuality,5,Q5,9,5200.36,0.6077676858461809,0.502610671506395,0.5638482739101599,0.7954635168781856,0.03007544691087151,0.20967298574450746
2012,Information Technology,Method2_LatentQuality,1,Q1,9,7652.25,-0.8645120759251009,-0.48181989989714125,-0.9132756360215214,0.007690015577679393,0.8741660251851162,0.22131586682858465
2012,Information Technology,Method2_LatentQuality,2,Q2,9,4185.3,0.09446983359689941,0.09687037726711087,0.06806127531706191,0.09176433427424495,0.24567353043738244,0.14512531863756936
2012,Information Technology,Method2_LatentQuality,3,Q3,9,26293.59,0.18447367905746412,0.17469139656205981,0.16243253062764174,0.1483614826862986,0.11813625817128291,0.13022488865510087
2012,Information Technology,Method2_LatentQuality,4,Q4,9,2826.91,0.27918709382657714,0.24426680832098077,0.24807927332950128,0.3187068513776075,0.07260480081558873,0.16278886512661972
2012,Information Technology,Method2_LatentQuality,5,Q5,9,5250.28,0.6028493456772392,0.5090057652528287,0.566083262702799,0.7911593044335519,0.018439589682149874,0.18669994714633797
2012,Information Technology,Method3_ConservativeQuality,1,Q1,9,7567.039999999999,-0.8666930970998671,-0.48036976534570525,-0.9228837350712098,0.025037625335016373,0.8892569572893255,0.24747429046635572
2012,Information Technology,Method3_ConservativeQuality,2,Q2,9,4270.51,0.09665085477166555,0.09542024271567481,0.07766937436675042,0.07441672451690796,0.2305825983331731,0.1189668949997983
2012,Information Technology,Method3_ConservativeQuality,3,Q3,9,26293.59,0.18447367905746412,0.17469139656205981,0.16243253062764174,0.1483614826862986,0.11813625817128291,0.13022488865510087
2012,Information Technology,Method3_ConservativeQuality,4,Q4,9,2826.91,0.27918709382657714,0.24426680832098077,0.24807927332950128,0.3187068513776075,0.07260480081558873,0.16278886512661972
2012,Information Technology,Method3_ConservativeQuality,5,Q5,9,5250.28,0.6028493456772392,0.5090057652528287,0.566083262702799,0.7911593044335519,0.018439589682149874,0.18669994714633797
2012,Information Technology,Method4_ProbabilisticQuality,1,Q1,9,7567.039999999999,-0.8666930970998671,-0.48036976534570525,-0.9228837350712098,0.025037625335016373,0.8892569572893255,0.24747429046635572
2012,Information Technology,Method4_ProbabilisticQuality,5,Q5,9,5200.36,0.6077676858461809,0.502610671506395,0.5638482739101599,0.7954635168781856,0.03007544691087151,0.20967298574450746
2012,Materials,Method1_ObservedQuality,1,Q1,7,5663.86,-1.2658028738281133,-1.1583612050713776,-1.2835386789974272,0.001223594536781992,0.9031364198939918,0.12232304858796146
2012,Materials,Method1_ObservedQuality,2,Q2,6,23621.35,-0.05543500984340708,-0.034721996044115834,-0.07785946466024918,0.021019341796229805,0.6089935195636144,0.1302076414559185
2012,Materials,Method1_ObservedQuality,3,Q3,6,119775.1,0.06141842028918043,0.06359129020271907,0.048738109996529284,0.030016804197754862,0.2894057256176863,0.09899804845588944
2012,Materials,Method1_ObservedQuality,4,Q4,6,82367.51000000001,0.21915749087757588,0.21501601899251863,0.212401676711465,0.11553335700484191,0.022531579059228937,0.06767819509908306
2012,Materials,Method1_ObservedQuality,5,Q5,7,239070.33000000002,0.49704001671923426,0.4728883404482125,0.48368406757722016,0.7279424019157144,0.013179254984183169,0.09337876825969522
2012,Materials,Method2_LatentQuality,1,Q1,7,5663.86,-1.2658028738281133,-1.1583612050713776,-1.2835386789974272,0.001223594536781992,0.9031364198939918,0.12232304858796146
2012,Materials,Method2_LatentQuality,2,Q2,6,23621.35,-0.05543500984340708,-0.034721996044115834,-0.07785946466024918,0.021019341796229805,0.6089935195636144,0.1302076414559185
2012,Materials,Method2_LatentQuality,3,Q3,6,119775.1,0.06141842028918043,0.06359129020271907,0.048738109996529284,0.030016804197754862,0.2894057256176863,0.09899804845588944
2012,Materials,Method2_LatentQuality,4,Q4,6,82367.51000000001,0.21915749087757588,0.21501601899251863,0.212401676711465,0.11553335700484191,0.022531579059228937,0.06767819509908306
2012,Materials,Method2_LatentQuality,5,Q5,7,239070.33000000002,0.49704001671923426,0.4728883404482125,0.48368406757722016,0.7279424019157144,0.013179254984183169,0.09337876825969522
2012,Materials,Method3_ConservativeQuality,1,Q1,7,7243.89,-1.2655447222240976,-1.151396045590248,-1.2893513771335325,0.010694375327800905,0.8893462199500213,0.14157932719164007
2012,Materials,Method3_ConservativeQuality,2,Q2,6,22041.32,-0.05573618671475864,-0.04284801543876684,-0.07107798350145983,0.009970097540041073,0.6250820861649137,0.10774198308496015
2012,Materials,Method3_ConservativeQuality,3,Q3,6,119775.1,0.06141842028918043,0.06359129020271907,0.048738109996529284,0.030016804197754862,0.2894057256176863,0.09899804845588944
2012,Materials,Method3_ConservativeQuality,4,Q4,6,82367.51000000001,0.21915749087757588,0.21501601899251863,0.212401676711465,0.11553335700484191,0.022531579059228937,0.06767819509908306
2012,Materials,Method3_ConservativeQuality,5,Q5,7,239070.33000000002,0.49704001671923426,0.4728883404482125,0.48368406757722016,0.7279424019157144,0.013179254984183169,0.09337876825969522
2012,Materials,Method4_ProbabilisticQuality,1,Q1,6,15809.949999999999,-1.4365005911112307,-1.3200178062165022,-1.450220052874937,1.1738090482197686e-05,0.93289001495669,0.10279529865717467
2012,Materials,Method4_ProbabilisticQuality,5,Q5,6,210256.45,0.5235516845986391,0.49559279081949364,0.5081518400370777,0.7762134405764648,0.015375797481547023,0.10404436854983797
2012,Real Estate,Method1_ObservedQuality,1,Q1,5,2255.11,-0.4974114185663988,-0.3875801015367124,-0.5321988811395154,0.045869953177770345,0.692519604994709,0.17351803301797397
2012,Real Estate,Method1_ObservedQuality,2,Q2,4,1394.59,0.002448221568544575,0.020952203812386324,-0.03653655465763555,0.08189800174796824,0.47819017824318494,0.19387067661192695
2012,Real Estate,Method1_ObservedQuality,3,Q3,4,2623.05,0.030202676370169025,0.0428677159393447,-0.0056439364495502,0.07983468139981022,0.2910849318673962,0.16493378816047882
2012,Real Estate,Method1_ObservedQuality,4,Q4,4,13808.989999999998,0.06984761679235073,0.0761179863679511,0.02427692801128538,0.11547595761714993,0.29360957000097265,0.20636529352388
2012,Real Estate,Method1_ObservedQuality,5,Q5,4,26166.54,0.1600616995940095,0.1597943914532577,0.15660357706857475,0.015364319417727075,0.05107985854757529,0.0349780861008162
2012,Real Estate,Method2_LatentQuality,1,Q1,5,1991.92,-0.49702871678572214,-0.39066465687389446,-0.5256677264459958,0.029749284332760705,0.6919728791486934,0.15394542054700594
2012,Real Estate,Method2_LatentQuality,2,Q2,4,1489.04,0.0047082198459724,0.019749912165597898,-0.025658718195646628,0.06546494478778672,0.36825143960452583,0.151786402771777
2012,Real Estate,Method2_LatentQuality,3,Q3,4,6604.45,0.0357181487084162,0.04738609354530635,0.007632220912527051,0.06303861398091962,0.3262559584068947,0.1454872909265995
2012,Real Estate,Method2_LatentQuality,4,Q4,4,5656.169999999999,0.06228823054304958,0.07566511776803647,0.008923788345066824,0.11751534388330717,0.2710719114202451,0.2256604026564212
2012,Real Estate,Method2_LatentQuality,5,Q5,4,30506.699999999997,0.15936723800178978,0.16078686826547667,0.13963877954382767,0.066704893586904,0.14906863653498287,0.1016795136310143
2012,Real Estate,Method3_ConservativeQuality,1,Q1,5,2777.65,-0.4821695934677276,-0.36546606508925217,-0.5364531739132868,0.0885802974080605,0.6339318280970744,0.2445276120763355
2012,Real Estate,Method3_ConservativeQuality,2,Q2,4,1239.18,0.002248705646152627,0.017679058965439323,-0.04698973475908967,0.10718713888939402,0.540889880880492,0.22071297875930518
2012,Real Estate,Method3_ConservativeQuality,3,Q3,4,9573.84,0.031077354146586723,0.043895857980695625,-0.01224168190100615,0.11560839793690195,0.43992952588647066,0.20806166103051554
2012,Real Estate,Method3_ConservativeQuality,4,Q4,4,6491.07,0.05012017356498592,0.0507204436142219,0.04664571953140978,0.0010251736507697494,0.15529999446663448,0.0476331446835131
2012,Real Estate,Method3_ConservativeQuality,5,Q5,4,26166.54,0.1600616995940095,0.1597943914532577,0.15660357706857475,0.015364319417727075,0.05107985854757529,0.0349780861008162
2012,Real Estate,Method4_ProbabilisticQuality,1,Q1,4,1991.3,-0.6185284258414633,-0.4885931297166108,-0.6488115059314322,0.02974867553913598,0.7400496120486019,0.15752868794392472
2012,Real Estate,Method4_ProbabilisticQuality,5,Q5,4,10287.74,0.043492447304655624,0.06618247535150175,-0.04089586815262378,0.20447771346961874,0.4407274508586617,0.3434935399105622
2013,Communication Services,Method1_ObservedQuality,1,Q1,5,164491.89,-0.02676240434574546,-0.021033000767206135,-0.03915741246522856,0.02789796853020282,0.40264159002078354,0.070254431879803
2013,Communication Services,Method1_ObservedQuality,2,Q2,4,197323.88,0.07390508016762194,0.07381061347646187,0.06468279531764665,0.0380757047164763,0.16420750235075854,0.07027072213630307
2013,Communication Services,Method1_ObservedQuality,3,Q3,4,2313.71,0.11869911053807558,0.11425986598202725,0.103529374095198,0.1079914435920862,0.16906456128480446,0.09794180647174154
2013,Communication Services,Method1_ObservedQuality,4,Q4,4,19520.83,0.22026359514653376,0.2103144979896542,0.20445593334817067,0.26159937500888564,0.08923829920035083,0.09896780712065897
2013,Communication Services,Method1_ObservedQuality,5,Q5,5,450772.17,0.4703853500931607,0.45944574454638454,0.4633866424711008,0.7821190289463494,0.0022431382248338,0.061332600488407565
2013,Communication Services,Method2_LatentQuality,1,Q1,5,164491.89,-0.02676240434574546,-0.021033078408897454,-0.03915586868927632,0.027897817677445202,0.40256323902107766,0.07024088634600244
2013,Communication Services,Method2_LatentQuality,2,Q2,4,197323.88,0.07390508016762194,0.07381071052857602,0.06468086559770635,0.03807589328242332,0.1643054411003909,0.07028765405355378
2013,Communication Services,Method2_LatentQuality,3,Q3,4,2313.71,0.11869911053807558,0.11425986598202725,0.103529374095198,0.1079914435920862,0.16906456128480446,0.09794180647174154
2013,Communication Services,Method2_LatentQuality,4,Q4,4,19520.83,0.22026359514653376,0.2103144979896542,0.20445593334817067,0.26159937500888564,0.08923829920035083,0.09896780712065897
2013,Communication Services,Method2_LatentQuality,5,Q5,5,450772.17,0.4703853500931607,0.45944574454638454,0.4633866424711008,0.7821190289463494,0.0022431382248338,0.061332600488407565
2013,Communication Services,Method3_ConservativeQuality,1,Q1,5,4640.93,-0.024758723100013,-0.019050328095653397,-0.04160275175341394,0.05226611324490281,0.44962913570399554,0.0895785770022415
2013,Communication Services,Method3_ConservativeQuality,2,Q2,4,348683.79000000004,0.07164127440956387,0.071485288832646,0.0667961093336135,0.011386747405321779,0.13943023794420262,0.054438416619048455
2013,Communication Services,Method3_ConservativeQuality,3,Q3,4,10804.76,0.11845831473896808,0.1141068497864022,0.10447273418946287,0.10422022000986574,0.1351073935873454,0.08961893058594803
2013,Communication Services,Method3_ConservativeQuality,4,Q4,4,19520.83,0.22026359514653376,0.2103144979896542,0.20445593334817067,0.26159937500888564,0.08923829920035083,0.09896780712065897
2013,Communication Services,Method3_ConservativeQuality,5,Q5,5,450772.17,0.4703853500931607,0.45944574454638454,0.4633866424711008,0.7821190289463494,0.0022431382248338,0.061332600488407565
2013,Communication Services,Method4_ProbabilisticQuality,1,Q1,4,3664.08,-0.04536034265915423,-0.03825302709919372,-0.0659874528155915,0.06533220743623504,0.5427146979125045,0.1035960734487626
2013,Communication Services,Method4_ProbabilisticQuality,5,Q5,4,430248.31,0.5070550611341291,0.49651787476829246,0.5007878596923925,0.8462672926536536,0.0015776798381133,0.05606290748368985
2013,Consumer Discretionary,Method1_ObservedQuality,1,Q1,8,4714.09,-0.7257297541887042,-0.504184130892864,-0.7545242190900386,0.019961108440452336,0.8210763316004165,0.13491302508281558
2013,Consumer Discretionary,Method1_ObservedQuality,2,Q2,7,16424.72,0.06849541070147429,0.06921127160995562,0.05873521585880144,0.03515023023826127,0.1451276703472946,0.0663171679469185
2013,Consumer Discretionary,Method1_ObservedQuality,3,Q3,8,21393.84,0.17585380229799563,0.1664596553525508,0.15762696334658818,0.19497637841194196,0.12797162019764408,0.10963201327906805
2013,Consumer Discretionary,Method1_ObservedQuality,4,Q4,7,49703.08,0.23572998528419503,0.21925216874691086,0.21535830438190087,0.3317239505015423,0.08959896356791221,0.11937590614798964
2013,Consumer Discretionary,Method1_ObservedQuality,5,Q5,8,360706.57999999996,0.5113813896276904,0.47247896044872534,0.49555060189428574,0.6475791377941886,0.007957291161059393,0.10021137017950701
2013,Consumer Discretionary,Method2_LatentQuality,1,Q1,8,4714.09,-0.7257297541887042,-0.504184130892864,-0.7545242190900386,0.019961108440452336,0.8210763316004165,0.13491302508281558
2013,Consumer Discretionary,Method2_LatentQuality,2,Q2,7,16424.72,0.06849541070147429,0.06921127160995562,0.05873521585880144,0.03515023023826127,0.1451276703472946,0.0663171679469185
2013,Consumer Discretionary,Method2_LatentQuality,3,Q3,8,21393.84,0.17585380229799563,0.1664596553525508,0.15762696334658818,0.19497637841194196,0.12797162019764408,0.10963201327906805
2013,Consumer Discretionary,Method2_LatentQuality,4,Q4,7,49703.08,0.23572998528419503,0.21925216874691086,0.21535830438190087,0.3317239505015423,0.08959896356791221,0.11937590614798964
2013,Consumer Discretionary,Method2_LatentQuality,5,Q5,8,360706.57999999996,0.5113813896276904,0.47247896044872534,0.49555060189428574,0.6475791377941886,0.007957291161059393,0.10021137017950701
2013,Consumer Discretionary,Method3_ConservativeQuality,1,Q1,8,4714.09,-0.7257297541887042,-0.504184130892864,-0.7545242190900386,0.019961108440452336,0.8210763316004165,0.13491302508281558
2013,Consumer Discretionary,Method3_ConservativeQuality,2,Q2,7,16424.72,0.06849541070147429,0.06921127160995562,0.05873521585880144,0.03515023023826127,0.1451276703472946,0.0663171679469185
2013,Consumer Discretionary,Method3_ConservativeQuality,3,Q3,8,21827.129999999997,0.1780517796758103,0.1666071478954488,0.15710903241452231,0.22898498243260024,0.1435307547465139,0.12117503098730126
2013,Consumer Discretionary,Method3_ConservativeQuality,4,Q4,7,49269.79,0.23321801113812116,0.2190836058407417,0.215950225447119,0.2928569744779329,0.07181709551206102,0.10618388591000884
2013,Consumer Discretionary,Method3_ConservativeQuality,5,Q5,8,360706.57999999996,0.5113813896276904,0.47247896044872534,0.49555060189428574,0.6475791377941886,0.007957291161059393,0.10021137017950701
2013,Consumer Discretionary,Method4_ProbabilisticQuality,1,Q1,7,3737.45,-0.8288693280739189,-0.5769152328827449,-0.8584491394084157,0.01429317568970607,0.8718356908335255,0.13547858969979718
2013,Consumer Discretionary,Method4_ProbabilisticQuality,5,Q5,7,359616.77999999997,0.545473863090144,0.5014127179005615,0.5277765228461904,0.7009813673907479,0.009091870883230222,0.10842711315374164
2013,Consumer Staples,Method1_ObservedQuality,1,Q1,6,32795.34,-0.08227279095949179,-0.07037009234446502,-0.10041156573027388,0.036073002355953475,0.6621762642852477,0.10792881574717002
2013,Consumer Staples,Method1_ObservedQuality,2,Q2,5,54529.37,0.041317188514003525,0.044391687769317165,0.0241233236411397,0.057785139665922726,0.30566515389026905,0.10217599510746642
2013,Consumer Staples,Method1_ObservedQuality,3,Q3,5,113013.70999999999,0.09917908074352384,0.09644151706252242,0.08357999737857949,0.07679717327676022,0.19311273100578172,0.09777323335599286
2013,Consumer Staples,Method1_ObservedQuality,4,Q4,5,25696.51,0.1616920844838962,0.15717660313083262,0.15013023513119933,0.1324547627730341,0.10340802776794453,0.08683430242018209
2013,Consumer Staples,Method1_ObservedQuality,5,Q5,6,59648.83,0.271904526385397,0.26250403703322345,0.261550300480083,0.3714502589295505,0.03238007108889258,0.07289933570390776
2013,Consumer Staples,Method2_LatentQuality,1,Q1,6,32795.34,-0.08227279095949179,-0.07037009234446502,-0.10041156573027388,0.036073002355953475,0.6621762642852477,0.10792881574717002
2013,Consumer Staples,Method2_LatentQuality,2,Q2,5,54529.37,0.041317188514003525,0.044391687769317165,0.0241233236411397,0.057785139665922726,0.30566515389026905,0.10217599510746642
2013,Consumer Staples,Method2_LatentQuality,3,Q3,5,113013.70999999999,0.09917908074352384,0.09644151706252242,0.08357999737857949,0.07679717327676022,0.19311273100578172,0.09777323335599286
2013,Consumer Staples,Method2_LatentQuality,4,Q4,5,25696.51,0.1616920844838962,0.15717660313083262,0.15013023513119933,0.1324547627730341,0.10340802776794453,0.08683430242018209
2013,Consumer Staples,Method2_LatentQuality,5,Q5,6,59648.83,0.271904526385397,0.26250403703322345,0.261550300480083,0.3714502589295505,0.03238007108889258,0.07289933570390776
2013,Consumer Staples,Method3_ConservativeQuality,1,Q1,6,27681.909999999996,-0.08195624516064591,-0.06922397564133174,-0.10362635487485515,0.04964117677951885,0.6661297601731402,0.11853336880799481
2013,Consumer Staples,Method3_ConservativeQuality,2,Q2,5,59642.8,0.040937333555388464,0.04301634772555724,0.027981070614637216,0.04150333035764429,0.300920958824798,0.08945053143447665
2013,Consumer Staples,Method3_ConservativeQuality,3,Q3,5,36417.89,0.1018103810716235,0.0983261259237628,0.08333426595549226,0.10344983820000157,0.22204968010660506,0.1101291206332432
2013,Consumer Staples,Method3_ConservativeQuality,4,Q4,5,102292.32999999999,0.15906078415579653,0.15529199426959223,0.15037596655428656,0.10580209784979275,0.07447107866712119,0.07447841514293174
2013,Consumer Staples,Method3_ConservativeQuality,5,Q5,6,59648.83,0.271904526385397,0.26250403703322345,0.261550300480083,0.3714502589295505,0.03238007108889258,0.07289933570390776
2013,Consumer Staples,Method4_ProbabilisticQuality,1,Q1,5,8490.400000000001,-0.1009962061966763,-0.0868760908015031,-0.1229755670469765,0.048314216407391954,0.7137809564284109,0.11811381950533688
2013,Consumer Staples,Method4_ProbabilisticQuality,5,Q5,5,47230.63,0.2532074405643253,0.24072245560283267,0.2325303359252783,0.44893590824190743,0.10273505561424874,0.11168285411650125
2013,Energy,Method1_ObservedQuality,1,Q1,5,15346.17,-0.9810113420424589,-0.9223477921318345,-0.9959205391517554,0.00030159854848998415,0.9914056455131736,0.09452208120604169
2013,Energy,Method1_ObservedQuality,2,Q2,5,4289.910000000001,-0.18789775601386233,-0.17190299166541828,-0.20143303858442874,0.004434321410175175,0.803811630308551,0.0942262455449348
2013,Energy,Method1_ObservedQuality,3,Q3,5,26919.440000000002,-0.03290575538354258,-0.0266384912213469,-0.0457768043733888,0.0261004254080759,0.5465058852925486,0.09260191885871286
2013,Energy,Method1_ObservedQuality,4,Q4,5,64163.2,0.16498591946838062,0.1545170369722384,0.1514873243951464,0.15027341038656272,0.07351517457537235,0.08525596100394216
2013,Energy,Method1_ObservedQuality,5,Q5,5,480484.86,0.43341799674454345,0.4136419738711311,0.42211016698676485,0.7551548612972308,0.0025000320177859157,0.08696855024824897
2013,Energy,Method2_LatentQuality,1,Q1,5,5093.29,-0.9712178871806281,-0.9311002754196688,-0.9795760818934787,1.4195644659764639e-11,0.9999593873304082,0.07259376751664598
2013,Energy,Method2_LatentQuality,2,Q2,5,14542.79,-0.19769121087569305,-0.1631505083775841,-0.2177774958427056,0.004735919944469514,0.7952578884913161,0.11615455923433052
2013,Energy,Method2_LatentQuality,3,Q3,5,26919.440000000002,-0.03290575538354258,-0.0266384912213469,-0.0457768043733888,0.0261004254080759,0.5465058852925486,0.09260191885871286
2013,Energy,Method2_LatentQuality,4,Q4,5,64163.2,0.16498591946838062,0.1545170369722384,0.1514873243951464,0.15027341038656272,0.07351517457537235,0.08525596100394216
2013,Energy,Method2_LatentQuality,5,Q5,5,480484.86,0.43341799674454345,0.4136419738711311,0.42211016698676485,0.7551548612972308,0.0025000320177859157,0.08696855024824897
2013,Energy,Method3_ConservativeQuality,1,Q1,5,15346.17,-0.9810113420424589,-0.9223477921318345,-0.9959205391517554,0.00030159854848998415,0.9914056455131736,0.09452208120604169
2013,Energy,Method3_ConservativeQuality,2,Q2,5,2507.12,-0.18678239960184878,-0.16810229087271708,-0.20347448212142924,0.0073572906690792805,0.7703141268175802,0.10754038507231045
2013,Energy,Method3_ConservativeQuality,3,Q3,5,28702.23,-0.03402111179555612,-0.03043919201404808,-0.04373536083638831,0.023177456149171792,0.5800033887835193,0.07928777933133721
2013,Energy,Method3_ConservativeQuality,4,Q4,5,64163.2,0.16498591946838062,0.1545170369722384,0.1514873243951464,0.15027341038656272,0.07351517457537235,0.08525596100394216
2013,Energy,Method3_ConservativeQuality,5,Q5,5,480484.86,0.43341799674454345,0.4136419738711311,0.42211016698676485,0.7551548612972308,0.0025000320177859157,0.08696855024824897
2013,Energy,Method4_ProbabilisticQuality,1,Q1,5,5093.29,-0.9712178871806281,-0.9311002754196688,-0.9795760818934787,1.4195644659764639e-11,0.9999593873304082,0.07259376751664598
