FormationYear,Sector,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_theta_conservative,avg_p_q5,avg_p_q1,avg_sigma_acc
2010,Industrials,Method3_ConservativeQuality,2,Q2,18,58410.59,0.07694815884401514,0.07872555327236186,0.060144024004571923,0.06194699143771733,0.20920422994316992,0.12648502737048611
2010,Industrials,Method3_ConservativeQuality,3,Q3,18,237710.91,0.15499729972112447,0.15235608807575463,0.14313833776107146,0.09135586596418625,0.08383608539485304,0.10751389130016728
2010,Industrials,Method3_ConservativeQuality,4,Q4,18,100039.43000000001,0.27786634002140903,0.2669194560256505,0.2644614744673396,0.2822503524488859,0.03087214531265201,0.11279664229416014
2010,Industrials,Method3_ConservativeQuality,5,Q5,19,256541.37,0.5492529952401055,0.5173526796073091,0.5358013398393253,0.7434847518904583,0.003469302922504688,0.11684447942501892
2010,Industrials,Method4_ProbabilisticQuality,1,Q1,18,353867.88,-0.2566863002002264,-0.2187660029017408,-0.2803843920868315,0.02098163994946371,0.7051832439484814,0.16098534322917132
2010,Industrials,Method4_ProbabilisticQuality,5,Q5,18,256049.89,0.5595297970156282,0.5262817639073355,0.5456715528801033,0.7548102434070145,0.0036550457776784373,0.11881479739299788
2010,Information Technology,Method1_ObservedQuality,1,Q1,8,2798.2999999999997,-0.4699767316531243,-0.41120868019950274,-0.49366275541562077,0.008941851004070417,0.8502407013050524,0.16384429348251078
2010,Information Technology,Method1_ObservedQuality,2,Q2,8,12702.07,0.024505066955935014,0.03918471365625462,-0.009360281378837414,0.09546967575624177,0.3702556902622428,0.1948215504065634
2010,Information Technology,Method1_ObservedQuality,3,Q3,7,11506.87,0.14751645144883696,0.14331535171114756,0.1232664388522465,0.1521559152674715,0.1713932459014918,0.16185976565210186
2010,Information Technology,Method1_ObservedQuality,4,Q4,8,2363.92,0.28320815846473124,0.2583242828292558,0.2594919933221862,0.31951271978427287,0.04883477082214827,0.15819393805324208
2010,Information Technology,Method1_ObservedQuality,5,Q5,8,13051.75,0.7935282188398669,0.6899660821314454,0.7576935280053803,0.8159936782852236,0.02156744635226415,0.20210392201051688
2010,Information Technology,Method2_LatentQuality,1,Q1,8,2798.2999999999997,-0.4699767316531243,-0.41120868019950274,-0.49366275541562077,0.008941851004070417,0.8502407013050524,0.16384429348251078
2010,Information Technology,Method2_LatentQuality,2,Q2,8,12702.07,0.024505066955935014,0.03918471365625462,-0.009360281378837414,0.09546967575624177,0.3702556902622428,0.1948215504065634
2010,Information Technology,Method2_LatentQuality,3,Q3,7,11506.87,0.14751645144883696,0.14331535171114756,0.1232664388522465,0.1521559152674715,0.1713932459014918,0.16185976565210186
2010,Information Technology,Method2_LatentQuality,4,Q4,8,2363.92,0.28320815846473124,0.2583242828292558,0.2594919933221862,0.31951271978427287,0.04883477082214827,0.15819393805324208
2010,Information Technology,Method2_LatentQuality,5,Q5,8,13051.75,0.7935282188398669,0.6899660821314454,0.7576935280053803,0.8159936782852236,0.02156744635226415,0.20210392201051688
2010,Information Technology,Method3_ConservativeQuality,1,Q1,8,2798.2999999999997,-0.4699767316531243,-0.41120868019950274,-0.49366275541562077,0.008941851004070417,0.8502407013050524,0.16384429348251078
2010,Information Technology,Method3_ConservativeQuality,2,Q2,8,12702.07,0.024505066955935014,0.03918471365625462,-0.009360281378837414,0.09546967575624177,0.3702556902622428,0.1948215504065634
2010,Information Technology,Method3_ConservativeQuality,3,Q3,7,11506.87,0.14751645144883696,0.14331535171114756,0.1232664388522465,0.1521559152674715,0.1713932459014918,0.16185976565210186
2010,Information Technology,Method3_ConservativeQuality,4,Q4,8,2363.92,0.28320815846473124,0.2583242828292558,0.2594919933221862,0.31951271978427287,0.04883477082214827,0.15819393805324208
2010,Information Technology,Method3_ConservativeQuality,5,Q5,8,13051.75,0.7935282188398669,0.6899660821314454,0.7576935280053803,0.8159936782852236,0.02156744635226415,0.20210392201051688
2010,Information Technology,Method4_ProbabilisticQuality,1,Q1,7,2654.85,-0.5162515726222122,-0.4557203109434531,-0.5382417976595782,0.005819982744786303,0.8785804769889409,0.15685728704271368
2010,Information Technology,Method4_ProbabilisticQuality,5,Q5,7,12804.98,0.8529016665308176,0.7362597753453226,0.8132526316961481,0.8508031964996204,0.024510333331895538,0.21667711034450882
2010,Materials,Method1_ObservedQuality,1,Q1,6,54420.579999999994,-1.714232331701358,-1.4356407669572528,-1.7384433733716236,0.0011222501308035394,0.925383066075773,0.16643028966361315
2010,Materials,Method1_ObservedQuality,2,Q2,6,92141.34,-0.06990054759999804,-0.04884035876192858,-0.09217946987953374,0.02908349927567447,0.5773460991860796,0.15270528503303735
2010,Materials,Method1_ObservedQuality,3,Q3,5,153607.02,0.01590639715121224,0.026776081739643458,-0.00724592045401404,0.05938109486868376,0.3510353321368357,0.15313195740502156
2010,Materials,Method1_ObservedQuality,4,Q4,6,92157.42,0.15016177327627708,0.1482279872079434,0.14120730191193218,0.06312349590270704,0.0993109786629746,0.08951557218408897
2010,Materials,Method1_ObservedQuality,5,Q5,6,139501.96,0.47571954152740314,0.4550913501728049,0.46705302835061296,0.627477311299541,0.0017644678552650032,0.08924122209788403
2010,Materials,Method2_LatentQuality,1,Q1,6,54420.579999999994,-1.714232331701358,-1.4356407669572528,-1.7384433733716236,0.0011222501308035394,0.925383066075773,0.16643028966361315
2010,Materials,Method2_LatentQuality,2,Q2,6,170898.46,-0.06967272009447639,-0.05100108557156627,-0.08891827180921826,0.020707333755609042,0.5767357891568761,0.1400976693831946
2010,Materials,Method2_LatentQuality,3,Q3,5,14667.2,0.0177122186196578,0.029059715435874024,-0.0032459144475758413,0.04649741463242062,0.3256207799593154,0.14382172519829461
2010,Materials,Method2_LatentQuality,4,Q4,6,152340.12,0.1484290945470508,0.14848568593738895,0.13461276550291823,0.08223606161965842,0.12110008217344509,0.10988171467287088
2010,Materials,Method2_LatentQuality,5,Q5,6,139501.96,0.47571954152740314,0.4550913501728049,0.46705302835061296,0.627477311299541,0.0017644678552650032,0.08924122209788403
2010,Materials,Method3_ConservativeQuality,1,Q1,6,54420.579999999994,-1.714232331701358,-1.4356407669572528,-1.7384433733716236,0.0011222501308035394,0.925383066075773,0.16643028966361315
2010,Materials,Method3_ConservativeQuality,2,Q2,6,92141.34,-0.06990054759999804,-0.04884035876192858,-0.09217946987953374,0.02908349927567447,0.5773460991860796,0.15270528503303735
2010,Materials,Method3_ConservativeQuality,3,Q3,5,153607.02,0.01590639715121224,0.026776081739643458,-0.00724592045401404,0.05938109486868376,0.3510353321368357,0.15313195740502156
2010,Materials,Method3_ConservativeQuality,4,Q4,6,92157.42,0.15016177327627708,0.1482279872079434,0.14120730191193218,0.06312349590270704,0.0993109786629746,0.08951557218408897
2010,Materials,Method3_ConservativeQuality,5,Q5,6,139501.96,0.47571954152740314,0.4550913501728049,0.46705302835061296,0.627477311299541,0.0017644678552650032,0.08924122209788403
2010,Materials,Method4_ProbabilisticQuality,1,Q1,5,34404.469999999994,-2.021102103643317,-1.6913554864595608,-2.047061268802176,0.0010987584033876274,0.9537752419538925,0.17322082439351882
2010,Materials,Method4_ProbabilisticQuality,5,Q5,5,138377.84,0.5187865180017697,0.4943887197320242,0.5088767612846621,0.7344279958963544,0.0021157246007360068,0.0968982643532765
2010,Real Estate,Method1_ObservedQuality,1,Q1,4,1002.56,-0.9503432841967331,-0.7256136015016273,-0.98719662889545,0.020555160606256152,0.8167705804798999,0.2061383373175515
2010,Real Estate,Method1_ObservedQuality,2,Q2,3,4335.5599999999995,0.03978722223666503,0.047153185517674,0.022952648636966198,0.05040989362285873,0.24918300689019837,0.12218711616897239
2010,Real Estate,Method1_ObservedQuality,3,Q3,3,5552.05,0.08979238817831416,0.094084185359204,0.03641353964805073,0.16206349231267236,0.2668923251188127,0.2755845622559357
2010,Real Estate,Method1_ObservedQuality,4,Q4,3,11894.470000000001,0.11717271812103093,0.11719822444497811,0.10959649600990413,0.03549709840688022,0.09074022829608663,0.08050049311333556
2010,Real Estate,Method1_ObservedQuality,5,Q5,4,16742.71,1.1206302756432784,0.8918086649449475,1.096103948822881,0.4627296224906889,0.045283555764541225,0.1368614147876216
2010,Real Estate,Method2_LatentQuality,1,Q1,4,1002.56,-0.9503432841967331,-0.7256136015016273,-0.98719662889545,0.020555160606256152,0.8167705804798999,0.2061383373175515
2010,Real Estate,Method2_LatentQuality,2,Q2,3,4335.5599999999995,0.03978722223666503,0.047153185517674,0.022952648636966198,0.05040989362285873,0.24918300689019837,0.12218711616897239
2010,Real Estate,Method2_LatentQuality,3,Q3,3,5552.05,0.08979238817831416,0.094084185359204,0.03641353964805073,0.16206349231267236,0.2668923251188127,0.2755845622559357
2010,Real Estate,Method2_LatentQuality,4,Q4,3,11894.470000000001,0.11717271812103093,0.11719822444497811,0.10959649600990413,0.03549709840688022,0.09074022829608663,0.08050049311333556
2010,Real Estate,Method2_LatentQuality,5,Q5,4,16742.71,1.1206302756432784,0.8918086649449475,1.096103948822881,0.4627296224906889,0.045283555764541225,0.1368614147876216
2010,Real Estate,Method3_ConservativeQuality,1,Q1,4,1002.56,-0.9503432841967331,-0.7256136015016273,-0.98719662889545,0.020555160606256152,0.8167705804798999,0.2061383373175515
2010,Real Estate,Method3_ConservativeQuality,2,Q2,3,975.95,0.05429516842494927,0.0638660411827396,-0.00010219704307170192,0.1503509435018658,0.37593769634683266,0.2893333587893163
2010,Real Estate,Method3_ConservativeQuality,3,Q3,3,8911.66,0.07528444199002993,0.0773713296941384,0.05946838532808863,0.06212244243366526,0.14013763566217838,0.10843831963559179
2010,Real Estate,Method3_ConservativeQuality,4,Q4,3,11894.470000000001,0.11717271812103093,0.11719822444497811,0.10959649600990413,0.03549709840688022,0.09074022829608663,0.08050049311333556
2010,Real Estate,Method3_ConservativeQuality,5,Q5,4,16742.71,1.1206302756432784,0.8918086649449475,1.096103948822881,0.4627296224906889,0.045283555764541225,0.1368614147876216
2010,Real Estate,Method4_ProbabilisticQuality,1,Q1,3,656.3399999999999,-1.2586868193563256,-0.9652854156043192,-1.298938068789699,0.01045770719028607,0.9318246826368606,0.2150402169677966
2010,Real Estate,Method4_ProbabilisticQuality,5,Q5,3,6652.6900000000005,1.4357172788890769,1.130637109189822,1.4030663051071723,0.6169728299875852,0.060378074352721633,0.17827049029811715
