FormationYear,Method,PortfolioNum,Portfolio,n_firms,total_marketcap,avg_theta_obs,avg_theta_post_mean,avg_p_q5,avg_p_median,avg_sigma_acc
2010,Method1_Raw,1,Q1,63,501070.10000000003,-0.5379163118699314,-0.3443686747235756,0.054748596691977396,0.13817540718946802,0.09491464720039217
2010,Method1_Raw,2,Q2,62,477072.39,0.03459740512129471,0.051218308917273234,0.10203536724317609,0.29657581990257575,0.0796928630973322
2010,Method1_Raw,3,Q3,62,988980.02,0.14222386428949813,0.13789973854003215,0.1352543509790494,0.504657483470889,0.07130943594617088
2010,Method1_Raw,4,Q4,62,689406.95,0.26763504026353463,0.24409496210435577,0.2637288949398285,0.7361877722991305,0.06318238134258983
2010,Method1_Raw,5,Q5,63,2103071.69,0.6704510193622414,0.536644997348959,0.6885416970251701,0.8723676618815729,0.08738328854468515
2010,Method2_PostMean,1,Q1,63,684101.7000000001,-0.5313970644035034,-0.34723264163081796,0.03987544319887323,0.11494300944011412,0.08385900601910547
2010,Method2_PostMean,2,Q2,62,274279.91,0.028151635629579706,0.054052256299198194,0.11057961562600663,0.31690504858735397,0.08749938911179461
2010,Method2_PostMean,3,Q3,62,886801.93,0.14299329421132873,0.137925511542268,0.14750244184005704,0.5012727664981466,0.0773488903378768
2010,Method2_PostMean,4,Q4,62,633465.41,0.27073118043457,0.23626766998914214,0.25506518770970454,0.7174169866978723,0.07407046464140132
2010,Method2_PostMean,5,Q5,63,2280952.2,0.666471015748649,0.5443976856423169,0.6914787364730317,0.8973973450457171,0.07409747020678538
2010,Method3_ProbQ5,1,Q1,63,1201542.94,-0.38566097586088294,-0.2549587195922243,0.011669056062596803,0.20179694472878654,0.04577618875909891
2010,Method3_ProbQ5,2,Q2,62,486968.61,-0.02061242189430752,0.023699606176055436,0.07076595876600385,0.34287293775526995,0.06995050183948674
2010,Method3_ProbQ5,3,Q3,62,379046.66,0.08934070277154281,0.11382169868483503,0.1745488011126275,0.4987823736532626,0.09196096111254677
2010,Method3_ProbQ5,4,Q4,62,404409.14999999997,0.2243972778443402,0.19743744376103495,0.29575582038354453,0.6096694759063609,0.11445521464952858
2010,Method3_ProbQ5,5,Q5,63,2287633.79,0.6671243588939965,0.5439297117138557,0.6922050160639545,0.8934758049482466,0.0753267655993262
2010,Method4_ProbMedian,1,Q1,63,716549.56,-0.4918112475002986,-0.32971725158379,0.02266921846672532,0.09848618743997357,0.0666644291444098
2010,Method4_ProbMedian,2,Q2,62,266712.44,-0.006245975686247339,0.0395060801795733,0.10287266712475937,0.32405364390445957,0.09039158829688028
2010,Method4_ProbMedian,3,Q3,62,473687.14,0.14994074676104255,0.13733299619266864,0.207251571832271,0.49241391660602707,0.10842758379414955
2010,Method4_ProbMedian,4,Q4,62,1095026.8,0.3234507377072495,0.26106779075126013,0.3117199334597797,0.7072636805813812,0.08007826080750009
2010,Method4_ProbMedian,5,Q5,63,2207625.21,0.6020169019024741,0.5173742223229173,0.6017133820155828,0.9255294172501959,0.051947940636046984
2011,Method1_Raw,1,Q1,65,535274.47,-0.6651320626156536,-0.4280732555151248,0.11141341216150666,0.19600747634566648,0.09058885733375684
2011,Method1_Raw,2,Q2,64,380291.48,0.05819580131910903,0.07099672375111754,0.18087624068414745,0.3580597847636391,0.07687556675994772
2011,Method1_Raw,3,Q3,65,646445.24,0.16369084887467747,0.1563254618777481,0.23175064871050097,0.49911924260632723,0.06823753107876958
2011,Method1_Raw,4,Q4,64,1497818.03,0.2784963967247076,0.2551379537139444,0.3438485304285333,0.6736643307723649,0.060630838612445274
2011,Method1_Raw,5,Q5,65,2678959.44,0.7730820381510342,0.630253983947658,0.6726863446812942,0.8165893014539455,0.08216821167515378
2011,Method2_PostMean,1,Q1,65,545294.63,-0.6631472679747984,-0.43046302015900845,0.09896103944786709,0.1846008803963914,0.0836265607976796
2011,Method2_PostMean,2,Q2,64,371243.7,0.056250054375571804,0.07340382548562387,0.18972481445117337,0.36837209181291364,0.0820111081172125
2011,Method2_PostMean,3,Q3,65,674897.22,0.16518757659855193,0.15552055406306278,0.24867743182743232,0.4929464854979571,0.07564748869066479
2011,Method2_PostMean,4,Q4,64,1446745.83,0.28931052658472933,0.2492474076921001,0.3340819145651082,0.6483398119948061,0.07141396038810598
2011,Method2_PostMean,5,Q5,65,2700607.28,0.7608685695300735,0.6368785092429905,0.6691158526498416,0.8489499091363629,0.06604678997614766
2011,Method3_ProbQ5,1,Q1,65,975899.9500000001,-0.5260814440621264,-0.3464563545134733,0.04434849312953193,0.21435186085830574,0.04569641988219353
2011,Method3_ProbQ5,2,Q2,64,349048.39,-0.0016709212088678429,0.04180469431486451,0.17079206751327242,0.40250102356009954,0.06951456809327489
2011,Method3_ProbQ5,3,Q3,65,638020.04,0.12087653498635804,0.1355605062368666,0.27942472799180035,0.5022544059168171,0.085779123245374
2011,Method3_ProbQ5,4,Q4,64,1103019.04,0.24336208045136587,0.21945771262811817,0.37281188698983575,0.5979796829071716,0.10112250059976005
2011,Method3_ProbQ5,5,Q5,65,2672801.24,0.7703852178440478,0.6332762741778583,0.6734884500167795,0.8258724948677224,0.07689809615209599
2011,Method4_ProbMedian,1,Q1,65,696966.06,-0.6242010293334717,-0.4133493771819215,0.06033776043539262,0.1546451865589868,0.06279654013189777
2011,Method4_ProbMedian,2,Q2,64,381116.56,0.021598098449104156,0.05848081832075576,0.20149378503416834,0.3875644377578816,0.0889655528971939
2011,Method4_ProbMedian,3,Q3,65,279690.48,0.1746136891010701,0.1571253101437876,0.3054216339401479,0.4985423238276625,0.10100910715974641
2011,Method4_ProbMedian,4,Q4,64,1722479.32,0.31765514989000115,0.26181276438677914,0.3513832524280891,0.6307717115738487,0.07452110797494994
2011,Method4_ProbMedian,5,Q5,65,2658536.24,0.7187065151209445,0.6204814891096726,0.6223718566181781,0.8717105075127284,0.051608393534742864
2012,Method1_Raw,1,Q1,68,555169.86,-0.5854224991858419,-0.3768416616956249,0.039983718468934074,0.09999553748556711,0.08510393711885628
2012,Method1_Raw,2,Q2,67,678040.76,0.05342148372392234,0.06262516889111541,0.08896305748737147,0.2525412333198146,0.07132129678726955
2012,Method1_Raw,3,Q3,67,390199.69,0.16338115279749116,0.1517261057058767,0.14846939491528685,0.47432733329174576,0.06612650638871846
2012,Method1_Raw,4,Q4,67,509730.08,0.2772685364469602,0.244622946613144,0.2891455711648268,0.7033838513818368,0.06828168722427062
2012,Method1_Raw,5,Q5,68,2684795.22,0.5866131410508617,0.47931002289557095,0.7009852517053163,0.8762467907629146,0.07539416474114982
2012,Method2_PostMean,1,Q1,68,555591.09,-0.5849233956167329,-0.37783324574064137,0.034832567676951094,0.0910363465836042,0.08156011246420151
2012,Method2_PostMean,2,Q2,67,671043.93,0.05292046471065898,0.0636145127597412,0.09525175365062194,0.26220472375720905,0.07536110411702873
2012,Method2_PostMean,3,Q3,67,251907.37,0.165540410634167,0.1487258592723174,0.1586000435828598,0.46479724263913447,0.07543589781992346
2012,Method2_PostMean,4,Q4,67,623063.35,0.2885545276696592,0.24151317310114553,0.2775837879147848,0.6865466043127118,0.072197041543883
2012,Method2_PostMean,5,Q5,68,2716329.87,0.5733601637598487,0.48534697895756446,0.7013502756456472,0.9016641841362144,0.06192732680170708
2012,Method3_ProbQ5,1,Q1,68,1028293.81,-0.4655919415262218,-0.3160146611191142,0.008776963664852803,0.07253707322228602,0.048282832692814
2012,Method3_ProbQ5,2,Q2,67,207436.08000000002,0.005376279465485191,0.050875971914562855,0.07310907923702792,0.3471805355444951,0.06454157585287
2012,Method3_ProbQ5,3,Q3,67,457590.86,0.11202616091226579,0.12548128398979047,0.17468029219229653,0.4747507118060672,0.08689404072336689
2012,Method3_ProbQ5,4,Q4,67,410600.59,0.25637706922078535,0.21758358924005988,0.3089609388134688,0.6238887979803747,0.0964286682418738
2012,Method3_ProbQ5,5,Q5,68,2714014.27,0.5853052517115225,0.48256002520734603,0.7024634299322559,0.8883665633847961,0.07070010407901436
2012,Method4_ProbMedian,1,Q1,68,996842.3300000001,-0.5373084221782505,-0.3567724417175734,0.0126900614877698,0.056574327388659834,0.05976446044184906
2012,Method4_ProbMedian,2,Q2,67,253515.79,0.011244532837099117,0.04662308302656632,0.09366210509910743,0.28691671381187867,0.08078888921067984
2012,Method4_ProbMedian,3,Q3,67,254093.95,0.16559415910396355,0.14539841281552093,0.19813397789568624,0.4730230592193003,0.09879141143774006
2012,Method4_ProbMedian,4,Q4,67,920267.08,0.30290173198792225,0.24878438150691912,0.3033235089753258,0.6719014979235777,0.07453856789102159
2012,Method4_ProbMedian,5,Q5,68,2393216.46,0.5526190667732562,0.4771419652512795,0.6607453045250615,0.9181025133831883,0.05305587178102098
2013,Method1_Raw,1,Q1,71,352310.49,-0.6098100105073614,-0.40238318883887797,0.0539212553802514,0.12987363812623862,0.08359451632404485
2013,Method1_Raw,2,Q2,70,622446.8200000001,0.02938019936175508,0.038878105053126964,0.09611102862271467,0.3032460359044557,0.06271911998269748
2013,Method1_Raw,3,Q3,70,413042.69,0.1236315916905404,0.1142267008251322,0.14154359349747483,0.4830791164968836,0.0607101228018747
2013,Method1_Raw,4,Q4,70,607721.02,0.23682295295883143,0.2078141823238093,0.2922837214547738,0.6984027629053511,0.061132363656817186
2013,Method1_Raw,5,Q5,70,3099639.09,0.5837856338416234,0.46555033312549593,0.7093716471928923,0.8888518415405127,0.06463496110404658
2013,Method2_PostMean,1,Q1,71,350065.89,-0.6083127890643019,-0.40319925425900943,0.04552201882932744,0.11866484188881889,0.07889123993944945
2013,Method2_PostMean,2,Q2,70,620748.96,0.027926239393365547,0.03963583663210194,0.11241245837922995,0.3208987078039378,0.07275637259998007
