Year,Ticker,firm_idx,sigma_mean,sigma_median,sigma_std,sigma_q05,sigma_q95,n_draws
2013,AAK.ST,3,0.01822556309625419,0.016241821996305875,0.008782425865564505,0.008609657664000825,0.03420553886429855,8000
2013,ABB.ST,4,0.05659948885968609,0.05379526960262368,0.018284066011863807,0.031931876673296306,0.09033765785781511,8000
2013,AFRY.ST,16,0.044931843473594156,0.04230609205040857,0.016104185114275877,0.023881735628645755,0.07468824461544987,8000
2013,AKRBP.OL,22,0.09224162621693979,0.08811749152870887,0.027504788942383025,0.05452211732939692,0.14277150900138663,8000
2013,ALFA.ST,25,0.04272048769193887,0.04008513092235347,0.014581174487989651,0.02367796561738881,0.07039471672379838,8000
2013,ALIVsdb.ST,28,0.013030538347284482,0.011357762749117498,0.007104159495432509,0.005261729304563275,0.025993367862175373,8000
2013,ALKb.CO,29,0.01347845726119693,0.012020329724792032,0.006983334416532927,0.005720653091313891,0.025839549994963323,8000
2013,ASPO.HE,51,0.039572115317576546,0.03593249473569708,0.018220489906287534,0.017035391889659884,0.0743173620479309,8000
2013,ASSAb.ST,52,0.03299002703883977,0.030217616963469703,0.013156086807648243,0.01723780474871438,0.05737588501998564,8000
2013,ATCOa.ST,53,0.04590781549762182,0.04340134743968337,0.015527986241918099,0.02555622005577241,0.0746970400261942,8000
2013,ATEA.OL,54,0.044958726126699475,0.04161607598972491,0.017107255800766285,0.02390673428946342,0.07707119406767633,8000
2013,ATRAV.HE,58,0.024705903447851767,0.02236003146293123,0.01074494678799976,0.012278997875069883,0.04454121490432152,8000
2013,ATRLJb.ST,59,0.021523629254235822,0.019443655514646378,0.010345642185955526,0.00965219270002707,0.040518443624119216,8000
2013,AUSS.OL,61,0.08273670539656111,0.07834702993555008,0.02743164845441465,0.046680295322776434,0.13394441981880623,8000
2013,AXFO.ST,63,0.03233513253355788,0.029394597585515263,0.014036125869963827,0.015436290684488142,0.05853964902299934,8000
2013,AZN.ST,64,0.03468663341403216,0.03127405871404761,0.016573056652865712,0.015595077928514181,0.06445092416451334,8000
2013,BAKKA.OL,68,0.1134444608149909,0.10934524486528391,0.03556617024023298,0.06399459028673851,0.17894497077627358,8000
2013,BAVA.CO,70,0.0967984932971422,0.09128619595229852,0.032823474005331144,0.054914619051327745,0.1588691835345582,8000
2013,BEIAb.ST,72,0.05118021172263421,0.04857025793342686,0.01826704768059189,0.02610857693984073,0.08501170226047038,8000
2013,BEIJb.ST,73,0.07436181190005851,0.07135989095811306,0.023501802565660958,0.04135840364764262,0.11734928962397795,8000
2013,BETSb.ST,80,0.07375976920743772,0.07055374038292829,0.025118142817712324,0.03946163850208248,0.12057751249271847,8000
2013,BILL.ST,86,0.047370821397802444,0.04478013765094782,0.01588431193422622,0.026383718921137684,0.07717947786674205,8000
2013,BIOGb.ST,90,0.1148065468040624,0.10878367138712998,0.04027072018391513,0.060761310399822376,0.18996784257155633,8000
2013,BITTI.HE,92,0.1325951773359748,0.1278966438518362,0.04039251313514126,0.07542910499657003,0.204712060745378,8000
2013,BMAX.ST,93,0.05862082496930882,0.054007454172180065,0.026202690083780636,0.024974136950646902,0.10738467807601039,8000
2013,BOL.ST,96,0.04884072630915457,0.04629854473167741,0.016648798923481856,0.02675433116242193,0.07959140144008423,8000
2013,BRGB.OL,109,0.02118082210492456,0.018537795775348108,0.011199038103576033,0.009160243542656819,0.04177172941313007,8000
2013,CARLb.CO,122,0.03229070129497482,0.02924539121903039,0.014849644668738277,0.014455261136350817,0.06008281596939844,8000
2013,CAST.ST,123,0.004461719130576542,0.003849208727525656,0.0025991054588642886,0.0017326225450286592,0.009305350041346855,8000
2013,CTY1S.HE,150,0.03464326953507081,0.03171894350940968,0.014185181494302474,0.018214484787319515,0.06134162316188173,8000
2013,DEMANT.CO,153,0.04184937186798374,0.03825282460631293,0.017442781189867213,0.021553685758964727,0.07494906659766261,8000
2013,DFDS.CO,154,0.04507995274203894,0.04242886378555945,0.015881224622825357,0.0242645633131807,0.07472019842422443,8000
2013,DIGIA.HE,155,0.04836722130161057,0.04479364290778569,0.018386600165331102,0.025614568140041438,0.08284287632316065,8000
2013,DIOS.ST,157,0.02512548621089855,0.022925471038335116,0.01078603489941699,0.012466713454418568,0.044804512382271657,8000
2013,DNO.OL,158,0.05851734830570419,0.05490158628918185,0.020727296711387427,0.03183793985866268,0.09652463099851634,8000
2013,DSV.CO,163,0.02108693549129631,0.01931733182835544,0.008971498828041663,0.010323373364185514,0.03799639228430656,8000
2013,EAST9.ST,167,0.11701402858755948,0.10943017999187717,0.0439509097420216,0.06006436046017953,0.20030441096958984,8000
2013,ELISA.HE,178,0.051184553466160014,0.04790349162055504,0.018256808035791203,0.02833398001503583,0.08543012534712256,8000
2013,ELUXb.ST,184,0.06026205864936064,0.05529430439529753,0.026967039162913483,0.026422565154722234,0.11129692987945944,8000
2013,EMBLA.CO,185,0.06337548122823278,0.05862643016742174,0.026980408491161394,0.029541416769782353,0.11391881678838418,8000
2013,EQNR.OL,203,0.03333439178431502,0.03039767425380368,0.013918827531137037,0.017056774860784163,0.059176083606398276,8000
2013,ERICb.ST,205,0.05910880586660314,0.05572130771569292,0.02007942849837566,0.03346116973998273,0.0965642503180261,8000
2013,ETTE.HE,208,0.04213782112651857,0.039130956894625604,0.017454541695712696,0.019561035257752872,0.074778156095456,8000
2013,EXL1V.HE,211,0.03339910340917154,0.03061562112545789,0.014406978458979891,0.015343700130082558,0.06127824064072585,8000
2013,FIA1S.HE,215,0.08730118123234877,0.0845044014835909,0.025169422725514128,0.05125173153758115,0.13297123147046572,8000
2013,FLS.CO,216,0.04167140756270123,0.0393481339367658,0.01351544918049877,0.024673206859360433,0.0667505663834069,8000
2013,FORTUM.HE,218,0.05596202995558297,0.05208621088180676,0.020157026484130425,0.03137857794258726,0.09463932856465604,8000
2013,FSKRS.HE,221,0.07151308006586507,0.06734051986049829,0.024425758323040364,0.039714088756968385,0.11717907529013634,8000
2013,GMAB.CO,228,0.18058945262476483,0.17495693859339595,0.05010698345490924,0.10949020100252692,0.27354707335556194,8000
2013,GN.CO,229,0.09040646504587935,0.08547930062711939,0.03321525933602853,0.04623480332967455,0.15209086581623737,8000
2013,GSFG.OL,234,0.07557699578865087,0.0713130167080514,0.024413571984821334,0.044291046501366296,0.1215929238818356,8000
2013,HEX.OL,247,0.06495295868012571,0.06200867656828846,0.01976126532971235,0.03827168006050081,0.10184721142477399,8000
2013,HHDC.CO,248,0.026175198411569185,0.024059592899974763,0.010761618241259787,0.013259107769483426,0.046630442634240744,8000
2013,HIAB.HE,249,0.01340783028059312,0.011893570392222812,0.0065813733401365385,0.0062230821991184045,0.025765762260998415,8000
2013,HKFOODS.HE,250,0.029117519829970722,0.026460241572792653,0.012393798769387863,0.014676915642856708,0.05244847184997752,8000
2013,HMb.ST,252,0.0769940089693492,0.07339362265493943,0.024532864967994145,0.04378256015338855,0.12149424778056943,8000
2013,HUH1V.HE,256,0.0304201388860938,0.028279959182251586,0.01156556354230974,0.015832229654678707,0.052597596733908736,8000
2013,JBTM.IC,274,0.035202041904294074,0.03280862481548369,0.013436999091780168,0.018411712298518904,0.06068948270486172,8000
2013,JM.ST,277,0.04118324877234605,0.0379045335961727,0.0165966008482227,0.02106100872436953,0.07229760289657314,8000
2013,KCRA.HE,287,0.035399633053634076,0.03286411275081243,0.01379215167139575,0.01786691250202376,0.06102402437311705,8000
2013,KEMIRA.HE,290,0.04768656913490142,0.045370018470856,0.017155372658629243,0.024362864497500636,0.07932424899921724,8000
2013,KESKOB.HE,292,0.05314530494600299,0.04931359007450657,0.02088931470414147,0.02745711436792991,0.092743216196682,8000
2013,KNEBV.HE,299,0.04926038282603722,0.04629563963130755,0.016383047582243508,0.0284650043388023,0.08046915071474828,8000
2013,KNOW.ST,300,0.055311874579882826,0.05118991348401898,0.022410534348628473,0.027757444133341757,0.09912859187482133,8000
2013,KOG.OL,302,0.07295154471692325,0.0701388713606368,0.022258982038694454,0.04176765848751272,0.11361099487658334,8000
2013,LIAB.ST,311,0.022975456267438063,0.021064907348963623,0.00968928848050237,0.01164057781669065,0.04078170475520683,8000
2013,LOOMIS.ST,317,0.06178867264146938,0.05760369811787898,0.026890659786950596,0.02512652221858127,0.11178692313517759,8000
2013,LSG.OL,318,0.057945802289104925,0.05405202585650143,0.02246182301407368,0.029530351267184913,0.09793908283800383,8000
2013,LUOTEA.HE,321,0.025027446907677556,0.02289029641953925,0.010520319592039383,0.012576412862497888,0.0449849908078329,8000
2013,MAERSKb.CO,322,0.04836158716947516,0.04551741547888388,0.016508672653438368,0.02683127182502866,0.0784717563176845,8000
2013,MEDIVIR.ST,330,0.18886429519714237,0.18269157715780676,0.05143978698283362,0.11681908874307699,0.28316303845248914,8000
2013,MEKKO.HE,331,0.053351270813412954,0.050121519035614626,0.01860989053136162,0.029497574472074798,0.0881421183123491,8000
2013,MEKO.ST,332,0.04596869277320213,0.04276926278994658,0.017021735704830704,0.02463033495355715,0.0772926416939549,8000
2013,METSB.HE,334,0.05791999290415684,0.055280474850287795,0.019358893657390394,0.03132436092701667,0.09364926468859616,8000
2013,METSO.HE,335,0.07472916235928984,0.07217673070632868,0.020742636170270317,0.04599814528751213,0.11320365678796657,8000
2013,MOWI.OL,340,0.09246047785138829,0.08832767911323648,0.02956002483354377,0.0523026909767443,0.1484156380717072,8000
2013,MYCR.ST,347,0.039959043325453726,0.036552157506136024,0.016406853807979484,0.020013389141070634,0.07096337464463001,8000
2013,NCCb.ST,352,0.08036768526395274,0.07736816848423281,0.021993101023114137,0.049877101848507056,0.12158375019540799,8000
2013,NESTE.HE,356,0.05680258422346596,0.05298649436168455,0.020912511459180744,0.029811935713014735,0.09593841597234908,8000
2013,NEWAb.ST,360,0.06001792168732734,0.056718590770521084,0.01992389385191062,0.034315818528000405,0.09747763754519614,8000
2013,NHY.OL,362,0.022786147253556637,0.020935101620384547,0.00977542776518594,0.01058654775728159,0.041504544992290865,8000
2013,NIBEb.ST,363,0.038176158944752465,0.03549454910034271,0.014578377556139322,0.01931816360073661,0.06569204480226598,8000
2013,NKT.CO,368,0.020180065640644076,0.018339072901278442,0.008730105710750379,0.010071257262732463,0.03634950520546119,8000
2013,NMAN.ST,371,0.032303520907053754,0.029919868655110538,0.012705851379236443,0.016748243229815326,0.05594767423828758,8000
