Split,PortfolioStrategy,StrategyLabel,Method,MethodLabel,StartDate,EndDate,NMonths,TotalCumulativeReturn,TotalCumulativeReturnPct
All,LongShort,Long-short,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,1.3725859728691532,137.25859728691532
All,LongShort,Long-short,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,1.3233789482062077,132.33789482062076
All,LongShort,Long-short,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,2.0732157219861715,207.32157219861716
All,LongShort,Long-short,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,1.5291832068901803,152.91832068901803
All,Q5,Long-only Q5,Method1_ObservedQuality,Observed Quality,2010-07-31,2026-03-31,189,6.763140662339281,676.3140662339281
All,Q5,Long-only Q5,Method2_LatentQuality,Latent Quality,2010-07-31,2026-03-31,189,7.041911813362409,704.1911813362409
All,Q5,Long-only Q5,Method3_ConservativeQuality,Conservative Quality,2010-07-31,2026-03-31,189,6.881931280106064,688.1931280106064
All,Q5,Long-only Q5,Method4_ProbabilisticQuality,Probabilistic Quality,2010-07-31,2026-03-31,189,6.666092415796575,666.6092415796575
