PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
LongShort,CAPM,Method1_ObservedQuality,0.10064943124823714,0.008387452604019761,2.6163326516531953,0.009614350357675994,0.02965791900398529,189
LongShort,FF3,Method1_ObservedQuality,0.12271191605855473,0.010225993004879561,3.6518037193177584,0.00033885535931399424,0.2846705076175504,189
LongShort,FF3+MOM,Method1_ObservedQuality,0.05988786659176823,0.004990655549314019,1.5652456690578835,0.11924352312237252,0.3227826575462013,189
LongShort,FF5,Method1_ObservedQuality,0.0654412346933114,0.005453436224442616,2.468329081635033,0.014492692859761735,0.565447979587406,189
LongShort,FF5+MOM,Method1_ObservedQuality,0.03414973970882858,0.0028458116424023815,1.1408726778787959,0.25542190190790026,0.5758329909776673,189
LongShort,CAPM,Method2_LatentQuality,0.09520559642323247,0.007933799701936039,2.448262031838347,0.015277205029062824,0.02694444070201507,189
LongShort,FF3,Method2_LatentQuality,0.11785015094409979,0.009820845912008316,3.624986687856733,0.0003734102608081713,0.3113582933357387,189
LongShort,FF3+MOM,Method2_LatentQuality,0.06635030766648847,0.005529192305540706,1.7385700510176179,0.08378312618565675,0.3384024223126234,189
LongShort,FF5,Method2_LatentQuality,0.06278420132124365,0.005232016776770305,2.3950369449683264,0.017627808601146988,0.5984278845763793,189
LongShort,FF5+MOM,Method2_LatentQuality,0.041953129456377775,0.0034960941213648144,1.4248373577582663,0.15591675592134613,0.60328778280434,189
LongShort,CAPM,Method3_ConservativeQuality,0.1079382056073962,0.008994850467283017,2.9144767600839883,0.00399781187955095,0.029118110839743472,189
LongShort,FF3,Method3_ConservativeQuality,0.1289931317744423,0.010749427647870192,3.9041978537044706,0.00013234936566108857,0.2799435036402197,189
LongShort,FF3+MOM,Method3_ConservativeQuality,0.06408850841760858,0.005340709034800715,1.7100935336700807,0.08893419617157483,0.3228916802633749,189
LongShort,FF5,Method3_ConservativeQuality,0.07221190167173898,0.006017658472644915,2.7330755240522517,0.006890210873464975,0.5671108914839808,189
LongShort,FF5+MOM,Method3_ConservativeQuality,0.038442876673917825,0.003203573056159819,1.2904346261647521,0.19853679702819438,0.5798803729535615,189
LongShort,CAPM,Method4_ProbabilisticQuality,0.10652900963119954,0.00887741746926663,2.5353332884970365,0.0120528451941333,0.02813577876919482,189
LongShort,FF3,Method4_ProbabilisticQuality,0.1286650679055989,0.010722088992133241,3.4583765775921327,0.0006743937874797989,0.2781498465601606,189
LongShort,FF3+MOM,Method4_ProbabilisticQuality,0.06068255261631015,0.0050568793846925125,1.490498186968103,0.1378055486245513,0.3204640267399965,189
LongShort,FF5,Method4_ProbabilisticQuality,0.07073593942410848,0.005894661618675707,2.4674268760294997,0.014528056406394763,0.5479744537478932,189
LongShort,FF5+MOM,Method4_ProbabilisticQuality,0.034646895117286844,0.002887241259773904,1.1163951219534183,0.2657247742990805,0.5610718507697523,189
