PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
LongShort,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.002619618263965359,-0.00021830152199711324,-0.049456514251755256,0.9605818920923566
LongShort,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,0.006583709710021193,0.0005486424758350994,0.12911934055901206,0.8973326271082849
LongShort,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0041033225572998325,0.0003419435464416527,0.07543003338856157,0.9399128947156454
LongShort,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.0020985874196475275,-0.0001748822849706273,-0.04634462301380854,0.9630605766780795
LongShort,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,0.005282056095579194,0.0004401713412982662,0.11528007044482748,0.9082856707582057
LongShort,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0038253665624530427,0.0003187805468710869,0.08029370616979205,0.9360470751181822
LongShort,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.004630558502844585,0.00038587987523704874,0.08525564219765645,0.9321045186955343
LongShort,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.005546851153418606,-0.0004622375961182172,-0.10062182718248,0.9199054654344831
LongShort,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0013458654928418135,0.0001121554577368178,0.02396396224437433,0.9808943431607107
LongShort,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.0005483806300259075,-4.5698385835492294e-05,-0.015772651451037355,0.9874243609699704
LongShort,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,0.004112927932082902,0.0003427439943402418,0.11583567296751357,0.9078463059844482
LongShort,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0033785916523408005,0.0002815493043617334,0.09355919771299695,0.9255105170003703
LongShort,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,0.006269588393023263,0.0005224656994186052,0.14078344599522222,0.8881188960146675
LongShort,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.006540311651521755,-0.0005450259709601462,-0.1464518906394515,0.8836457398764743
LongShort,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008407963575790441,7.0066363131587e-05,0.018703893600525833,0.9850875701036326
