Method,Portfolio,Date,n_firms,n_exchanges,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,cash_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
Method3_ConservativeQuality,Q5,2010-10-31,60,4,1.0,1.0,0.17719593330680042,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-10-31,58,4,1.0000000000000002,1.0,0.34088593865222,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2010-10-31,59,4,1.0000000000000002,1.0,0.17930016457592374,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-11-30,61,4,0.9999999999999999,1.0,0.3407815624654511,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2010-11-30,60,4,0.9999999999999998,0.9999999999999999,0.20729703962674942,0.1,0.0,0.3944073645476689,4,2,False
Method1_ObservedQuality,Q3,2010-11-30,59,4,1.0,1.0,0.18872897854511328,0.1,0.0,0.3952801053690761,4,3,False
Method1_ObservedQuality,Q4,2010-11-30,60,4,1.0,0.9999999999999999,0.21720132761278385,0.1,0.0,0.38034553895106604,4,3,False
Method1_ObservedQuality,Q5,2010-11-30,61,4,1.0000000000000004,1.0,0.17093550872172092,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2010-11-30,60,4,1.0,1.0,0.3426756280619762,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q2,2010-11-30,61,4,1.0,1.0,0.19983821720239664,0.1,0.0,0.3879910561924782,4,2,False
Method2_LatentQuality,Q3,2010-11-30,59,4,1.0,1.0,0.23502735802944502,0.1,0.0,0.39525149038077445,4,2,False
Method2_LatentQuality,Q4,2010-11-30,61,4,1.0000000000000002,1.0,0.2352793574796257,0.1,0.0,0.38898391502179874,4,3,False
Method2_LatentQuality,Q5,2010-11-30,60,4,1.0000000000000002,1.0,0.15464071886313008,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-11-30,61,4,1.0,1.0,0.34085262895831714,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q2,2010-11-30,60,4,0.9999999999999999,1.0000000000000002,0.20397757517069715,0.1,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q3,2010-11-30,59,4,1.0,1.0,0.2321726719758376,0.1,0.0,0.39308203446659584,4,2,False
Method3_ConservativeQuality,Q4,2010-11-30,61,4,1.0000000000000002,0.9999999999999999,0.19053148744538131,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q5,2010-11-30,60,4,1.0000000000000002,0.9999999999999999,0.1689488849969858,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2010-11-30,58,4,1.0,1.0,0.34301761684355175,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2010-11-30,59,4,1.0,1.0,0.1708943319524216,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2010-12-31,61,4,1.0,0.9999999999999999,0.3297206149778463,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2010-12-31,60,4,1.0,1.0,0.21046519267011501,0.1,0.0,0.3896678592231513,4,2,False
Method1_ObservedQuality,Q3,2010-12-31,59,4,1.0000000000000002,1.0,0.18828262718302333,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q4,2010-12-31,60,4,0.9999999999999999,1.0,0.21665861311653478,0.1,0.0,0.38738442727867517,4,3,False
Method1_ObservedQuality,Q5,2010-12-31,61,4,1.0,1.0,0.1685713484468904,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2010-12-31,60,4,1.0,1.0,0.33141921084412285,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q2,2010-12-31,61,4,0.9999999999999999,0.9999999999999999,0.20349841738044466,0.1,0.0,0.38414228615778623,4,2,False
Method2_LatentQuality,Q3,2010-12-31,59,4,1.0,1.0000000000000002,0.23341583484260905,0.1,0.0,0.3970008492044629,4,2,False
Method2_LatentQuality,Q4,2010-12-31,61,4,1.0,1.0,0.2327899872452107,0.1,0.0,0.39750369842812416,4,3,False
Method2_LatentQuality,Q5,2010-12-31,60,4,1.0,1.0,0.1522056657480664,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2010-12-31,61,4,1.0000000000000002,1.0000000000000002,0.3297731782471026,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q2,2010-12-31,60,4,1.0000000000000002,1.0,0.20178495517185505,0.1,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q3,2010-12-31,59,4,1.0,1.0,0.23261128457379365,0.1,0.0,0.3871690182255664,4,2,False
Method3_ConservativeQuality,Q4,2010-12-31,61,4,1.0,1.0,0.18823089438632204,0.1,0.0,0.4,4,4,False
