Method,Portfolio,Date,n_firms,n_exchanges,raw_weight_sum,ucits_weight_sum,max_raw_weight,max_ucits_weight,cash_weight,large_position_weight,n_large_positions,n_names_single_cap_binding,aggregate_cap_relaxed
Method4_ProbabilisticQuality,Q1,2012-03-31,61,4,0.9999999999999998,1.0,0.3934138533521732,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-03-31,63,4,1.0,1.0,0.17987509600066737,0.10000000000000002,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-04-30,65,4,1.0,1.0,0.3872197991653282,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q2,2012-04-30,65,4,1.0,1.0,0.26810205930375675,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-04-30,63,4,1.0000000000000002,1.0,0.24569030271055367,0.10000000000000002,0.0,0.4,4,3,False
Method1_ObservedQuality,Q4,2012-04-30,66,4,1.0,1.0000000000000002,0.18919893151543093,0.1,0.0,0.36863540081059015,4,2,False
Method1_ObservedQuality,Q5,2012-04-30,65,4,0.9999999999999997,1.0,0.16823461008267288,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2012-04-30,65,4,1.0,1.0,0.31259711921277056,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-04-30,65,4,0.9999999999999999,1.0,0.37115193855232675,0.10000000000000002,0.0,0.4,4,1,False
Method2_LatentQuality,Q3,2012-04-30,63,4,1.0,1.0,0.25466852320282213,0.10000000000000002,0.0,0.4,4,3,False
Method2_LatentQuality,Q4,2012-04-30,66,4,1.0,1.0,0.18961706883127383,0.1,0.0,0.3691616348786268,4,2,False
Method2_LatentQuality,Q5,2012-04-30,65,4,1.0,1.0,0.16649515543240617,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2012-04-30,65,4,1.0,1.0,0.5075806912455303,0.10000000000000002,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q2,2012-04-30,65,4,1.0,1.0,0.21291648963287646,0.1,0.0,0.3966967159108554,4,3,False
Method3_ConservativeQuality,Q3,2012-04-30,63,4,0.9999999999999999,1.0,0.24206085814514722,0.10000000000000002,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2012-04-30,66,4,1.0,1.0,0.20069698814121825,0.1,0.0,0.38346288223808755,4,2,False
Method3_ConservativeQuality,Q5,2012-04-30,65,4,0.9999999999999998,1.0,0.1667119852936944,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2012-04-30,61,4,1.0,0.9999999999999999,0.3876749127319171,0.1,0.0,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2012-04-30,63,4,1.0,1.0,0.17439175289100664,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-05-31,65,4,0.9999999999999999,1.0,0.3706113261600069,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q2,2012-05-31,65,4,0.9999999999999999,1.0,0.2662751595909705,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-05-31,63,4,1.0000000000000002,1.0,0.23360465388900498,0.10000000000000002,0.0,0.4,4,3,False
Method1_ObservedQuality,Q4,2012-05-31,66,4,1.0,1.0,0.13645322479489908,0.1,0.0,0.3713718985873765,4,2,False
Method1_ObservedQuality,Q5,2012-05-31,65,4,1.0,1.0,0.1670974593681899,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q1,2012-05-31,65,4,1.0000000000000002,1.0,0.29515614340005925,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-05-31,65,4,0.9999999999999999,1.0,0.3636452844823777,0.10000000000000002,0.0,0.4,4,1,False
Method2_LatentQuality,Q3,2012-05-31,63,4,1.0000000000000002,1.0,0.240401484318776,0.10000000000000002,0.0,0.4,4,3,False
Method2_LatentQuality,Q4,2012-05-31,66,4,1.0,1.0,0.13739046844992,0.1,0.0,0.37292331249759847,4,2,False
Method2_LatentQuality,Q5,2012-05-31,65,4,1.0000000000000002,1.0,0.16537107224189213,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q1,2012-05-31,65,4,0.9999999999999999,1.0,0.4900850719506883,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ConservativeQuality,Q2,2012-05-31,65,4,0.9999999999999999,1.0,0.21298596559757316,0.1,0.0,0.3917261800542427,4,3,False
Method3_ConservativeQuality,Q3,2012-05-31,63,4,1.0000000000000002,1.0,0.22980507451464804,0.10000000000000002,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2012-05-31,66,4,0.9999999999999999,1.0,0.14534020339653872,0.1,0.0,0.3863582241996387,4,2,False
Method3_ConservativeQuality,Q5,2012-05-31,65,4,1.0000000000000002,1.0,0.16558561140416087,0.1,0.0,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2012-05-31,61,4,1.0,0.9999999999999999,0.36754478136762664,0.1,0.0,0.4,4,3,False
Method4_ProbabilisticQuality,Q5,2012-05-31,63,4,1.0000000000000002,0.9999999999999999,0.17389114943847633,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-06-30,65,4,1.0000000000000002,1.0,0.3670029389133983,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2012-06-30,65,4,1.0000000000000002,1.0,0.2808658934279633,0.1,0.0,0.3981518980943104,4,2,False
Method1_ObservedQuality,Q3,2012-06-30,63,4,1.0,1.0,0.2333458269391452,0.10000000000000002,0.0,0.4000000000000001,4,4,False
Method1_ObservedQuality,Q4,2012-06-30,66,4,1.0,1.0,0.12168164866794405,0.1,0.0,0.36480052494607673,4,2,False
Method1_ObservedQuality,Q5,2012-06-30,65,4,1.0000000000000002,1.0,0.1639512180408562,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q1,2012-06-30,65,4,1.0,1.0,0.29753438223605233,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-06-30,65,4,1.0,0.9999999999999999,0.38321896446979303,0.10000000000000002,0.0,0.4,4,1,False
Method2_LatentQuality,Q3,2012-06-30,63,4,1.0,1.0,0.2370659572140525,0.10000000000000002,0.0,0.4000000000000001,4,4,False
Method2_LatentQuality,Q4,2012-06-30,66,4,1.0000000000000002,1.0,0.12349192791284859,0.1,0.0,0.36801410537707113,4,2,False
Method2_LatentQuality,Q5,2012-06-30,65,4,1.0,1.0,0.1623539384317185,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q1,2012-06-30,65,4,1.0,1.0,0.4937614307221818,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ConservativeQuality,Q2,2012-06-30,65,4,0.9999999999999999,1.0,0.22137284358998072,0.1,0.0,0.39290031106877144,4,3,False
Method3_ConservativeQuality,Q3,2012-06-30,63,4,1.0000000000000002,1.0,0.22792870858921174,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method3_ConservativeQuality,Q4,2012-06-30,66,4,1.0,0.9999999999999999,0.13015903282060493,0.1,0.0,0.3801062059367659,4,2,False
Method3_ConservativeQuality,Q5,2012-06-30,65,4,1.0,1.0,0.16257470241786218,0.1,0.0,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2012-06-30,61,4,1.0,1.0,0.37697102274378813,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-06-30,63,4,0.9999999999999998,1.0,0.1700223958477228,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-07-31,65,4,1.0,1.0,0.36730946181171253,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2012-07-31,65,4,1.0,0.9999999999999999,0.2724912636583183,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-07-31,63,4,0.9999999999999999,1.0,0.23081811771521696,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method1_ObservedQuality,Q4,2012-07-31,66,4,1.0000000000000002,1.0,0.11801947881263834,0.09956196141968558,0.0,0.35415792832897963,4,1,False
Method1_ObservedQuality,Q5,2012-07-31,65,4,0.9999999999999999,1.0,0.16035760513585268,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2012-07-31,65,4,0.9999999999999999,1.0000000000000002,0.2924738135345758,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-07-31,65,4,0.9999999999999998,0.9999999999999999,0.37729565350078276,0.10000000000000002,0.0,0.4000000000000001,4,1,False
Method2_LatentQuality,Q3,2012-07-31,63,4,1.0,1.0,0.23561655794331465,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method2_LatentQuality,Q4,2012-07-31,66,4,1.0,1.0,0.11990252314740628,0.1,0.0,0.3587655810490948,4,1,False
Method2_LatentQuality,Q5,2012-07-31,65,4,1.0,1.0,0.15879010134079105,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2012-07-31,65,4,1.0,1.0,0.4944949642583416,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ConservativeQuality,Q2,2012-07-31,65,4,1.0,1.0,0.21609930056499418,0.1,0.0,0.39331837940544123,4,3,False
Method3_ConservativeQuality,Q3,2012-07-31,63,4,0.9999999999999999,1.0,0.2259028091112366,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method3_ConservativeQuality,Q4,2012-07-31,66,4,1.0,1.0,0.12648760968482242,0.1,0.0,0.37328198856350725,4,1,False
Method3_ConservativeQuality,Q5,2012-07-31,65,4,0.9999999999999999,1.0,0.1590333488327711,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2012-07-31,61,4,0.9999999999999994,1.0,0.36891579503910604,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-07-31,63,4,0.9999999999999998,1.0,0.16599702495518356,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-08-31,66,4,0.9999999999999999,1.0,0.372875961902767,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2012-08-31,65,4,0.9999999999999999,0.9999999999999999,0.27783468599534467,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-08-31,63,4,0.9999999999999999,1.0,0.21083993851096774,0.10000000000000002,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2012-08-31,66,4,1.0,1.0,0.1237477645190293,0.1,0.0,0.3555382885210303,4,2,False
Method1_ObservedQuality,Q5,2012-08-31,65,4,1.0,1.0,0.15450974725902814,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2012-08-31,66,4,1.0,1.0,0.3008284183311813,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-08-31,65,4,1.0,1.0,0.3821956171756934,0.10000000000000002,0.0,0.4000000000000001,4,1,False
Method2_LatentQuality,Q3,2012-08-31,63,4,0.9999999999999999,1.0,0.21363354659598607,0.10000000000000002,0.0,0.4,4,4,False
Method2_LatentQuality,Q4,2012-08-31,66,4,0.9999999999999999,0.9999999999999999,0.12620629359283178,0.1,0.0,0.35956379074741424,4,2,False
Method2_LatentQuality,Q5,2012-08-31,65,4,1.0,1.0,0.15301812845843513,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2012-08-31,66,4,1.0,1.0,0.49848894725492116,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ConservativeQuality,Q2,2012-08-31,65,4,0.9999999999999999,1.0,0.21972013721240605,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q3,2012-08-31,63,4,1.0,1.0,0.20632969454046418,0.10000000000000002,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q4,2012-08-31,66,4,0.9999999999999999,1.0,0.13239833928323402,0.1,0.0,0.36991593952562274,4,2,False
Method3_ConservativeQuality,Q5,2012-08-31,65,4,1.0,1.0,0.15322396233430036,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2012-08-31,62,4,1.0,1.0,0.3787392736463484,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-08-31,63,4,0.9999999999999998,1.0,0.16020243582661645,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-09-30,66,4,0.9999999999999999,1.0,0.3604214573281872,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2012-09-30,65,4,1.0,0.9999999999999998,0.2770782618681169,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-09-30,63,4,1.0,1.0,0.22070620083525372,0.10000000000000002,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2012-09-30,66,4,1.0,1.0,0.11806600479981044,0.09841109319276775,0.0,0.35849975067604545,4,2,False
Method1_ObservedQuality,Q5,2012-09-30,65,4,1.0,1.0,0.1641067066721027,0.1,0.0,0.4,4,4,False
Method2_LatentQuality,Q1,2012-09-30,66,4,1.0,1.0,0.28789276143557785,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-09-30,65,4,1.0,1.0,0.38548713165073384,0.10000000000000002,0.0,0.4000000000000001,4,1,False
Method2_LatentQuality,Q3,2012-09-30,63,4,1.0,1.0,0.2235010517126914,0.10000000000000002,0.0,0.4,4,4,False
Method2_LatentQuality,Q4,2012-09-30,66,4,1.0000000000000002,1.0000000000000002,0.1213789960558517,0.1,0.0,0.36436400717886325,4,2,False
Method2_LatentQuality,Q5,2012-09-30,65,4,1.0,1.0,0.16227558720578206,0.1,0.0,0.4,4,4,False
Method3_ConservativeQuality,Q1,2012-09-30,66,4,1.0,1.0,0.4842454729417172,0.1,0.0,0.39738871638327805,4,3,False
Method3_ConservativeQuality,Q2,2012-09-30,65,4,1.0,1.0,0.21912629324511573,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q3,2012-09-30,63,4,1.0,1.0,0.21555747753910107,0.10000000000000002,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2012-09-30,66,4,1.0,1.0,0.1275563832225983,0.1,0.0,0.37557528072054913,4,2,False
Method3_ConservativeQuality,Q5,2012-09-30,65,4,1.0,1.0,0.16247318641158995,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q1,2012-09-30,62,4,1.0,1.0,0.36311157323652793,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-09-30,63,4,0.9999999999999999,1.0,0.16982947976874296,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-10-31,66,4,1.0,1.0,0.3681746560547414,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2012-10-31,65,4,0.9999999999999998,1.0,0.27562480793080213,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-10-31,63,4,1.0,1.0,0.21292265008397038,0.10000000000000002,0.0,0.4,4,4,False
Method1_ObservedQuality,Q4,2012-10-31,66,4,1.0,1.0,0.12143009670574037,0.1,0.0,0.3593036826422682,4,2,False
Method1_ObservedQuality,Q5,2012-10-31,65,4,0.9999999999999999,1.0,0.1614768850230462,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q1,2012-10-31,66,4,1.0,1.0,0.29332435612862284,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-10-31,65,4,0.9999999999999999,1.0,0.3866973233853553,0.10000000000000002,0.0,0.4000000000000001,4,1,False
Method2_LatentQuality,Q3,2012-10-31,63,4,0.9999999999999999,1.0,0.214114675280376,0.10000000000000002,0.0,0.4,4,4,False
Method2_LatentQuality,Q4,2012-10-31,66,4,0.9999999999999999,1.0,0.12551679963088086,0.1,0.0,0.36628338779350333,4,2,False
Method2_LatentQuality,Q5,2012-10-31,65,4,1.0,1.0,0.15964030115773484,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q1,2012-10-31,66,4,1.0,1.0,0.4928166586727729,0.1,0.0,0.38662430017208815,4,3,False
Method3_ConservativeQuality,Q2,2012-10-31,65,4,0.9999999999999999,1.0,0.21813318141494417,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q3,2012-10-31,63,4,1.0,1.0,0.20713780607755866,0.10000000000000002,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q4,2012-10-31,66,4,1.0,1.0,0.13176293275869888,0.1,0.0,0.37722033377970754,4,2,False
Method3_ConservativeQuality,Q5,2012-10-31,65,4,1.0,1.0,0.15983084747827223,0.1,0.0,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2012-10-31,62,4,1.0,1.0,0.3687670964770076,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-10-31,63,4,1.0,0.9999999999999999,0.16706375694120115,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-11-30,66,4,1.0,1.0,0.3680729825464009,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2012-11-30,65,4,1.0,1.0,0.27961939932221824,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-11-30,63,4,1.0,0.9999999999999999,0.21324455550466154,0.10000000000000002,0.0,0.4000000000000001,4,4,False
Method1_ObservedQuality,Q4,2012-11-30,66,4,1.0000000000000002,1.0,0.12284571623065996,0.1,0.0,0.36353006575170377,4,2,False
Method1_ObservedQuality,Q5,2012-11-30,65,4,1.0,1.0,0.1561753300574509,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q1,2012-11-30,66,4,1.0,1.0,0.29043235507039844,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-11-30,65,4,1.0,0.9999999999999999,0.37027858426172144,0.10000000000000002,0.0,0.4000000000000001,4,1,False
Method2_LatentQuality,Q3,2012-11-30,63,4,1.0,1.0,0.2141495796521565,0.10000000000000002,0.0,0.4000000000000001,4,4,False
Method2_LatentQuality,Q4,2012-11-30,66,4,1.0,1.0,0.12709792136151182,0.1,0.0,0.37094320052367946,4,2,False
Method2_LatentQuality,Q5,2012-11-30,65,4,1.0,1.0,0.15436034031101123,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q1,2012-11-30,66,4,1.0,1.0,0.4841205568520046,0.1,0.0,0.3901004229246044,4,3,False
Method3_ConservativeQuality,Q2,2012-11-30,65,4,0.9999999999999999,1.0,0.2240560596553905,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q3,2012-11-30,63,4,1.0000000000000002,1.0000000000000002,0.20751613106315656,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ConservativeQuality,Q4,2012-11-30,66,4,1.0,1.0,0.13359734999151687,0.1,0.0,0.38257562453882393,4,2,False
Method3_ConservativeQuality,Q5,2012-11-30,65,4,0.9999999999999999,1.0,0.15448579065636286,0.1,0.0,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2012-11-30,62,4,1.0,1.0,0.35960467316755307,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-11-30,63,4,1.0,1.0,0.16176391186988412,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q1,2012-12-31,66,4,0.9999999999999999,1.0,0.3778652376212917,0.1,0.0,0.4,4,4,False
Method1_ObservedQuality,Q2,2012-12-31,65,4,1.0,1.0,0.2826523984336059,0.1,0.0,0.4,4,2,False
Method1_ObservedQuality,Q3,2012-12-31,63,4,1.0,1.0,0.20422654883844873,0.10000000000000002,0.0,0.4000000000000001,4,4,False
Method1_ObservedQuality,Q4,2012-12-31,66,4,0.9999999999999999,1.0,0.12814802418792592,0.1,0.0,0.36952835882921853,4,2,False
Method1_ObservedQuality,Q5,2012-12-31,65,4,1.0000000000000002,1.0,0.15205151721468219,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q1,2012-12-31,66,4,1.0,1.0,0.29940639008631387,0.1,0.0,0.4,4,3,False
Method2_LatentQuality,Q2,2012-12-31,65,4,1.0,1.0,0.37166099422350396,0.10000000000000002,0.0,0.4000000000000001,4,2,False
Method2_LatentQuality,Q3,2012-12-31,63,4,0.9999999999999999,1.0000000000000002,0.20598310262902364,0.10000000000000002,0.0,0.4000000000000001,4,4,False
Method2_LatentQuality,Q4,2012-12-31,66,4,1.0,1.0,0.13142662870150185,0.1,0.0,0.3753859881404428,4,2,False
Method2_LatentQuality,Q5,2012-12-31,65,4,1.0,1.0,0.15034623032766417,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q1,2012-12-31,66,4,1.0,1.0,0.49194066382730206,0.10000000000000002,0.0,0.4000000000000001,4,3,False
Method3_ConservativeQuality,Q2,2012-12-31,65,4,1.0,1.0,0.22653956171745798,0.1,0.0,0.4,4,3,False
Method3_ConservativeQuality,Q3,2012-12-31,63,4,1.0000000000000002,1.0,0.19938440248567169,0.10000000000000002,0.0,0.4000000000000001,4,4,False
Method3_ConservativeQuality,Q4,2012-12-31,66,4,1.0,0.9999999999999999,0.13831091058481884,0.1,0.0,0.38802522118123106,4,2,False
Method3_ConservativeQuality,Q5,2012-12-31,65,4,1.0,1.0,0.1504966271115985,0.1,0.0,0.4,4,3,False
Method4_ProbabilisticQuality,Q1,2012-12-31,62,4,1.0,1.0,0.3679581143966958,0.1,0.0,0.4,4,4,False
Method4_ProbabilisticQuality,Q5,2012-12-31,63,4,1.0000000000000002,1.0,0.15783251703874945,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q1,2013-01-31,69,4,0.9999999999999997,1.0,0.6044072936061613,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2013-01-31,67,4,1.0000000000000002,1.0,0.2681479214626535,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q3,2013-01-31,67,4,1.0,1.0,0.1305832270290851,0.1,0.0,0.35561068034212895,4,2,False
Method1_ObservedQuality,Q4,2013-01-31,64,4,1.0,1.0,0.14400431956824972,0.1,0.0,0.3784586435776468,4,2,False
Method1_ObservedQuality,Q5,2013-01-31,69,4,1.0,1.0,0.1378558696193241,0.1,0.0,0.3968533795995419,4,3,False
Method2_LatentQuality,Q1,2013-01-31,70,4,0.9999999999999999,1.0,0.5949990579966796,0.10000000000000002,0.0,0.4,4,2,False
Method2_LatentQuality,Q2,2013-01-31,66,4,1.0,1.0,0.3180774942864893,0.1,0.0,0.4,4,2,False
Method2_LatentQuality,Q3,2013-01-31,67,4,1.0,0.9999999999999999,0.1561782028636894,0.1,0.0,0.37207936573186595,4,2,False
Method2_LatentQuality,Q4,2013-01-31,65,4,1.0,1.0000000000000002,0.18945836049320647,0.1,0.0,0.4,4,2,False
Method2_LatentQuality,Q5,2013-01-31,68,4,0.9999999999999998,1.0000000000000002,0.13195277200046118,0.1,0.0,0.39045472311897855,4,2,False
Method3_ConservativeQuality,Q1,2013-01-31,69,4,0.9999999999999998,1.0,0.605782614811059,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2013-01-31,67,4,1.0,1.0,0.44424341688161467,0.1,0.0,0.37407974894662477,4,2,False
Method3_ConservativeQuality,Q3,2013-01-31,67,4,1.0,1.0,0.23222263335577797,0.1,0.0,0.3867171979529116,4,2,False
Method3_ConservativeQuality,Q4,2013-01-31,65,4,1.0,1.0,0.15099506801270285,0.1,0.0,0.38454280685329767,4,3,False
Method3_ConservativeQuality,Q5,2013-01-31,68,4,0.9999999999999999,1.0,0.13744104016704622,0.1,0.0,0.3963933388811277,4,3,False
Method4_ProbabilisticQuality,Q1,2013-01-31,65,4,1.0,1.0,0.6073922656023815,0.10000000000000002,0.0,0.4,4,2,False
Method4_ProbabilisticQuality,Q5,2013-01-31,68,4,1.0,1.0,0.13810858100218512,0.1,0.0,0.3971344230089884,4,3,False
Method1_ObservedQuality,Q1,2013-02-28,69,4,1.0,1.0,0.5871419874990107,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2013-02-28,67,4,1.0,1.0,0.26802581184477475,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q3,2013-02-28,67,4,1.0000000000000002,1.0,0.11911203612721595,0.1,0.0,0.3984409167671211,5,2,False
Method1_ObservedQuality,Q4,2013-02-28,64,4,1.0,1.0,0.1384515990039685,0.1,0.0,0.37517706875555257,4,2,False
Method1_ObservedQuality,Q5,2013-02-28,69,4,1.0,1.0,0.13700013259280092,0.1,0.0,0.39626122814860343,4,2,False
Method2_LatentQuality,Q1,2013-02-28,70,4,1.0,1.0,0.5787096007485242,0.1,0.0,0.3938558488348062,4,2,False
Method2_LatentQuality,Q2,2013-02-28,66,4,1.0,0.9999999999999999,0.31912206780216645,0.1,0.0,0.4,4,2,False
Method2_LatentQuality,Q3,2013-02-28,67,4,1.0,0.9999999999999998,0.16001299631340093,0.1,0.0,0.36472112073721297,4,1,False
Method2_LatentQuality,Q4,2013-02-28,65,4,1.0,1.0,0.18297023054784714,0.1,0.0,0.4,4,2,False
Method2_LatentQuality,Q5,2013-02-28,68,4,1.0,1.0,0.13131522977528004,0.1,0.0,0.39008272556931334,4,2,False
Method3_ConservativeQuality,Q1,2013-02-28,69,4,1.0000000000000002,1.0,0.5884159392318691,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2013-02-28,67,4,1.0000000000000002,1.0,0.4471400127368777,0.1,0.0,0.37009879873364504,4,2,False
Method3_ConservativeQuality,Q3,2013-02-28,67,4,1.0,0.9999999999999999,0.232839826522799,0.1,0.0,0.3748505008650457,4,2,False
Method3_ConservativeQuality,Q4,2013-02-28,65,4,1.0,1.0,0.14572736692143876,0.1,0.0,0.3813946052310261,4,2,False
Method3_ConservativeQuality,Q5,2013-02-28,68,4,0.9999999999999999,1.0,0.13658530373942948,0.1,0.0,0.39580026578820915,4,2,False
Method4_ProbabilisticQuality,Q1,2013-02-28,65,4,0.9999999999999999,0.9999999999999999,0.5900492828548431,0.10000000000000002,0.0,0.4,4,2,False
Method4_ProbabilisticQuality,Q5,2013-02-28,68,4,0.9999999999999999,1.0,0.13724994390340808,0.1,0.0,0.3965396089142039,4,2,False
Method1_ObservedQuality,Q1,2013-03-31,69,4,1.0,1.0000000000000002,0.6059656669841798,0.10000000000000002,0.0,0.4,4,2,False
Method1_ObservedQuality,Q2,2013-03-31,67,4,1.0000000000000002,0.9999999999999999,0.2645576960419324,0.1,0.0,0.4,4,3,False
Method1_ObservedQuality,Q3,2013-03-31,67,4,1.0,1.0000000000000002,0.10981993538405342,0.1,0.0,0.3425515396348785,4,2,False
Method1_ObservedQuality,Q4,2013-03-31,64,4,1.0,1.0,0.13916820931871157,0.1,0.0,0.37194986401819474,4,2,False
Method1_ObservedQuality,Q5,2013-03-31,69,4,0.9999999999999999,0.9999999999999999,0.13132439490405337,0.1,0.0,0.3943445317494969,4,2,False
Method2_LatentQuality,Q1,2013-03-31,70,4,0.9999999999999999,1.0,0.5974698985727963,0.1,0.0,0.39679581462889435,4,2,False
Method2_LatentQuality,Q2,2013-03-31,66,4,1.0000000000000002,1.0,0.3154001289826903,0.1,0.0,0.4,4,2,False
Method2_LatentQuality,Q3,2013-03-31,67,4,0.9999999999999999,1.0,0.1539849054076083,0.1,0.0,0.35452624364698854,4,1,False
Method2_LatentQuality,Q4,2013-03-31,65,4,1.0,0.9999999999999999,0.18319117418845962,0.1,0.0,0.3959539494868175,4,2,False
Method2_LatentQuality,Q5,2013-03-31,68,4,1.0,1.0,0.12576773458065058,0.1,0.0,0.38475957791628734,4,2,False
Method3_ConservativeQuality,Q1,2013-03-31,69,4,1.0000000000000002,1.0,0.6065346133968913,0.10000000000000002,0.0,0.4,4,2,False
Method3_ConservativeQuality,Q2,2013-03-31,67,4,1.0,1.0,0.43933766915987377,0.1,0.0,0.3635699126140406,4,1,False
Method3_ConservativeQuality,Q3,2013-03-31,67,4,1.0,0.9999999999999999,0.22410313024383102,0.1,0.0,0.3608907521409941,4,2,False
