PortfolioStrategy,FactorModel,Method,MethodLabel,alpha_annualized,alpha_monthly
LongShort,CAPM,Method1_ObservedQuality,Observed Quality,0.08947142716175027,0.00745595226347919
LongShort,CAPM,Method2_LatentQuality,Latent Quality,0.0664373866842195,0.005536448890351625
LongShort,CAPM,Method3_ConservativeQuality,Conservative Quality,0.0978555026683673,0.008154625222363942
LongShort,CAPM,Method4_ProbabilisticQuality,Probabilistic Quality,0.09687347329183371,0.008072789440986142
LongShort,FF3,Method1_ObservedQuality,Observed Quality,0.08412758030828124,0.007010631692356771
LongShort,FF3,Method2_LatentQuality,Latent Quality,0.06107768701617906,0.005089807251348255
LongShort,FF3,Method3_ConservativeQuality,Conservative Quality,0.09281012031326265,0.007734176692771887
LongShort,FF3,Method4_ProbabilisticQuality,Probabilistic Quality,0.09169079844208089,0.007640899870173408
LongShort,FF3+MOM,Method1_ObservedQuality,Observed Quality,0.043484114384105085,0.003623676198675424
LongShort,FF3+MOM,Method2_LatentQuality,Latent Quality,0.027949680867613787,0.002329140072301149
LongShort,FF3+MOM,Method3_ConservativeQuality,Conservative Quality,0.04978887247263691,0.0041490727060530756
LongShort,FF3+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.047836273831138004,0.003986356152594833
LongShort,FF5,Method1_ObservedQuality,Observed Quality,0.07387889076383267,0.006156574230319389
LongShort,FF5,Method2_LatentQuality,Latent Quality,0.05252413942303766,0.004377011618586471
LongShort,FF5,Method3_ConservativeQuality,Conservative Quality,0.08075908226745412,0.006729923522287844
LongShort,FF5,Method4_ProbabilisticQuality,Probabilistic Quality,0.08129741473171226,0.0067747845609760216
LongShort,FF5+MOM,Method1_ObservedQuality,Observed Quality,0.04663479774755907,0.0038862331456299224
LongShort,FF5+MOM,Method2_LatentQuality,Latent Quality,0.032845133104438866,0.0027370944253699053
LongShort,FF5+MOM,Method3_ConservativeQuality,Conservative Quality,0.0499236419160894,0.00416030349300745
LongShort,FF5+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.05057114532120621,0.004214262110100518
Q5,CAPM,Method1_ObservedQuality,Observed Quality,0.03189809476559764,0.0026581745637998034
Q5,CAPM,Method2_LatentQuality,Latent Quality,0.026480414100469876,0.0022067011750391565
Q5,CAPM,Method3_ConservativeQuality,Conservative Quality,0.0314199949076965,0.0026183329089747086
Q5,CAPM,Method4_ProbabilisticQuality,Probabilistic Quality,0.032682065879834875,0.0027235054899862397
Q5,FF3,Method1_ObservedQuality,Observed Quality,0.029280337427649954,0.0024400281189708296
Q5,FF3,Method2_LatentQuality,Latent Quality,0.023954863174015822,0.001996238597834652
Q5,FF3,Method3_ConservativeQuality,Conservative Quality,0.028825419322123035,0.002402118276843586
Q5,FF3,Method4_ProbabilisticQuality,Probabilistic Quality,0.030087708795843597,0.0025073090663202996
Q5,FF3+MOM,Method1_ObservedQuality,Observed Quality,0.019620342181984687,0.0016350285151653906
Q5,FF3+MOM,Method2_LatentQuality,Latent Quality,0.016693053527337097,0.001391087793944758
Q5,FF3+MOM,Method3_ConservativeQuality,Conservative Quality,0.02016240827421617,0.0016802006895180143
Q5,FF3+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.020040673497121554,0.0016700561247601294
Q5,FF5,Method1_ObservedQuality,Observed Quality,0.024570109190388212,0.002047509099199018
Q5,FF5,Method2_LatentQuality,Latent Quality,0.01886966965261023,0.0015724724710508525
Q5,FF5,Method3_ConservativeQuality,Conservative Quality,0.02393056149246086,0.0019942134577050716
Q5,FF5,Method4_ProbabilisticQuality,Probabilistic Quality,0.025249061512875752,0.0021040884594063125
Q5,FF5+MOM,Method1_ObservedQuality,Observed Quality,0.01559456379592248,0.00129954698299354
Q5,FF5+MOM,Method2_LatentQuality,Latent Quality,0.012015642299132805,0.0010013035249277337
Q5,FF5+MOM,Method3_ConservativeQuality,Conservative Quality,0.01549784343412582,0.0012914869528438183
Q5,FF5+MOM,Method4_ProbabilisticQuality,Probabilistic Quality,0.015873042037315793,0.0013227535031096493
