PortfolioStrategy,FactorModel,Comparison,alpha_difference_annualized,alpha_difference_monthly,t_stat,p_value
Q5,CAPM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0014638786314009195,-0.00012198988595007662,-0.09111990064735485,0.9274461024049037
Q5,CAPM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0030430249055770353,-0.0002535854087980863,-0.1897741275328152,0.8495890842498348
Q5,CAPM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0011169360676648726,9.307800563873939e-05,0.07342869433594326,0.9415042392290132
Q5,FF3,Method2_LatentQuality minus Method1_ObservedQuality,-0.0014759504178876032,-0.00012299586815730026,-0.09870316159341433,0.9214274095869799
Q5,FF3,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.003151003229232674,-0.00026258360243605616,-0.21123138134101496,0.8328230174323799
Q5,FF3,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0011232120373164262,9.360100310970218e-05,0.08003185316714226,0.9362551908995136
Q5,FF3+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0003416121259989663,-2.8467677166580524e-05,-0.01997882766584886,0.9840710900845835
Q5,FF3+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0020322634871986073,-0.00016935529059988394,-0.12060857681375406,0.9040668975885817
Q5,FF3+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.000635147330878244,5.292894423985367e-05,0.03854866308739202,0.9692711360960586
Q5,FF5,Method2_LatentQuality minus Method1_ObservedQuality,-0.0010412311674727892,-8.676926395606577e-05,-0.07159496439346671,0.9429633532713089
Q5,FF5,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0030901755993429925,-0.0002575146332785827,-0.21275893674164068,0.8316334428841932
Q5,FF5,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.0008533536468328939,7.111280390274116e-05,0.06245841832239101,0.950231869142766
Q5,FF5+MOM,Method2_LatentQuality minus Method1_ObservedQuality,-0.0001526236302812206,-1.2718635856768384e-05,-0.009382814989759408,0.9925188468431831
Q5,FF5+MOM,Method3_ConservativeQuality minus Method1_ObservedQuality,-0.0021838733415063677,-0.00018198944512553064,-0.13647443622548888,0.8915216805064097
Q5,FF5+MOM,Method4_ProbabilisticQuality minus Method1_ObservedQuality,0.00041482384210424217,3.456865350868685e-05,0.02629790275427247,0.97903413889315
