variant,vs_baseline,median_abs_diff,p95_abs_diff,median_rel_diff_pct,p95_rel_diff_pct,spearman_rho
sigma0_half,baseline,0.0001682009270875806,0.0008633639262415418,0.40835612406386523,1.2684580515998225,0.9999280171980532
sigma0_double,baseline,0.00014182318646245584,0.0006097836503009151,0.3711856663032218,1.093231921583446,0.99993750141858
tau_double,baseline,0.00013714245901035038,0.0005459833543209063,0.3511415296926546,1.0716962029438362,0.9999396090231415
nu_loose,baseline,0.00013659874207969797,0.0005286294211560599,0.3297241421133626,1.056453896655101,0.9999355559374463
betas_3x_wider,baseline,0.0001383846573845826,0.0005199833508499992,0.3501720782681252,1.2034749807848308,0.9999306922346121
