Ticker,FormationYear,theta_obs,theta_post_mean,p_q5,sigma_acc,MarketCap,Method1_Raw_PortfolioNum,Method1_Raw_Portfolio,Method2_PostMean_PortfolioNum,Method2_PostMean_Portfolio,Method3_ProbQ5_PortfolioNum,Method3_ProbQ5_Portfolio
AUSS.OL,2010,0.146994988358786,0.1400632881538661,0.2196564468274944,0.0915872297176044,7318.1,3,Q3,3,Q3,3,Q3
AXFO.ST,2010,0.3508895361654028,0.2984756289267254,0.4221562029580231,0.0929488714277447,8893.74,4,Q4,4,Q4,5,Q5
AZN.ST,2010,0.781804557254512,0.7612383132579866,0.9999571477215368,0.0310184863389346,394961.01,5,Q5,5,Q5,5,Q5
AZT.OL,2010,-0.6333605887162715,-0.7722086282065044,4.980085362649156e-06,0.0829775045410536,120.55,1,Q1,1,Q1,1,Q1
BAVA.CO,2010,-0.2646515597335269,-0.3048470313909514,0.000313096708899,0.0598211818459407,1272.1,1,Q1,1,Q1,1,Q1
BEIAb.ST,2010,0.2386938755107905,0.2225106257540552,0.2706453742617671,0.0674818360200219,1784.29,4,Q4,4,Q4,4,Q4
BEIJb.ST,2010,0.1497060076693651,0.1409461168282506,0.2377386428719345,0.1011865055137545,2717.8,3,Q3,3,Q3,4,Q4
BERGb.ST,2010,0.0721706269522535,0.0642613372802346,0.1275415847579167,0.0826466861447137,677.17,2,Q2,2,Q2,3,Q3
BETSb.ST,2010,0.7788891734329573,0.7098912895496211,0.9692906575789856,0.0592162574690318,1447.76,5,Q5,5,Q5,5,Q5
BIF.CO,2010,0.1673374856654599,0.1578309296621597,0.2192888389795633,0.0819911305178122,160.37,3,Q3,3,Q3,3,Q3
BILIa.ST,2010,0.1199240229665749,0.1194776402309828,0.0965344559770312,0.0554136124033307,1350.41,3,Q3,3,Q3,3,Q3
BILL.ST,2010,0.0313203811409479,0.0261675152319085,0.0128859320965206,0.0445140348786078,4596.59,2,Q2,2,Q2,2,Q2
BINV.ST,2010,0.8262608309264607,0.3211443546676253,0.4743339244273928,0.272213242791456,1143.91,5,Q5,5,Q5,5,Q5
BIOBV.HE,2010,0.8539952718676123,0.6581247701974542,0.8416528514419827,0.1044189893198908,93.48,5,Q5,5,Q5,5,Q5
BIOGb.ST,2010,0.4629885057471263,0.4049372072847875,0.5847318068248233,0.077808643152003,1026.75,5,Q5,5,Q5,5,Q5
BIOPOR.CO,2010,-0.5029103608847496,-0.7968035715621515,0.0024033053599953,0.1655642117608972,331.14,1,Q1,1,Q1,1,Q1
BITTI.HE,2010,0.072443090390268,0.05801364394687,0.1954247328783424,0.1243452473207635,778.37,2,Q2,2,Q2,3,Q3
BNOR.OL,2010,-0.077674076223329,-0.12717228103524,0.0544747132179099,0.1021986231816848,3409.22,1,Q1,1,Q1,2,Q2
BO.CO,2010,-1.0411098383606978,-1.1203212981461628,0.0,0.0471521325524216,1924.6,1,Q1,1,Q1,1,Q1
BOL.ST,2010,0.2228038912186057,0.1962113680404797,0.2965491168549634,0.0995418219763853,17939.47,4,Q4,4,Q4,4,Q4
BOLJ.ST,2010,0.0469253657327048,0.0401515465344411,0.046559026094903,0.0577564399122858,223.07,2,Q2,2,Q2,2,Q2
BONHR.OL,2010,0.2640777094561875,0.2589732487947832,0.1946013204202743,0.0327469702475485,6689.45,4,Q4,4,Q4,3,Q3
BOR.OL,2010,-0.0253126787179551,-0.0628678930657543,0.0868659806545457,0.1050664444351473,346.22,2,Q2,2,Q2,2,Q2
BOREO.HE,2010,-0.0453757680794075,-0.0918560551621643,0.0810157666599107,0.1110283664282715,59.42,1,Q1,1,Q1,2,Q2
BORG.ST,2010,0.4971183487468168,0.4695571974970597,0.7679959425794047,0.0484806020744458,572.49,5,Q5,5,Q5,5,Q5
BOUV.OL,2010,0.4474950690335308,0.34195933329336,0.4865056806406777,0.1185814906676986,524.76,5,Q5,5,Q5,5,Q5
BRIMH.IC,2010,0.2342223978096489,0.232798081273039,0.0312727665619895,0.0191248998335585,409.54,4,Q4,4,Q4,2,Q2
BTSb.ST,2010,0.3185756450537942,0.2985227361786753,0.3841179358796037,0.0574848990061009,538.4,4,Q4,4,Q4,4,Q4
CARLb.CO,2010,-0.3373168662278126,-0.369374251345421,2.2180664710491627e-06,0.0480146481904873,65590.11,1,Q1,1,Q1,1,Q1
CAST.ST,2010,0.1753692659058826,0.1752638582226992,3.0908609005564363e-13,0.0072764470279949,10090.02,3,Q3,3,Q3,1,Q1
CATE.ST,2010,-0.0017503570728428,-0.0340108361507162,0.106375877557382,0.1073817949793071,821.07,2,Q2,2,Q2,3,Q3
CBRAIN.CO,2010,0.3214398484370066,0.2455818514632511,0.3820082741655189,0.1325590117759096,131.55,4,Q4,4,Q4,4,Q4
CEMAT.CO,2010,0.2427117834870049,0.1884627830873187,0.3345726148845936,0.1494926755427487,568.5,4,Q4,4,Q4,4,Q4
CEVI.ST,2010,0.3640118968935888,0.2874143688797476,0.4204969426520217,0.1159143006464269,192.99,5,Q5,4,Q4,4,Q4
CHEMM.CO,2010,0.0467399267399267,0.0220025302817911,0.1759551544843666,0.1309530610705718,248.2,2,Q2,2,Q2,3,Q3
CLASb.ST,2010,0.3479708019575213,0.3225383197152829,0.4376014401230251,0.0608756823571613,4572.67,4,Q4,5,Q5,5,Q5
CMBT.OL,2010,-0.0318182843189366,-0.0375464659647337,0.0004098453557173,0.0350222052244965,5105.55,2,Q2,2,Q2,1,Q1
COLOb.CO,2010,0.5878556806867167,0.5745137676035409,0.9870324590095908,0.0296285651658116,19988.83,5,Q5,5,Q5,5,Q5
COLUM.CO,2010,1.6884441525325504,1.5867856164835596,1.0,0.0456954979421649,124.63,5,Q5,5,Q5,5,Q5
CONTX.OL,2010,0.1270130659374051,0.1209549856738795,0.2907719869752282,0.1766022331733001,141.11,3,Q3,3,Q3,4,Q4
COREa.ST,2010,0.1031891420987925,0.0942216901601707,0.3070013204947786,0.3043401682484424,129.36,3,Q3,2,Q2,4,Q4
CRADb.ST,2010,-0.4199834162520729,-0.7070064925470343,0.0071899242246052,0.1870276743638171,132.63,1,Q1,1,Q1,1,Q1
CTH1V.HE,2010,-0.2510521175530496,-0.2900977645897792,0.0004327806909756,0.0600709274253437,596.54,1,Q1,1,Q1,1,Q1
CTY1S.HE,2010,0.0760601068783085,0.0743027679354209,0.0131274389939232,0.0377558218518641,4696.58,2,Q2,2,Q2,2,Q2
DANT.CO,2010,-0.2057528617552099,-0.2451842706862729,0.0019498291217483,0.0650829070994387,32.0,1,Q1,1,Q1,1,Q1
DEMANT.CO,2010,1.321725532339953,1.257506670850027,0.9999999999829364,0.04122201671829,25797.37,5,Q5,5,Q5,5,Q5
DFDS.CO,2010,0.1939108099298991,0.1881360089738162,0.1511875044590331,0.0488834349501943,3188.39,4,Q4,4,Q4,3,Q3
DIGIA.HE,2010,0.3779140850032122,0.3516080304948185,0.4965340566062067,0.0579830459346365,246.77,5,Q5,5,Q5,5,Q5
DIGIGR.HE,2010,0.2926123860421256,0.2564989715927834,0.3584359155045755,0.0878611591257246,210.1,4,Q4,4,Q4,4,Q4
DIOS.ST,2010,0.1130677742926573,0.1129334861546612,0.0577366579791569,0.0464529031662508,769.55,3,Q3,3,Q3,2,Q2
DNO.OL,2010,-0.0682206879077721,-0.0922440193910308,0.0187346227391146,0.0675222073235054,4587.62,1,Q1,1,Q1,2,Q2
DNORD.CO,2010,0.049532551191765,0.0413610082532513,0.0676509264889122,0.0656124706098751,10416.57,2,Q2,2,Q2,2,Q2
DOV1V.HE,2010,0.2895746009096591,0.2226196450361096,0.3607263132196685,0.1371908454968677,148.03,4,Q4,4,Q4,4,Q4
DSV.CO,2010,0.6085852810313757,0.5778160765453411,0.9358390006015458,0.044833688051079,21917.53,5,Q5,5,Q5,5,Q5
DUNI.ST,2010,0.2586943005181346,0.2407473452100957,0.2952833509442154,0.0657054339755109,2224.61,4,Q4,4,Q4,4,Q4
EIOF.OL,2010,0.210122481606723,0.2045060613149974,0.1504629774707848,0.0435729687291418,801.83,4,Q4,4,Q4,3,Q3
EKTAb.ST,2010,0.5488510035964814,0.5260994376305218,0.8990626207350789,0.0409060618765724,6749.47,5,Q5,5,Q5,5,Q5
ELANb.ST,2010,0.0616105322671836,0.058297361184509,0.0225669213889305,0.0446844645627051,256.3,2,Q2,2,Q2,2,Q2
ELEAV.HE,2010,0.0672499049068089,0.0632375569971552,0.0452286211717058,0.0526101554092121,61.14,2,Q2,2,Q2,2,Q2
ELISA.HE,2010,0.2679732170129306,0.2564201569363383,0.2757586505107283,0.0497086792156898,20788.07,4,Q4,4,Q4,4,Q4
ELUXb.ST,2010,0.2612422734276757,0.2329255589157966,0.321987085481291,0.0852280030415269,32621.01,4,Q4,4,Q4,4,Q4
EMBLA.CO,2010,0.1782910594635235,0.1663325470185117,0.2337562884815542,0.0839858565257031,2711.53,3,Q3,3,Q3,4,Q4
EMGS.OL,2010,-2.862136328751831,-4.111139642241851,0.0,0.1478067373180462,622.46,1,Q1,1,Q1,1,Q1
ENEA.ST,2010,0.2386701159336972,0.2237823324086865,0.2641416272223611,0.0643448197611044,384.29,4,Q4,4,Q4,4,Q4
ENH.OL,2010,-0.2429445665735843,-0.2608219853848489,1.6894652155041712e-06,0.0398591826442637,458.43,1,Q1,1,Q1,1,Q1
ENRO.ST,2010,0.1653387823078105,0.1650813838254346,4.389817902961113e-06,0.0124749159153682,4680.41,3,Q3,3,Q3,1,Q1
ENSG.CO,2010,0.4036912293477765,0.3555708686257312,0.5038609545895105,0.0777731282759948,33.89,5,Q5,5,Q5,5,Q5
EPEND.ST,2010,0.1782423106075718,0.1587895666855242,0.2767898796872774,0.1159924900515656,669.51,3,Q3,3,Q3,4,Q4
EQNR.OL,2010,0.5921456340758953,0.5322110073140431,0.8033850254669797,0.0659046176060361,461716.1,5,Q5,5,Q5,5,Q5
ERICb.ST,2010,0.3423875016475828,0.3263484463834114,0.4320611825559753,0.0479056686572482,174345.96,4,Q4,5,Q5,5,Q5
ETTE.HE,2010,-0.1777413740145388,-0.2365885530431161,0.0130529379968169,0.0871941396742168,463.6,1,Q1,1,Q1,2,Q2
EWRK.ST,2010,0.1488463278540165,0.1332832507122828,0.2919266622056554,0.1607769026160364,307.26,3,Q3,3,Q3,4,Q4
EXL1V.HE,2010,0.3642705632806977,0.3469916130158176,0.4840147846498064,0.0474582767215574,491.48,5,Q5,5,Q5,5,Q5
FIA1S.HE,2010,-0.2639959324401593,-0.399952403320804,0.0167311861031179,0.1300165524640696,3847.34,1,Q1,1,Q1,2,Q2
FLS.CO,2010,0.3227967779878798,0.2959085475101835,0.3938122322108036,0.0670444777720207,21766.25,4,Q4,4,Q4,4,Q4
FLUGb.CO,2010,0.1021669916331416,0.1009049807770495,0.086142707830416,0.0572137853596499,607.38,3,Q3,3,Q3,2,Q2
FORTUM.HE,2010,0.2716453923187421,0.246400385483917,0.3264128172069237,0.0762322164177557,135148.09,4,Q4,4,Q4,4,Q4
FRO.OL,2010,0.1938690112153915,0.1870620069958192,0.1695688752031645,0.0534671894932823,12323.11,4,Q4,4,Q4,3,Q3
FSKRS.HE,2010,0.0967201054763633,0.0959381896905406,0.0175046922678321,0.0366662681247857,5366.78,2,Q2,3,Q3,2,Q2
GABR.CO,2010,0.0656538667073823,0.0579666879230306,0.1027635397002566,0.074611748581154,159.65,2,Q2,2,Q2,3,Q3
GJ.CO,2010,-0.000728803951737,-0.0296855536038277,0.0976932033922275,0.1003894750499337,55.49,2,Q2,2,Q2,3,Q3
GLA1V.HE,2010,0.4838253275109169,0.4292928760596237,0.6309657713752187,0.0724317965002557,543.38,5,Q5,5,Q5,5,Q5
GMAB.CO,2010,0.3533682769303109,0.2046089163158254,0.3752240224706079,0.2241196216778632,4105.21,5,Q5,4,Q4,4,Q4
GN.CO,2010,0.0927200135915731,0.0824629311745809,0.2495169624081564,0.1600368850321626,6457.52,2,Q2,2,Q2,4,Q4
GOD.OL,2010,0.128756170852114,0.1285521046425017,0.0009366123642754,0.0214008928059906,349.94,3,Q3,3,Q3,1,Q1
GSFG.OL,2010,0.1052807729806026,0.1021350030222599,0.2267916166249665,0.1195211722663426,1138.95,3,Q3,3,Q3,4,Q4
GYL.OL,2010,0.079911191780378,0.0789104882331871,0.0029813581676453,0.0297531550598725,693.91,2,Q2,2,Q2,1,Q1
GYLDb.CO,2010,0.8382052031569716,0.8200637022526861,0.9999996875906054,0.0278907090011668,905.24,5,Q5,5,Q5,5,Q5
HAPD.IC,2010,0.2736605710619184,0.2663297298236063,0.2471749855126339,0.0382776941166679,81.13,4,Q4,4,Q4,4,Q4
HARBb.CO,2010,-0.012291585886002,-0.0223390204365883,0.0118789907836699,0.0508790888836019,699.01,2,Q2,2,Q2,2,Q2
HAVI.OL,2010,0.1557841074127863,0.1472401433032786,0.2235706965143566,0.0896198531300005,949.62,3,Q3,3,Q3,3,Q3
HEX.OL,2010,0.193175649476541,0.1841318676947939,0.2004029743524193,0.0629229480457175,897.75,3,Q3,4,Q4,3,Q3
HHDC.CO,2010,0.3648312145438205,0.3608066326815018,0.5401725914361699,0.0222509537854982,710.87,5,Q5,5,Q5,5,Q5
HIAB.HE,2010,0.1178197237040078,0.1177413904139988,0.0093014880762742,0.029846725603093,5095.0,3,Q3,3,Q3,2,Q2
HKFOODS.HE,2010,0.105303108197197,0.104883899382914,0.0212682852107879,0.0367931384820965,2946.72,3,Q3,3,Q3,2,Q2
HLUNa.CO,2010,0.7069144540488433,0.4737589836228698,0.6272870535331361,0.1401791090394026,20715.7,5,Q5,5,Q5,5,Q5
HMb.ST,2010,0.5423572128428505,0.4112731529837961,0.5703139058829323,0.1156648254547639,245100.69,5,Q5,5,Q5,5,Q5
HONBS.HE,2010,-0.0847192330268049,-0.0931875426876618,0.0001229809542055,0.0365774613590125,70.91,1,Q1,1,Q1,1,Q1
HUH1V.HE,2010,0.1434611459396415,0.1407499422509854,0.1225499724820167,0.0565077096274574,8532.8,3,Q3,3,Q3,3,Q3
ICP1V.HE,2010,-0.8482410179640716,-0.916286554146483,3.3306690738754696e-16,0.0479327299547652,67.69,1,Q1,1,Q1,1,Q1
ILKKA2.HE,2010,0.1001983530684618,0.0994854553146135,0.0249708354852709,0.0389950390500654,1529.07,3,Q3,3,Q3,2,Q2
INVEST.HE,2010,0.0614467202488981,0.0489623424839629,0.1431302627191102,0.0957631873146989,25.52,2,Q2,2,Q2,3,Q3
IOX.OL,2010,-0.0018004776777509,-0.0249043817730757,0.0752066335682568,0.0862977422544767,170.17,2,Q2,2,Q2,2,Q2
ITAB.ST,2010,0.1385705355282344,0.1265906744391749,0.2957812461883489,0.1773979244066305,712.19,3,Q3,3,Q3,4,Q4
ITERA.OL,2010,0.3122694275853862,0.3079365544525249,0.3026918744748833,0.0260606917065421,401.1,4,Q4,4,Q4,4,Q4
JBTM.IC,2010,1.273664218082283,1.1599589363076908,0.999993318191279,0.0573547631966235,2720.97,5,Q5,5,Q5,5,Q5
JDAN.CO,2010,0.0596653035339398,0.0594085259488851,1.4555023852835802e-13,0.0118624189493306,3488.97,2,Q2,2,Q2,1,Q1
KABEb.ST,2010,0.3603993245845307,0.3145229735612496,0.4398480472325297,0.0833873352862227,475.76,5,Q5,4,Q4,5,Q5
KBHL.CO,2010,0.2872404728770436,0.2866618849613644,0.0260915922269463,0.0100963540442891,10717.78,4,Q4,4,Q4,2,Q2
KCRA.HE,2010,0.9221153077271635,0.849017425374321,0.9973266009608276,0.0548700463159727,9560.22,5,Q5,5,Q5,5,Q5
KELAS.HE,2010,0.4791907514450866,0.3861296472329775,0.5438031304167343,0.1018764426458232,90.41,5,Q5,5,Q5,5,Q5
KEMIRA.HE,2010,0.972145651428208,0.8059532943886869,0.958921603107341,0.0852744303878414,9397.73,5,Q5,5,Q5,5,Q5
KESKOB.HE,2010,0.0385453083484825,0.0327010095692315,0.024922878161237,0.0499904985678905,18957.72,2,Q2,2,Q2,2,Q2
KIT.OL,2010,0.1420039519548856,0.133718777464808,0.2517347882711505,0.1159288710425889,650.34,3,Q3,3,Q3,4,Q4
KNEBV.HE,2010,0.9629155791480936,0.7137971463114643,0.8696383302831765,0.1121514124846353,54559.04,5,Q5,5,Q5,5,Q5
KNOW.ST,2010,0.2367494296662159,0.2269964068076308,0.2254623139572122,0.0513263702175818,697.29,4,Q4,4,Q4,4,Q4
KOA.OL,2010,-0.5161357681245325,-0.6474744535327648,0.0001038973198392,0.0891199189844144,2261.63,1,Q1,1,Q1,1,Q1
KOG.OL,2010,0.4476650563607085,0.4011351328816368,0.5857147322519145,0.0701221549050383,9564.11,5,Q5,5,Q5,5,Q5
KSL.HE,2010,0.2891014975041597,0.2859547405167506,0.1987924135117744,0.0235943650736899,697.63,4,Q4,4,Q4,3,Q3
LAGRb.ST,2010,0.1745814019487273,0.1728231957506131,0.0379906675100231,0.030339487751687,423.54,3,Q3,3,Q3,2,Q2
LAMMb.ST,2010,0.1009134134134134,0.1002779551489869,0.0217089571243986,0.0376734720224956,292.96,3,Q3,3,Q3,2,Q2
LIAB.ST,2010,0.0047412090082972,-0.0056981341944591,0.0242438829953564,0.056202991770229,4680.73,2,Q2,2,Q2,2,Q2
LINDEX.HE,2010,0.1047848351195674,0.1046410032143404,0.0001877997092473,0.0206922536118818,11584.2,3,Q3,3,Q3,1,Q1
LOOMIS.ST,2010,0.2473030815156445,0.190770372057936,0.3372072080003951,0.1502624341624922,4405.52,4,Q4,4,Q4,4,Q4
LSG.OL,2010,0.1660480994172447,0.1579848112559539,0.2032770345808865,0.0753756523463689,5625.62,3,Q3,3,Q3,3,Q3
LUOTEA.HE,2010,0.2553812132593981,0.2402411470832834,0.2804256448653697,0.06047087597848,4633.92,4,Q4,4,Q4,4,Q4
MAERSKb.CO,2010,0.12670075401864,0.126063060087184,0.0505596923162627,0.0419006198623358,147287.98,3,Q3,3,Q3,2,Q2
MARAS.HE,2010,0.0820331776942638,0.0784439767466315,0.0792866324990063,0.0606858563540699,209.98,2,Q2,2,Q2,2,Q2
MEABb.ST,2010,0.1534599180469786,0.1511933354874099,0.0799116893995411,0.043559518113537,196.91,3,Q3,3,Q3,2,Q2
MEDI.OL,2010,0.363345564022956,0.3384322472227484,0.468515531925246,0.0580677855728314,424.38,5,Q5,5,Q5,5,Q5
MEDIVIR.ST,2010,-0.3080568720379146,-0.5971026671711969,0.0259379672294464,0.2552640097221773,1314.62,1,Q1,1,Q1,2,Q2
MEKKO.HE,2010,0.90460314453495,0.7837799504873459,0.9686207187418884,0.0739046987153076,659.31,5,Q5,5,Q5,5,Q5
MEKO.ST,2010,0.3568597666229371,0.3370679265520585,0.4619456397499343,0.0519150266093481,3871.33,5,Q5,5,Q5,5,Q5
METSB.HE,2010,-0.4190806016579913,-0.506080181388472,0.0001589854376972,0.0766896055665875,3980.38,1,Q1,1,Q1,1,Q1
METSO.HE,2010,0.1681033875625044,0.1493073045660052,0.2812596225280067,0.1288485408586007,9184.97,3,Q3,3,Q3,4,Q4
MGN.OL,2010,-0.1158458207606675,-0.1488987885653517,0.0124119108133299,0.0710591525151952,3041.88,1,Q1,1,Q1,2,Q2
MOWI.OL,2010,0.0973168709916669,0.090916165462345,0.2299717043913767,0.1304750842822306,15125.39,2,Q2,2,Q2,4,Q4
MYCR.ST,2010,0.1287798314566957,0.1270750146438324,0.1392116167433625,0.065555481487756,656.42,3,Q3,3,Q3,3,Q3
NAS.OL,2010,0.3131973451714208,0.2560009792521872,0.3798129370306267,0.1107676391066386,3934.13,4,Q4,4,Q4,4,Q4
NAVA.OL,2010,-0.0071569153694757,-0.0383284364572642,0.0949175500748376,0.1017199209402582,50.25,2,Q2,2,Q2,3,Q3
NCCb.ST,2010,0.3686526289662016,0.3541445685387097,0.502568869811812,0.0428313254779986,6765.32,5,Q5,5,Q5,5,Q5
NEL.OL,2010,-0.7827715355805241,-0.9840020271136272,8.942718823234941e-07,0.0934456443713359,169.29,1,Q1,1,Q1,1,Q1
NEOBO.ST,2010,-3.1948548583347818,-4.44350944419239,0.0,0.1353205555371231,153.17,1,Q1,1,Q1,1,Q1
NESTE.HE,2010,0.1581692203591428,0.1505122749174434,0.2080846873382591,0.0808276088990361,26411.93,3,Q3,3,Q3,3,Q3
NETIB.ST,2010,0.2279162365432826,0.2143566160494831,0.2490881109933778,0.0642567714427084,1493.63,4,Q4,4,Q4,4,Q4
NEWAb.ST,2010,0.0851143863488697,0.0773879646428444,0.179162347631025,0.1024729724553512,1015.42,2,Q2,2,Q2,3,Q3
NHY.OL,2010,0.0365292933573471,0.0079349523222297,0.1666001669467007,0.1315351821320523,60405.77,2,Q2,2,Q2,3,Q3
NIBEb.ST,2010,0.227771663986004,0.2176878156754498,0.2217961246178028,0.0545056239160201,4508.71,4,Q4,4,Q4,3,Q3
NKR.OL,2010,-0.2167371885284436,-0.2877304087522735,0.0095645765764412,0.0907075535747821,111.62,1,Q1,1,Q1,2,Q2
NKT.CO,2010,0.0657532924887842,0.064022726428734,0.0045166383971153,0.0331516246477633,3655.98,2,Q2,2,Q2,1,Q1
NLG1V.HE,2010,0.132617946345976,0.1310413024788823,0.105125710624926,0.0546497907994984,303.59,3,Q3,3,Q3,3,Q3
NMAN.ST,2010,0.0843798775363188,0.0830680749663821,0.0135538350979483,0.0367311257010105,627.98,2,Q2,2,Q2,2,Q2
NOBI.ST,2010,0.040916370638634,0.0379889306940665,0.0036492961037412,0.0352448116940184,4246.81,2,Q2,2,Q2,1,Q1
NOD.OL,2010,0.5507109394263173,0.3288410879562955,0.4769574716551564,0.1771330559959969,1771.73,5,Q5,5,Q5,5,Q5
NOKIA.HE,2010,0.6786250004802757,0.5629809755039624,0.7831507174899952,0.088345342267239,259606.99,5,Q5,5,Q5,5,Q5
NOLAb.ST,2010,0.2603846591555704,0.2562912672772378,0.1643911905836301,0.0296021655912825,1124.12,4,Q4,4,Q4,3,Q3
NORTHM.CO,2010,-1.4779762283099214,-1.7001467596456683,0.0,0.0699928323819167,505.17,1,Q1,1,Q1,1,Q1
NOTE.ST,2010,-0.4518426939832804,-0.568971503818443,0.0003012548148667,0.0887227507567879,165.86,1,Q1,1,Q1,1,Q1
NOVOb.CO,2010,0.9371919327420584,0.8314030017726225,0.9878968025554098,0.0668156404305907,189691.85,5,Q5,5,Q5,5,Q5
NRC.OL,2010,-0.1273350250168452,-0.1466431483075377,0.0013729965906944,0.0511471966175587,535.43,1,Q1,1,Q1,1,Q1
NSISb.CO,2010,0.4862634277512758,0.4841916762464981,0.9984807796579742,0.0130257680261088,32659.51,5,Q5,5,Q5,5,Q5
NTGNT.CO,2010,-0.134715461443822,-0.2394028647971013,0.0608276056889217,0.1476753633681356,2092.77,1,Q1,1,Q1,2,Q2
ODF.OL,2010,-0.0239426479373784,-0.0280483285203197,8.791134436181292e-05,0.0303295191310587,4469.83,2,Q2,2,Q2,1,Q1
OEMb.ST,2010,0.1763972437930656,0.1717614319669687,0.1322335815963837,0.0497240473235348,531.0,3,Q3,3,Q3,3,Q3
OKEAC.CO,2010,0.0884647066970891,0.0753356122842289,0.2517327558542224,0.1715266352903461,2117.96,2,Q2,2,Q2,4,Q4
OLVAS.HE,2010,0.3713705867193542,0.3608030755479655,0.5251281727311286,0.0360560170307356,1870.4,5,Q5,5,Q5,5,Q5
