PortfolioStrategy,FactorModel,Method,alpha_annualized,alpha_monthly,t_stat,p_value,r_squared,n_obs
Q4,CAPM,Method1_Raw,0.028202635036660168,0.0023502195863883473,1.1753425609364243,0.24132844770932693,0.6493850210648404,192
Q4,FF3,Method1_Raw,0.02790928663331827,0.002325773886109856,1.2347119172442664,0.21847873259553108,0.658151569916305,192
Q4,FF3+MOM,Method1_Raw,0.025496945504277925,0.002124745458689827,1.1936170086960343,0.23413986484457716,0.6582728420485164,192
Q4,FF5,Method1_Raw,0.025675590698717256,0.002139632558226438,1.118203133457973,0.26492238430405646,0.6617031384164448,192
Q4,FF5+MOM,Method1_Raw,0.022019328874222314,0.0018349440728518596,1.0044870491983424,0.31645593369544245,0.6619799036578644,192
Q4,CAPM,Method2_PostMean,0.02867331259501877,0.002389442716251564,1.0099614352906259,0.31379821433441313,0.6075010560536753,192
Q4,FF3,Method2_PostMean,0.0285844298866086,0.00238203582388405,1.1422195163123015,0.2548154233628266,0.625843519560662,192
Q4,FF3+MOM,Method2_PostMean,0.016884999859014163,0.0014070833215845137,0.7417215716346314,0.4591865724571038,0.6288265911871769,192
Q4,FF5,Method2_PostMean,0.026851054500894873,0.0022375878750745728,1.0774108925474146,0.2826921046016353,0.6269515340126692,192
Q4,FF5+MOM,Method2_PostMean,0.015110719106203043,0.001259226592183587,0.6724008271529677,0.5021674929587694,0.6299358766287517,192
Q4,CAPM,Method3_ProbQ5,0.03278048094254392,0.0027317067452119932,1.2023922422045779,0.23070792689283204,0.6658922637034073,192
Q4,FF3,Method3_ProbQ5,0.03293468010309719,0.002744556675258099,1.3163143071466354,0.18967115674725,0.6772928328981139,192
Q4,FF3+MOM,Method3_ProbQ5,0.027619404454163457,0.002301617037846955,1.2352557609804289,0.21828502091387714,0.6778219362552997,192
Q4,FF5,Method3_ProbQ5,0.03307718141158282,0.0027564317842985685,1.328078226431476,0.18577964706006145,0.67759503539421,192
Q4,FF5+MOM,Method3_ProbQ5,0.02679958823522962,0.0022332990196024683,1.2189875204505543,0.22440095450973185,0.6783282458823741,192
