PortfolioStrategy,FactorModel,Method1_Raw_alpha_annualized,Method2_PostMean_alpha_annualized,Method3_ProbQ5_alpha_annualized,Method1_Raw_p_value,Method2_PostMean_p_value,Method3_ProbQ5_p_value,Method1_Raw_t_stat,Method2_PostMean_t_stat,Method3_ProbQ5_t_stat,Method2_PostMean_minus_Method1_Raw_alpha_difference_annualized,Method3_ProbQ5_minus_Method1_Raw_alpha_difference_annualized,Method2_PostMean_minus_Method1_Raw_p_value,Method3_ProbQ5_minus_Method1_Raw_p_value,Method2_PostMean_minus_Method1_Raw_t_stat,Method3_ProbQ5_minus_Method1_Raw_t_stat
LongShort,CAPM,0.05175270267800498,0.06095787734146014,0.050937630684751385,0.06271142833918364,0.021662529293098975,0.003911353376158999,1.8722285748222176,2.315336534469977,2.9210283830357384,0.009205174663455145,-0.0008150719932536266,0.8088809509022852,0.9800065360744874,0.2420384326290326,-0.02507721702080102
LongShort,FF3,0.04763767333296958,0.05648410100263914,0.04994044492610741,0.08105869903809881,0.028654265313547755,0.00893087543155513,1.754007294091367,2.20517960157777,2.642205316089144,0.008846427669673671,0.0023027715931405257,0.8125329283394427,0.9441613412177039,0.2373262856979822,0.07008741839408514
LongShort,FF3+MOM,0.04204873305212148,0.03389282937626794,0.041834430171659095,0.1302876539330775,0.2076058138104142,0.011972179972082886,1.5196510488105943,1.264551762389083,2.537767274783451,-0.008155903675866065,-0.00021430288046662342,0.8316831919215106,0.9946560742751618,-0.2126918629306222,-0.00670214647735746
LongShort,FF5,0.03817319070340809,0.048952916013057665,0.04709371960370569,0.1736066203562936,0.0688718405685349,0.016086385412552362,1.3659415991854478,1.8298587423022368,2.4291196195571754,0.010779725309655017,0.008920528900299821,0.7808546715172946,0.7916174113205612,0.27840694991010373,0.2644009397889182
LongShort,FF5+MOM,0.03730719097089166,0.030375120834644713,0.040607369821282394,0.19853829667008638,0.27905859979077574,0.014981712794287949,1.290353748868956,1.0856225936828139,2.4557698442955336,-0.006932070136251859,0.003300178850399637,0.862824644256478,0.92034959640801,-0.17289990994992993,0.1000616233101017
Q4,CAPM,0.028202635036660168,0.02867331259501877,0.03278048094254392,0.24132844770932693,0.31379821433441313,0.23070792689283204,1.1753425609364243,1.0099614352906259,1.2023922422045779,0.00047067755835866754,0.0045778459058838025,0.9899543915289959,0.9001884535015676,0.01259892310417007,0.12550712948467713
Q4,FF3,0.02790928663331827,0.0285844298866086,0.03293468010309719,0.21847873259553108,0.2548154233628266,0.18967115674725,1.2347119172442664,1.1422195163123015,1.3163143071466354,0.0006751432532718996,0.005025393469759158,0.9841570168476736,0.882220324377254,0.01987075247030963,0.1482558584971821
Q4,FF3+MOM,0.025496945504277925,0.016884999859014163,0.027619404454163457,0.23413986484457716,0.4591865724571038,0.21828502091387714,1.1936170086960343,0.7417215716346314,1.2352557609804289,-0.008611945645247553,0.0021224589499054883,0.7842011837548648,0.9458102762769935,-0.2740451935748011,0.06801470364744257
Q4,FF5,0.025675590698717256,0.026851054500894873,0.03307718141158282,0.26492238430405646,0.2826921046016353,0.18577964706006145,1.118203133457973,1.0774108925474146,1.328078226431476,0.001175463802154303,0.007401590712838219,0.972573099077688,0.828028478995313,0.03440443581237114,0.21738374384299375
Q4,FF5+MOM,0.022019328874222314,0.015110719106203043,0.02679958823522962,0.31645593369544245,0.5021674929587694,0.22440095450973185,1.0044870491983424,0.6724008271529677,1.2189875204505543,-0.0069086097680223085,0.004780259361009238,0.8273399972956448,0.8789360079962854,-0.21826882334689046,0.15242349737698288
