Method,Portfolio,mean_excess_ann,volatility_ann,sharpe_ratio,max_drawdown
Method1_Raw,Q1,0.04170702878307127,0.18261254700093357,0.2283908168854249,-0.34223235511809286
Method1_Raw,Q2,0.03407379106575103,0.16672504298835694,0.20437116377370215,-0.422346103688706
Method1_Raw,Q3,0.07493817064485604,0.13969943022181036,0.5364243112936937,-0.2928738832683034
Method1_Raw,Q4,0.07893355336553659,0.1443736101594948,0.5467311739197753,-0.290700861221453
Method1_Raw,Q5,0.07240244740891387,0.12772100976216366,0.5668796977391461,-0.2325769750176624
Method2_PostMean,Q1,0.05968056029481923,0.17923383654199052,0.33297596841228916,-0.3425100581241665
Method2_PostMean,Q2,0.013249900137948075,0.16685675961969781,0.07940883047320005,-0.46478406603304095
Method2_PostMean,Q3,0.08535006738473244,0.14225551375977769,0.5999772179576839,-0.26427905655558454
Method2_PostMean,Q4,0.09155879395351499,0.14645735442209107,0.6251566834236397,-0.2873838147954572
Method2_PostMean,Q5,0.06774546312508609,0.12884037567022869,0.525809264158643,-0.23115949827477725
Method3_ProbQ5,Q1,0.0661866255085746,0.14060278707539303,0.47073480465991385,-0.24537331681154392
Method3_ProbQ5,Q2,0.04725039241352915,0.16757359830324733,0.28196800028142327,-0.29796763272367466
Method3_ProbQ5,Q3,0.05467601280929417,0.15846243612794422,0.3450408446652189,-0.35925649319012404
Method3_ProbQ5,Q4,0.08092174175513392,0.1536010688574339,0.5268305901584714,-0.30233839062308754
Method3_ProbQ5,Q5,0.07142520337725657,0.12729158875369612,0.5611148707984259,-0.23034190798504967
