Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2008,SYN.IC,Syn hf,Telecommunications Services,Communication Services,197.51,4.99,752.3,538.15,3.96,,1178.93,71.48
2009,SYN.IC,Syn hf,Telecommunications Services,Communication Services,179.14,5.01,125.18,,2.23,,783.94,104.86
2010,SYN.IC,Syn hf,Telecommunications Services,Communication Services,179.85,33.34,150.63,,16.47,,824.08,70.64
2011,SYN.IC,Syn hf,Telecommunications Services,Communication Services,155.3,13.41,148.38,36.97,15.85,221.15,768.91,82.99
2012,SYN.IC,Syn hf,Telecommunications Services,Communication Services,174.21,43.94,125.17,24.06,0.0,185.3,708.23,106.85
2013,SYN.IC,Syn hf,Telecommunications Services,Communication Services,180.65,17.64,138.36,27.33,0.32,217.94,809.14,105.16
2014,SYN.IC,Syn hf,Telecommunications Services,Communication Services,209.13,30.96,138.58,27.04,1.94,254.05,911.11,133.95
2015,SYN.IC,Syn hf,Telecommunications Services,Communication Services,244.19,28.57,156.99,20.13,1.7,302.28,1052.53,174.84
2016,SYN.IC,Syn hf,Telecommunications Services,Communication Services,226.9,28.11,176.57,32.92,,342.0,1121.61,211.14
2017,SYN.IC,Syn hf,Telecommunications Services,Communication Services,394.64,25.16,352.34,49.04,,389.0,2023.26,167.09
2018,SYN.IC,Syn hf,Telecommunications Services,Communication Services,500.66,26.51,394.04,51.15,,356.28,2011.2,354.09
2019,SYN.IC,Syn hf,Telecommunications Services,Communication Services,467.51,46.01,481.23,50.0,,347.84,2320.73,386.42
2020,SYN.IC,Syn hf,Telecommunications Services,Communication Services,414.31,55.85,534.27,66.67,,256.58,2074.05,411.68
2021,SYN.IC,Syn hf,Telecommunications Services,Communication Services,789.98,286.27,639.17,49.11,24.46,218.2,2479.58,340.03
2022,SYN.IC,Syn hf,Telecommunications Services,Communication Services,599.07,142.96,543.01,25.85,22.11,198.6,2350.97,399.99
2023,SYN.IC,Syn hf,Telecommunications Services,Communication Services,659.29,46.55,601.99,132.72,18.73,245.45,2606.33,300.26
2024,SYN.IC,Syn hf,Telecommunications Services,Communication Services,546.51,21.61,544.95,184.6,19.16,269.98,2541.81,325.29
