Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,20.23,18.85,5.12,,,1.01,102.01,-10.13
2015,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,16.82,15.1,5.53,,,0.78,105.8,-26.44
2016,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,26.74,24.41,8.37,,,0.62,107.27,-40.08
2017,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,78.27,74.76,7.98,,,0.48,163.08,-55.91
2018,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,137.08,131.2,12.16,,,1.17,219.51,-66.29
2019,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,112.41,103.64,21.89,,,5.55,195.1,-84.87
2020,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,296.28,289.25,21.84,,,4.51,386.43,-91.31
2021,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,410.6,391.56,67.62,,,8.13,460.3,128.92
2022,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,252.9,237.93,30.44,,,7.54,304.55,-135.5
2023,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,124.42,112.06,36.98,,,6.72,178.32,-164.07
2024,IRLABa.ST,IRLAB Therapeutics AB,Pharmaceuticals,Health Care,STX,81.79,68.8,102.85,54.97,,10.07,140.04,-66.7
