Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2011,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,295.04,93.37,129.93,,0.0,34.7,1791.29,
2012,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,271.68,111.33,186.55,,4.67,36.58,1769.04,166.08
2013,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,242.78,77.65,216.56,,28.87,50.72,1753.08,166.55
2014,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,313.14,99.07,228.6,,34.21,69.89,1842.61,120.45
2015,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,475.21,230.37,187.75,,21.74,86.08,2020.88,128.64
2016,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,551.37,291.85,223.76,,40.85,88.5,2102.89,172.0
2017,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,468.25,130.07,248.39,,40.42,91.9,2030.92,118.15
2018,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,532.04,242.15,253.08,,46.22,91.53,2092.99,265.22
2019,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,875.55,339.24,920.32,180.0,51.24,1001.84,3465.22,523.55
2020,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,834.54,301.28,918.39,60.3,87.01,1021.2,3464.94,749.21
2021,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,950.56,239.33,970.71,95.0,90.34,960.1,3534.82,673.7
2022,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,851.26,75.72,844.64,30.0,57.75,997.98,3485.92,547.86
2023,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,906.35,225.07,1050.14,30.0,55.81,1353.21,3948.59,961.44
2024,KID.OL,Kid ASA,Specialty Retailers,Consumer Discretionary,OBX,1164.81,228.53,1207.83,30.0,84.7,1581.98,4422.07,862.94
