Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,1828.81,128.51,1412.79,,81.55,976.19,5698.13,737.16
2005,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,1948.98,51.9,1093.06,,40.72,885.46,5610.6,469.35
2006,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,2033.16,93.76,1023.16,197.39,46.88,811.78,5816.55,796.35
2007,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,2648.97,273.54,2950.25,1729.25,30.13,964.92,8302.1,656.89
2008,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,2805.65,109.7,3030.88,1639.6999999999998,64.07,1098.96,9413.98,798.85
2009,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,2176.3,320.14,2731.98,1681.99,50.59,825.24,8072.38,1055.99
2010,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,2034.96,45.17,2233.55,1918.92,59.19,739.84,7624.3,741.08
2011,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,1951.2,47.19,1914.83,1198.4099999999999,61.89,731.12,7274.04,836.88
2012,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,1855.51,120.37,1376.22,,57.98,660.58,6865.67,710.01
2013,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,2300.48,80.88,2415.55,1565.8899999999999,30.85,837.98,8664.12,632.5
2014,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,10039.5,303.71,3122.94,856.89,17.17,946.37,14367.32,727.02
2015,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,9483.87,189.12,3405.13,746.88,194.88,1511.04,17599.73,425.77
2016,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,8792.27,160.72,2486.13,,78.09,1450.09,15981.9,778.35
2017,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,10595.33,306.18,3088.42,295.35,98.45,1526.98,18094.37,968.48
2018,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,9409.32,241.75,2870.25,5.94,64.4,1583.25,17033.27,1016.79
2019,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,4659.52,92.5,3990.36,1069.67,20.67,1596.14,13425.52,950.03
2020,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,5372.19,654.76,4241.81,641.14,57.62,1563.05,14059.04,2136.07
2021,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,5376.17,315.36,4759.46,644.74,32.04,1450.66,14371.48,1248.87
2022,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,7429.15,1214.08,4975.83,2048.63,22.02,1533.85,16621.76,-619.76
2023,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,8121.46,1423.86,4752.52,1035.73,74.94,1825.4,19628.63,2518.76
2024,FSKRS.HE,Fiskars Oyj Abp,Household Goods,Other,7546.15,715.43,4853.87,895.47,169.44,1969.79,20134.43,1304.88
