Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,141.72,32.19,91.84,17.51,15.59,192.44,484.3,91.04
2005,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,121.65,58.53,67.08,1.01,6.32,169.04,466.59,124.38
2006,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,174.69,120.3,62.46,0.52,0.02,162.08,645.34,86.86
2007,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,170.33,98.28,70.65,0.0,7.99,154.9,614.54,82.05
2008,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,105.35,22.53,133.36,42.57,1.42,192.27,740.98,77.04
2009,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,106.4,55.14,99.97,19.78,2.88,142.8,1219.69,96.71
2010,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,83.18,23.73,94.2,18.57,1.43,117.99,1534.48,101.25
2011,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,129.68,84.53,150.66,31.17,0.47,104.3,1524.11,242.89
2012,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,56.32,16.61,118.74,48.69,1.14,87.07,1180.41,59.61
2013,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,55.73,16.51,124.86,49.59,2.17,95.55,1115.65,66.39
2014,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,91.94,50.02,101.52,21.58,4.56,92.47,1179.9,31.0
2015,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,105.53,62.4,277.89,194.75,3.38,84.72,1220.94,37.58
2016,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,74.0,29.46,114.69,35.93,0.07,75.66,1143.64,18.53
2017,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,55.41,4.86,121.22,40.08,0.9,79.44,1268.41,47.73
2018,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,670.85,488.36,89.29,10.95,0.58,76.77,1312.39,68.82
2019,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,577.83,451.69,87.91,1.61,1.21,67.64,1443.4,19.1
2020,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,504.96,72.48,178.06,11.52,1.71,64.38,1951.21,44.33
2021,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,523.28,96.01,183.9,0.1,3.39,52.06,2060.47,170.34
2022,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,496.93,98.92,209.85,0.1,1.82,50.35,1955.48,68.44
2023,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,519.43,185.24,276.24,0.08,2.27,42.79,2070.79,59.49
2024,ILKKA2.HE,Ilkka Oyj,Media & Publishing,Communication Services,HEX,333.44,104.24,300.05,117.67,1.53,41.71,2354.47,43.96
