Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,1321.26,465.0,77.54,,,45.92,1409.65,-413.98
2005,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,1416.93,408.37,253.98,,,47.32,1467.53,-224.34
2006,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,1954.41,473.54,205.05,,,34.5,1991.62,-409.55
2007,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,4168.61,140.18,1135.59,,,42.72,4211.98,544.14
2008,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,2566.04,91.35,1384.84,,,1275.47,4251.95,-567.19
2009,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,2395.02,513.64,1001.51,,,67.09,2476.62,-668.38
2010,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,2528.65,105.51,1384.44,,,43.3,2593.69,288.3
2011,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,1578.5,67.85,1016.46,,,33.71,1628.07,-457.44
2012,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,1628.0,65.95,1165.18,,,25.55,1666.46,71.23
2013,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,1892.7,187.97,1014.56,,,25.34,1935.79,-134.06
2014,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,3358.44,435.94,796.37,,,31.18,3480.24,148.76
2015,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,4718.33,1124.28,533.07,,,37.06,5020.19,373.55
2016,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,5988.41,375.4,503.2,,75.33,39.36,6404.86,408.92
2017,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,8015.62,1782.58,432.73,,0.0,150.03,8734.6,1993.47
2018,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,9862.48,707.09,588.26,,168.46,214.35,11226.45,1307.51
2019,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,18396.16,4680.41,1235.99,,96.19,312.29,19954.98,1748.74
2020,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,26457.11,10221.84,1764.18,,0.0,637.81,29768.65,9256.38
2021,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,30613.73,12060.49,2111.29,,,836.17,33159.94,3044.99
2022,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,39794.09,13951.48,2570.86,,0.0,1126.78,42474.96,5309.37
2023,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,49727.14,22308.86,3727.4,,81.03,1433.04,52953.35,11302.16
2024,GMAB.CO,Genmab A/S,Biotechnology & Medical Research,Health Care,COX,44326.23,15684.67,8456.08,0.0,2716.4,1557.1,72899.6,12097.51
