Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2000,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,1.1,0.88,0.71,,,,29.44,-1.5
2001,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,1.55,0.87,1.0,,,,27.98,1.29
2002,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,1.67,0.3,2.02,,,,26.81,1.85
2003,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,4.05,2.42,1.54,,,,32.12,4.11
2004,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,7.68,2.65,2.77,,,,34.61,5.34
2005,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,7.53,2.82,0.65,,0.35,,32.8,4.24
2006,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,15.33,6.73,1.6,,1.15,,38.28,3.31
2007,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,14.27,7.33,0.26,,0.02,,35.42,2.69
2008,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,18.74,10.59,0.83,,0.41,,43.53,3.34
2009,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,19.81,2.5,1.34,,1.0,,39.95,3.18
2010,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,22.84,3.29,3.32,,1.38,,43.96,2.97
2011,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,15.14,1.41,1.71,,0.0,,44.65,0.56
2012,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,11.72,1.1,1.55,,0.0,,42.23,1.59
2013,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,9.59,0.51,2.91,,0.02,,53.76,1.33
2014,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,8.43,0.35,2.88,,,,70.3,-0.24
2015,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,5.14,2.03,22.51,,1.52,,280.86,4.18
2016,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,12.14,4.63,19.56,,0.15,,395.79,6.0
2017,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,26.21,14.42,65.11,,2.45,,744.86,13.51
2018,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,38.96,23.02,124.92,,12.22,0.29,918.01,13.16
2019,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,108.71,82.29,203.22,23.67,13.31,0.19,1285.89,13.58
2020,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,45.9,33.32,126.34,13.07,14.26,4.41,730.18,29.93
2021,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,187.09,174.19,72.67,20.74,5.71,2.77,630.4,21.8
2022,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,85.15,68.6,44.52,11.43,0.47,0.61,579.38,-5.64
2023,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,104.03,95.25,101.22,85.21,0.0,3.55,598.91,0.94
2024,INVEST.HE,Investors House Oyj,Real Estate Operations,Real Estate,HEX,87.86,25.7,322.72,287.91,7.8,3.74,1128.45,23.47
