Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,28.39,2.21,15.6,1.73,,,122.99,2.02
2005,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,27.21,1.05,25.21,1.76,,,119.92,4.57
2006,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,137.32,48.64,83.25,0.75,,,244.73,18.95
2007,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,129.81,1.98,144.65,1.71,,,293.08,0.0
2008,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,95.71,2.38,167.13,101.13000000000001,,,406.44,56.22
2009,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,59.55,3.82,164.35,97.8,,,266.07,12.4
2010,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,164.52,141.45,194.27,91.79,,,234.95,-32.55
2011,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,,,,,,,,-40.01
2012,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,17.24,4.49,46.73,7.32,,39.06,74.49,-1.63
2013,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,12.88,2.47,58.16,6.42,,34.88,52.96,13.37
2014,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,109.04,85.56,35.48,0.52,,35.66,150.29,20.48
2015,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,42.74,33.54,35.28,0.0,,42.3,155.13,20.31
2016,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,41.0,31.64,28.65,,,41.09,151.2,11.44
2017,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,102.71,6.68,36.58,,,42.32,185.19,20.79
2018,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,77.48,10.09,36.11,,,41.32,154.97,-10.09
2019,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,32.07,8.5,33.73,,,54.31,125.76,-18.02
2020,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,135.69,58.84,75.72,,0.38,54.79,228.73,26.73
2021,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,104.39,51.38,61.95,,0.0,51.93,187.04,30.85
2022,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,89.66,25.78,72.92,,21.37,59.89,188.81,-58.73
2023,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,108.71,59.28,58.67,,0.0,56.71,193.26,-42.12
2024,AAB.CO,Aalborg Boldspilklub A/S,Hotels & Entertainment Services,Consumer Discretionary,104.43,81.53,53.09,7.03,,54.02,185.93,-72.18
