Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,89.63,,53.15,,0.0,7.27,98.09,16.99
2006,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,129.09,,88.22,,7.42,11.23,137.67,53.9
2007,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,231.9,,120.84,,13.05,17.44,264.69,38.85
2008,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,241.85,,152.91,,22.26,21.8,278.04,85.85
2009,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,265.63,,170.3,,18.49,22.52,301.29,61.94
2011,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,352.7,,249.61,,26.07,38.19,393.44,57.83
2012,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,363.66,,266.23,,19.39,22.63,410.3,97.38
2013,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,397.81,,285.61,,28.56,22.72,445.44,99.38
2014,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,376.35,,292.86,,24.18,24.35,447.06,48.76
2015,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,414.72,,311.31,,27.11,21.63,486.21,123.71
2016,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,445.57,,358.18,,21.94,31.66,535.92,113.46
2017,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,542.59,,423.46,,31.59,38.15,644.09,149.04
2018,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,636.39,,478.99,,41.28,51.21,756.56,218.97
2019,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,725.88,,560.35,,46.43,281.85,1079.45,277.05
2020,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,949.54,,683.74,,64.47,271.84,1295.34,450.88
2021,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1027.03,,742.78,,69.14,257.03,1360.24,298.32
2022,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1083.68,,809.04,,82.63,278.98,1444.91,321.88
2023,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1223.23,,998.29,,95.21,379.28,1715.75,506.09
2024,BOUV.OL,Bouvet ASA,Software & IT Services,Information Technology,1338.96,,1087.6,,115.41,366.73,1800.83,841.11
