Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,67.99,36.26,77.67,69.85,,39.34,3753.39,105.5
2005,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,233.35,168.16,81.99,70.05,,39.05,4850.34,5.17
2006,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,5350.31,3581.3,1976.63,632.26,69.36,12113.34,18533.02,561.49
2007,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,7650.46,5263.62,3457.18,1480.61,131.31,12408.04,21301.44,1513.62
2008,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,10844.04,7161.4,4079.75,1761.51,305.38,17835.33,30074.72,2529.87
2009,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,8863.76,4681.02,4184.94,1830.82,202.94,17414.81,27821.74,3935.49
2010,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,7870.48,3020.13,3622.56,1565.01,212.74,18290.91,27299.66,3331.13
2011,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,7953.45,3640.94,3724.26,1757.22,161.62,18843.18,28036.77,2643.78
2012,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,7298.89,4027.23,5681.3,1780.2,255.81,21166.47,29631.78,3812.73
2013,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,8238.46,5379.11,7802.82,2231.26,207.87,22577.65,32297.32,3408.38
2014,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,9250.26,5673.19,7409.32,1075.49,423.08,30087.59,41415.53,3108.75
2015,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,13586.03,8340.32,6984.14,3344.75,126.69,26084.77,41806.17,5240.29
2016,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,10360.66,7227.99,3553.7,1070.92,184.27,20264.24,32520.63,5535.83
2017,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,11216.04,8592.56,5302.75,2216.7000000000003,155.61,17580.59,30459.23,2455.15
2018,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,7867.57,5913.07,4211.92,1858.2100000000003,79.04,9818.37,19486.79,212.61
2019,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,8035.18,6187.65,4587.0,1863.0900000000001,79.93,9949.28,19893.99,1114.67
2020,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,6351.6,3724.96,3729.18,1532.03,33.58,11015.72,19158.9,-732.92
2021,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,6464.51,3424.95,4260.98,1566.02,31.77,10722.24,19118.42,1462.98
2022,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,8695.89,4845.87,4415.6,1302.53,133.64,10351.17,21752.64,2529.94
2023,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,9456.75,4790.16,6025.64,2273.33,124.05,10993.86,23504.76,2417.89
2024,BONHR.OL,Bonheur ASA,Renewable Energy,Energy,OBX,9788.12,5981.66,6539.83,2419.24,149.29,12016.14,25307.76,3497.15
