Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,15056.0,1230.0,8077.0,,877.0,,27129.0,3014.0
2005,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,16577.0,1108.0,8431.0,,319.0,7536.0,30618.0,3106.0
2006,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,16805.0,1003.0,7204.0,,191.0,,33263.0,3855.0
2007,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,22191.0,2325.0,11830.0,,411.0,10412.0,47369.0,4306.0
2008,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,36655.0,3195.0,18858.0,,1592.0,,79817.0,3986.0
2009,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,18372.0,974.0,11835.0,,551.0,22121.0,61664.0,11923.0
2010,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,22915.0,2946.0,12363.0,,1019.0,,65464.0,7093.0
2011,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,30177.0,5868.0,12193.0,,1324.0,24118.0,73900.0,7363.0
2012,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,32750.0,10015.0,14209.0,,1932.0,28594.0,80772.0,13233.0
2013,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,32679.0,6824.0,19266.0,,1407.0,34611.0,88602.0,12300.0
2014,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,38573.0,3591.0,21683.0,,1060.0,44584.0,111632.0,8607.0
2015,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,41182.0,3220.0,22418.0,,693.0,52424.0,118863.0,14631.0
2016,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,36567.0,3751.0,19037.0,,530.0,59739.0,120505.0,14084.0
2017,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,39254.08,4464.61,21543.38,,508.83,65385.17,129531.08,6538.21
2018,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,45949.25,1745.02,31358.48,,544.24,72824.24,143886.19,6154.27
2019,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,42004.64,2633.52,29117.95,,1228.98,75617.14,146818.74,16777.93
2020,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,48353.62,11691.68,27149.05,,1338.15,73589.8,142436.03,19264.0
2021,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,67793.98,3469.84,48824.34,,1461.91,62818.19,152109.32,12084.12
2022,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,84445.83,9894.47,42497.22,,2821.39,68281.61,176160.66,22971.36
2023,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,62969.38,5462.82,37641.76,5239.85,1581.08,73297.04,162435.25,24141.51
2024,YAR.OL,Yara International ASA,Chemicals,Materials,OBX,64784.49,3602.93,35426.89,1932.17,1125.2,77479.98,170417.31,13816.51
