Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,99.68,65.08,214.18,115.33,,6090.25,6241.83,218.39
2005,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,202.8,124.56,594.04,0.0,,7644.21,7849.41,199.43
2006,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,271.42,175.19,1105.41,720.49,,11914.37,12225.27,257.41
2007,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,381.37,191.87,1251.14,830.13,,17830.76,18304.1,314.83
2008,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,508.71,0.0,1062.07,486.37,,20500.68,21149.18,388.72
2009,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,546.56,53.08,1886.01,631.16,,17810.15,18687.64,577.74
2010,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,443.13,0.78,1886.21,1439.97,,18447.05,18975.07,160.06
2011,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,967.09,0.77,2028.56,1610.01,1.55,19519.69,20716.56,516.62
2012,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,554.16,374.33,1539.16,930.69,5.87,19932.03,20687.3,459.64
2013,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,621.19,316.85,1931.1,1208.19,8.34,22798.859999999997,24789.17,453.68
2014,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,585.72,310.94,1392.89,751.13,7.23,25035.93,27452.92,578.28
2015,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,855.36,267.84,2523.85,1611.84,10.56,39305.39,44778.36,1000.01
2016,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,510.3,144.37,3500.38,2630.51,6.36,39401.32,44500.71,1266.91
2017,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,430.23,99.44,2004.47,1227.69,18.71,41196.950000000004,46055.52,1389.27
2018,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,556.81,112.95,2562.12,1769.51,15.85,40938.520000000004,45800.21,916.94
2019,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,730.17,139.74,2894.12,2084.24,23.62,40981.149999999994,45092.55,1333.0
2020,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,815.05,271.33,3719.05,2696.57,24.1,43535.88,49028.54,1347.91
2021,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,1451.66,547.63,1331.53,65.07,24.03,41974.14,48085.15,1287.48
2022,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,1424.81,725.51,2176.53,1379.73,29.36,42374.259999999995,46767.17,1006.35
2023,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,1111.79,281.86,5005.31,4044.51,26.84,43180.96,47071.12,1446.46
2024,CTY1S.HE,Citycon Oyj,Real Estate Operations,Real Estate,HEX,4839.75,4218.45,1324.96,244.75,21.18,42695.21,50634.38,1505.9
