Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,854.8,747.8,184.5,100.0,,,1360.8,2.5
2005,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,1680.5,1081.5,475.0,100.0,21.4,,2979.8,99.0
2006,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,897.2,418.0,591.5,55.7,16.0,1559.3,3295.4,303.6
2007,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,1022.9,688.8,470.2,50.0,39.7,2148.4,5040.8,20.7
2008,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,410.1,91.2,671.2,54.5,7.3,3119.6,5135.5,745.5
2009,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,659.8,297.2,248.4,0.0,0.0,2402.4,4392.4,-53.1
2010,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,1889.2,1377.5,1259.4,257.5,13.9,2212.8,5392.7,524.9
2011,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,2035.8,1637.1,1243.9,265.0,23.6,2259.2,5036.5,879.2
2012,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,2423.24,1507.02,1035.83,,41.17,3883.53,7338.71,1582.8
2013,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,2612.76,1598.47,920.26,,94.03,4399.28,8099.12,1589.33
2014,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,2830.39,824.16,1637.86,,14.2,3951.94,8228.91,1143.86
2015,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,4022.99,2100.34,1097.9,,15.03,3505.86,8912.29,-597.46
2016,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,3764.87,2255.12,335.12,,3.45,3481.57,8376.16,520.56
2017,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,4096.11,3530.65,990.58,144.44,5.74,7085.1,11613.73,2788.86
2018,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,8427.05,6298.48,1232.74,158.95,4.32,6549.0,17314.55,3835.02
2019,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,10158.36,4263.67,5468.94,1980.41,1.76,11846.45,28722.05,3268.49
2020,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,7047.6,4092.52,2539.92,0.0,0.0,10071.31,23234.96,3661.76
2021,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,11248.8,6487.02,3397.62,,291.5,11315.73,25960.39,6263.8
2022,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,14350.89,9348.8,4362.38,82.29,1231.42,10860.4,27459.59,10148.33
2023,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,10764.49,7285.11,4207.08,1684.45,46.62,11485.1,26739.43,2048.02
2024,DNO.OL,Dno ASA,Oil & Gas,Energy,OBX,15224.36,10217.76,4022.32,0.0,0.0,12609.11,33711.8,4437.18
