Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1994,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,,,,,,,,1044.04
1995,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,3576.59,1026.8,2828.96,211.29,110.9,1263.9,5339.55,1007.96
1996,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,4128.75,850.23,3523.28,399.35,135.26,2074.03,6782.48,1026.24
1997,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,7187.4,1120.73,7365.83,1371.42,235.94,5360.32,25295.97,2738.47
1998,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,8637.16,907.97,8110.69,1472.59,190.75,6630.47,27994.47,2362.25
1999,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,9473.85,953.8,8856.69,1963.7,184.35,6684.59,29231.07,3408.39
2000,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,11828.44,719.0,11021.75,3103.98,254.28,7610.88,35678.21,2340.68
2001,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,12215.63,751.46,8176.55,626.21,250.49,7559.29,35823.86,2388.99
2002,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,10763.42,703.24,8243.53,851.51,224.48,6352.74,29895.09,4058.41
2003,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,12775.71,624.91,9576.45,1016.4,769.64,7017.44,32887.65,3735.0
2004,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,13311.3,1392.62,10932.55,1918.8,1073.63,7046.34,32531.51,4581.57
2005,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,14582.82,1995.4,11897.56,3439.86,940.04,7287.7,34157.18,3084.49
2006,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,13078.91,1047.73,9546.16,1842.42,385.81,7232.54,31854.59,3586.4
2007,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,11386.78,835.86,9039.54,1702.15,253.26,6846.64,28833.26,4577.61
2008,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,14489.98,3393.47,9589.38,1875.23,,,36154.45,3476.98
2009,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,12640.62,2738.54,9837.19,1975.55,290.83,6035.56,30042.26,3151.86
2010,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,15652.49,3421.47,10680.09,515.81,534.44,5972.0,32977.59,5583.98
2011,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,17931.59,4417.9,12466.59,1813.9,381.31,6700.96,36560.66,4247.83
2012,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,18297.82,5438.95,10290.44,391.64,299.85,6858.07,36550.58,4003.51
2013,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,22447.74,6783.94,14732.01,2061.94,453.76,8105.79,42360.97,4924.93
2014,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,30905.69,11424.69,15979.62,598.51,516.32,10387.57,55613.35,4494.09
2015,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,35697.76,11787.87,19680.93,350.06,628.51,12703.68,66523.91,6051.2
2016,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,35764.95,10595.01,22435.47,1898.41,704.78,14321.01,71120.51,7291.26
2017,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,34507.97,7874.62,21786.3,161.68,838.76,16193.23,70169.03,7735.91
2018,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,28381.58,5319.71,24754.19,5362.04,560.65,14600.27,58065.89,6385.47
2019,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,26353.63,3903.75,21157.7,3231.33,340.6,17315.39,59440.3,5636.93
2020,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,36619.06,10106.48,26993.79,2588.81,834.63,17240.72,69968.21,7988.87
2021,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,32364.62,8533.69,24843.7,3047.12,713.34,17498.91,66376.1,6471.79
2022,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,36384.2,5819.12,35678.85,6965.31,734.74,20768.58,75599.59,6859.7
2023,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,40276.89,5047.28,40895.13,5452.68,1236.48,23999.92,84445.65,10371.99
2024,ALIVsdb.ST,Autoliv Inc,Automobiles & Auto Parts,Consumer Discretionary,STX,39586.73,3750.68,41291.59,4398.53,1363.88,27243.58,88697.92,11377.67
