Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,2214.95,345.26,1611.21,908.82,3.65,3506.47,6490.49,1110.32
2005,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,2043.92,154.55,1873.24,1516.6,5.09,3605.52,6586.92,356.72
2006,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,2416.53,403.36,2076.9,1658.06,8.19,4945.05,7459.91,690.91
2007,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,2935.08,603.84,2547.38,1526.42,5.05,4585.12,7738.87,632.73
2008,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,2842.86,481.96,2245.3,2447.15,0.0,5082.81,8021.71,676.55
2009,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,2852.93,661.85,1965.33,1197.48,2.43,4302.86,7347.54,702.84
2010,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,3183.43,642.07,1819.48,822.54,150.97,4432.85,7982.44,1169.86
2011,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,3320.72,806.1,1664.26,0.0,148.38,,8100.06,1098.62
2012,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,6058.98,637.74,5484.59,2311.28,23.11,9768.16,21163.64,861.14
2013,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,6380.42,468.4,5994.96,2787.78,16.96,11693.04,23504.83,1605.58
2014,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,7100.58,706.42,6267.64,2316.7,18.21,12110.67,24642.12,2861.38
2015,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,6850.81,196.75,5885.87,2863.4,42.91,13285.08,26250.96,3497.43
2016,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,6773.84,671.41,5410.16,2165.96,14.22,12027.52,24517.83,3674.48
2017,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,6696.32,168.11,6400.13,3058.9700000000003,72.05,12186.87,28214.22,3211.04
2018,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,8034.25,444.99,7346.27,3649.7200000000003,7.81,12661.78,32900.13,2343.04
2019,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,9832.33,3234.94,5019.31,924.54,9.38,15483.63,34622.26,2158.02
2020,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,10580.89,3170.19,6129.46,1856.58,30.28,16923.36,37967.14,2385.74
2021,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,11503.31,3466.48,8031.95,3489.86,11.69,15489.08,37001.16,3900.59
2022,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,16274.48,1925.83,12227.98,3883.66,369.92,19126.51,48395.15,6488.54
2023,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,14113.83,2319.59,11039.17,3659.59,126.85,21843.77,48250.2,3274.46
2024,BILL.ST,Billerud AB (publ),Containers & Packaging,Materials,STX,15901.56,2632.95,11562.99,4010.6000000000004,44.21,22430.99,51640.22,3081.5
